ordinal,source_position,item_code,uom,display_name,category,stock_qty,price_myr,priority_tier,detected_brand,detected_model,action,prior_decision,prior_page,prior_image,prior_local_asset,prior_source,prior_reason,useful_brand_or_model,ledger_state,ledger_tiers_tried,ledger_researcher_decision,ledger_gate
1650,5321,SWI-KAT-BRE-KT316,PCS,Katko Load Break Isolating Switch KT316,Electrical,3,20.75,3,,KT316,search,,,,,,,yes,open,,,
1651,6020,ELE-T5-3'-3000K,PCS,Ffl T5 3FT 14W LED Fitting Set,Plumbing,3,19.90,3,,3FT,search,,,,,,,yes,open,,,
1652,2669,TOO-WRE-PIP-A250MM,PCS,Glotool Pipe Wrench American Type 10,Hand Tools,3,19.50,3,Glotool,,search,,,,,,,yes,open,,,
1653,3639,TOO-TORX-W9913A,PCS,9PCS Long Arm Torx Key Set W9913A,Power Tools,3,18.90,3,,W9913A,search,,,,,,,yes,open,,,
1654,2628,BOS-2608-684-774,PCS,Hexagon Pointed Chisel,Hand Tools,3,18.80,3,Bosch,,search,,,,,,,yes,open,,,
1655,3023,TOO-COM-W0287A-08MM,PCS,Com Ratchet Wrench 08MM,Hand Tools,3,18.80,3,,W0287A,search,,,,,,,yes,open,,,
1656,3709,HOS-CON-EG4027-40200009,PCS,Ecogreen-snap IN Dual Shut Off,Outdoor & Garden,3,18.70,3,,EG4027,search,,,,,,,yes,open,,,
1657,4749,SHH-BLA-NET-NO.4,PCS,"Black Net No. 4 (1 3/4"") (4.0CM)",Fishing & Tackle,3,18.70,3,,NO.4,search,,,,,,,yes,open,,,
1658,4750,SHH-BLA-NET-NO.5,PCS,"Black Net No. 5 (2"") (5.0CM)",Fishing & Tackle,3,18.70,3,,NO.5,search,,,,,,,yes,open,,,
1659,4679,DZ-GEN-BSC-280X26,PCS,Star Flat 17 (mm),Other,3,17.90,3,,HEX-17X280X26,search,,,,,,,yes,open,,,
1660,3673,TOO-HAN-TW0019,PCS,1/2 Sliding T-bar,Power Tools,3,17.80,3,,W0019,search,,,,,,,yes,open,,,
1661,6017,DRI-AUG-2WAY-18MM,PCS,T&t 2WAY Auger BIT-3/4,Power Tool Accessories,3,17.60,3,,2WAY,search,,,,,,,yes,open,,,
1662,3672,TOO-DRV-STA-6.5X250MM,PCS,"Cushion Grip S/dr Std - (1/4""X10"")",Power Tools,3,17.50,3,,X10,search,,,,,,,yes,open,,,
1663,3839,"HOS-FLE-VIP-PP36""",PCS,PP-36 White Nylon Vip Flexible Tube,Outdoor & Garden,3,17.50,3,,PP-36,search,,,,,,,yes,open,,,
1664,4689,SHH-FIG-BRA-LIN-4X-60LB,PCS,Shuttle 4X Braided Line 100M (60LB) (dark Green),Fishing & Tackle,3,17.50,3,,60LB,search,,,,,,,yes,open,,,
1665,4834,SHH-NET-0.15D-25MM,PCS,"(0.11) 25MM (1"") (25YDS) Net",Fishing & Tackle,3,17.50,3,,25YDS,search,,,,,,,yes,open,,,
1666,4875,SHH-FIG-BRA-LIN-4X-25LB,PCS,Shuttle 4X Braided Line 100M (25LB) (dark Green),Fishing & Tackle,3,17.50,3,,25LB,search,,,,,,,yes,open,,,
1667,5861,HOL-SAW-DXHS3624-6PCS,SET,D'xin (DX-HS-3624) Hole Saw 6PCS,Power Tool Accessories,3,17.20,3,,DX-HS-3624,search,,,,,,,yes,open,,,
1668,4878,SHH-NET-0.15D-65MM,PCS,"65MM (2.1/2"") (25YDS) Net",Fishing & Tackle,3,17.00,3,,25YDS,search,,,,,,,yes,open,,,
1669,3632,HOS-FLE-LT8215-1.5M,PCS,Luxtec S/steel Flexsible Hose,Outdoor & Garden,3,16.90,3,,LT-8215,search,,,,,,,yes,open,,,
1670,4877,SHH-NET-0.15D-50MM-25MD,PCS,"50MM (2"") (25YDS) Net",Fishing & Tackle,3,16.90,3,,25YDS,search,,,,,,,yes,open,,,
1671,4876,SHH-NET-0.15D-40MM-25MD,PCS,"40MM (1 1/2"") (25YDS) Net",Fishing & Tackle,3,16.80,3,,25YDS,search,,,,,,,yes,open,,,
1672,5934,"GUN-CAU-BLU-11""",PCS,Blimax Heavy Duty Caulking GUN-11,Fasteners & Fixings,3,16.50,3,,GUN-11,search,,,,,,,yes,open,,,
1673,3350,MEA-TAP-CHTR-3002,PCS,Takado Measuring Tape PVC Case 7.5M X 25MM,Hand Tools,3,15.90,3,,CHTR-3002,search,,,,,,,yes,open,,,
1674,3749,"TOO-FIL-WOO-8""",PCS,D'xin (DX-FH-6908) Taper Head Wood Rasp 8,Power Tools,3,15.50,3,,DX-FH-6908,search,,,,,,,yes,open,,,
1675,3763,GRA-CUT-BRU-4140306001,PAIR,Brush Pair,Outdoor & Garden,3,15.00,3,,STGT5100/6100/7100,search,,,,,,,yes,open,,,
1676,2724,TOO-WRE-ADJ-GT250,PCS,Glotool Adjustable Wrench 10,Hand Tools,3,14.90,3,Glotool,,search,,,,,,,yes,open,,,
1677,4653,CUT-TUB-BLM328,PCS,Blimax Tubing,Abrasives & Cutting,3,14.90,3,,CUTTER-BLM328,search,,,,,,,yes,open,,,
1678,4932,DRI-MIX-HEX-CEM,PCS,Blimax Hex Cement Mud,Building Materials,3,14.80,3,,MIXER-120X600MM,search,,,,,,,yes,open,,,
