ordinal,source_position,item_code,uom,display_name,category,stock_qty,price_myr,priority_tier,detected_brand,detected_model,action,prior_decision,prior_page,prior_image,prior_local_asset,prior_source,prior_reason,useful_brand_or_model,ledger_state,ledger_tiers_tried,ledger_researcher_decision,ledger_gate
1350,4631,GAS-REG-AZ181/B,PCS,"LPG High Pressure Regulator Nozzle (3/8"")",Power Tool Accessories,4,46.90,3,,AZ-181,search,,,,,,,yes,open,,,
1351,3574,TOO-WRE-BELW0020B,PCS,"Belt Wrench 9""/225MM",Hand Tools,4,46.80,3,,W0020B,search,,,,,,,yes,open,,,
1352,3494,DUC-CAP-DC-1,PCS,DC-1 S/steel Ducting Cap 150MM,Other,4,45.90,3,,DC-1,search,,,,,,,yes,open,,,
1353,4553,"FAS-SCR-TAP-CSK-6#1""-BOX",BOX,6 X1 Tapping Screw-flat Head (1000PCS/BOX),Fasteners & Fixings,4,44.90,3,,1000PCS/BOX,search,,,,,,,yes,open,,,
1354,2681,KOYA-GRE-KOY-2KG,JAR,2KG P525 All Purpose Grease,Chemicals & Adhesives,4,44.50,3,,P525,search,,,,,,,yes,open,,,
1355,3596,"IND-CAS-H/DUTY-MCLFC-4""",PCS,4 DL5 H/duty Mcl Fixed Caster,Building Materials,4,43.50,3,,DL5,search,,,,,,,yes,open,,,
1356,4626,"DRI-AUG-BIT-NO.3/4""",PCS,3/4 No. 1 Star-m Auger Bit (b),Power Tool Accessories,4,43.50,3,,NO.1,search,,,,,,,yes,open,,,
1357,2763,HOS-BLI-B5016,PCS,6FT Bliton H/pressure F/hose (silver),Outdoor & Garden,4,42.90,3,,6FT,search,,,,,,,yes,open,,,
1358,2808,X-MEA-TAP-STA-POW-5.0M,PCS,5M/16 X 3/4 Powerlock Tape Ruler,Power Tools,4,42.90,3,,5M/16,search,,,,,,,yes,open,,,
1359,3489,AIR-DUS-MDSI-04062,PCS,Mdsi (MD-04062) Air Duster (adjustable) - Long,Automotive,4,41.90,3,,MD-04062,search,,,,,,,yes,open,,,
1360,2759,DRI-KUS-SET,SET,"Kusama Fully Ground Drill 1/16""-1/4",Power Tools,4,40.90,3,,13PCS/SET,search,,,,,,,yes,open,,,
1361,2849,TOO-PLI-RIV-ASAKI,PCS,Asaki Hand Riveter,Power Tools,4,39.80,3,,AK6802,search,,,,,,,yes,open,,,
1362,3654,TOO-WRE-SPAW0196,PCS,Spark Plug Wrench,Hand Tools,4,39.80,3,,W0196,search,,,,,,,yes,open,,,
1363,3552,WRE-RAT-RN17X21,PCS,Glory Ratchet Wrenches RN17 X 21,Other,4,39.00,3,,RN17,search,,,,,,,yes,open,,,
1364,2898,TOO-CUT-SNIW107B,PCS,Aviation Snips 250MM W0107B,Power Tools,4,37.90,3,,W0107B,search,,,,,,,yes,open,,,
1365,3561,CUT-DIS-B07-F1GP-180,PCS,"7""-180CSA, General Purpose / F1GP",Abrasives & Cutting,4,37.90,3,,180CSA,search,,,,,,,yes,open,,,
1366,2878,TOO-CUT-SNIW107C,PCS,Aviation Snips 250MM W0107C,Power Tools,4,37.80,3,,W0107C,search,,,,,,,yes,open,,,
1367,2768,KGR-KIM-1L-9212,TIN,1 Litre KIMTONE-9212,Paint & Sundries,4,37.50,3,,KIMTONE-9212,search,,,,,,,yes,open,,,
1368,2780,KGR-KIM-1L-9211,TIN,1 Litre KIMTONE-9211,Paint & Sundries,4,37.50,3,,KIMTONE-9211,search,,,,,,,yes,open,,,
1369,4612,IND-WIR-BAR-G.I-81B,ROLL,8LB GI Bared Wire,Electrical,4,37.50,3,,8LB,search,,,,,,,yes,open,,,
1370,2901,"TOO-HOL-MAG-BOSSMAN-5""",PCS,Bossman Magnetic Weld Holder 5,Power Tools,4,35.90,3,,BMWH-5,search,,,,,,,yes,open,,,
1371,3656,CUT-PAR-COV-N18,PCS,N-18 18 Knife With Cover,Abrasives & Cutting,4,33.90,3,,N-18,search,,,,,,,yes,open,,,
1372,3065,TOO-DRV-IMP-2500#,SET,Impact Screw,Power Tools,4,32.90,3,,DRIVER-2500,search,,,,,,,yes,open,,,
1373,3180,DRI-26170(4-32),PCS,Br 6250 Hex Shank Step Drill 4-32MM,Power Tool Accessories,4,32.90,3,,4-32MM,search,,,,,,,yes,open,,,
1374,3211,SWI-SOC-ELE-E062B,PCS,Elegance 16A 2 GANG Auto Gate Swi-blk (E062B),Doors & Hardware,4,32.60,3,,E062B,search,,,,,,,yes,open,,,
1375,2960,TOO-WRE-KEY-69213,SET,10PC Ring Hex Key Set,Power Tools,4,32.50,3,,1.5MM-10MM,search,,,,,,,yes,open,,,
1376,3804,WEL-ELE-J38.12-4.0MM,PCK,Welding Electrode X 4.0MM,Welding,4,31.90,3,,J38.12,search,,,,,,,yes,open,,,
1377,4991,TOO-ELE-STRW010A,PCS,W01A Wire Stripper Cutting 170MM,Electrical,4,31.90,3,,W01A,search,,,,,,,yes,open,,,
1378,3190,SWI-T/SOC-9822-2M2G,SET,2GL T/skt W/surge (sr) 9822/2M,Electrical,4,29.90,3,,2GL,search,,,,,,,yes,open,,,
1379,4792,"FAS-SCR-TAP-CSK-6#1/2""-BOX",BOX,6 X1/2 Tapping Screw-flat Head (1000PCS/BOX),Fasteners & Fixings,4,29.90,3,,X1/2,search,,,,,,,yes,open,,,
