ordinal,source_position,item_code,uom,display_name,category,stock_qty,price_myr,priority_tier,detected_brand,detected_model,action,prior_decision,prior_page,prior_image,prior_local_asset,prior_source,prior_reason,useful_brand_or_model,ledger_state,ledger_tiers_tried,ledger_researcher_decision,ledger_gate
1170,5414,SHH-SPOOL-107,PCS,Fishing Spool HP-107,Fishing & Tackle,6,4.20,3,,HP-107,search,,,,,,,yes,open,,,
1171,4318,HOO-S-3PCS-ZT2093,PCK,Zheng Tu 3PCS S Shape Hook Small,Doors & Hardware,6,4.10,3,,ZT2093,search,,,,,,,yes,open,,,
1172,4445,DRI-SAW-A68-6MM,PCS,Sawman A68 Multi Purpose Drill Bit 6MM,Power Tool Accessories,6,3.90,3,,A68,search,,,,,,,yes,open,,,
1173,6589,SHH-RING-1WAY-50LB,PKT,1 Way Wire Rig (i-fixh) 50LB (7CM),Electrical,6,3.90,3,,50LB,search,,,,,,,yes,open,,,
1174,6770,HOS-CON-ADA-ECO4011,PCS,Ecogreen- Tool Adaptor / 3/4,Electrical,6,3.90,3,,EG4011,search,,,,,,,yes,open,,,
1175,5774,CLI-SPE-TER-FEM,PCK,Female Speaker Clip Gold (10PCS/PCK),Other,6,3.60,3,,10PCS/PCK,search,,,,,,,yes,open,,,
1176,4448,PAI-BRU-NIP-STEEL-TR880,PCS,Steel Wired Paint Brush (N10),Paint & Sundries,6,3.50,3,,N10,search,,,,,,,yes,open,,,
1177,1104,GLO-COT-GRY-1220,PAIR,Polyester Grip Cotton Glove Grey,Safety & Workwear,6,3.40,3,Glotool,,search,,,,,,,yes,open,,,
1178,2888,IND-WIR-MES-2512-18GX100,FTS,Wire Mesh 1 X 1/2 X3 X18G,Electrical,6,3.40,3,,X18G,search,,,,,,,yes,open,,,
1179,5729,SHH-LINE-WHI-NO.30,PCS,(bs)long White M. L No. 30,Fishing & Tackle,6,3.40,3,,NO.30,search,,,,,,,yes,open,,,
1180,5640,FLO-MOC-J3030,PCS,J3030 30X30CM,Flooring,6,3.30,3,,J3030,search,,,,,,,yes,open,,,
1181,5623,SHH-HOOK-12146BN-2,PKT,No. 2 Hytac Hook 16'S,Fishing & Tackle,6,3.20,3,,12146BN,search,,,,,,,yes,open,,,
1182,6804,HOS-CON-ADA-40200006,PCS,Ecogreen- Tap Adaptor / 3/4,Electrical,6,3.20,3,,EG4012,search,,,,,,,yes,open,,,
1183,6947,TIE-CAB-SS-100MM,PCK,SS Cable Ties (10PCS/PCK) SUS304 M4.6X100MM,Electrical,6,2.90,3,,10PCS/PCK,search,,,,,,,yes,open,,,
1184,5876,SHH-SPOOL-106,PCS,Fishing Spool HP-106,Fishing & Tackle,6,2.70,3,,HP-106,search,,,,,,,yes,open,,,
1185,5001,FIT-YG252-SOC-10MM-BRA,PCS,Straight Brass Connector 10MM,Plumbing,6,2.60,3,,YG252,search,,,,,,,yes,open,,,
1186,2911,SCP-FIL-POW-464GM,BOX,Scin Powder Filla,Paint & Sundries,6,2.50,3,,464GM,search,,,,,,,yes,open,,,
1187,5160,"CLI-HOS-GP-2.1/2""",PCS,Gp S/steel Hose CLIP-2.1/2 (40-63MM),Outdoor & Garden,6,2.20,3,,CLIP-2.1/2,search,,,,,,,yes,open,,,
1188,6153,SHH-SPOOL-105,PCS,Fishing Spool HP-105,Fishing & Tackle,6,2.20,3,,HP-105,search,,,,,,,yes,open,,,
1189,6128,SHH-FLOAT-FF125,PKT,"(1 1/4"") Plastic Float (2PCS/PCK)",Fishing & Tackle,6,2.00,3,,2PCS/PCK,search,,,,,,,yes,open,,,
1190,3473,CHA-CAP-ROU-EXT-19MM,PCK,Round External Cap 19MM (4PCS/PCK),Outdoor & Garden,6,1.80,3,,4PCS/PCK,search,,,,,,,yes,open,,,
1191,6437,CUT-BLA-LB39H,PCS,Tajima Spare Blade - 9MM,Abrasives & Cutting,6,1.60,3,,LB39H,search,,,,,,,yes,open,,,
1192,6689,SHH-SINKER-ROUND-NO.6,PCK,Round Shape Sinker 6 (1PC/PCK),Fishing & Tackle,6,1.40,3,,1PC/PCK,search,,,,,,,yes,open,,,
1193,2060,FAS-ANC-PJA-0975,PCS,Glotool P. J. Anchor 3/8 X 3,Fasteners & Fixings,6,1.30,3,Glotool,,search,,,,,,,yes,open,,,
1194,6902,SHH-PLA-NET-NEEDLE-NO.5,PCS,Plastic Net Needle No. 5 (white),Fishing & Tackle,6,1.10,3,,NO.5,search,,,,,,,yes,open,,,
1195,2223,FAS-ANC-PJA-0866,PCS,Glotool P. J. Anchor 5/16 X 2-5/8,Fasteners & Fixings,6,0.80,3,Glotool,,search,,,,,,,yes,open,,,
1196,2687,SIN-CAV-CA215,PCS,SS Sink With Waste,Plumbing,5,529.00,3,,CA215,search,,,,,,,yes,open,,,
1197,2582,SHE-CAB-CB781-BL,PCS,Cab Double Corner Shelf (matt Blk) -CB781-BL,Housewares,5,168.00,3,,CB781-BL,search,,,,,,,yes,open,,,
1198,6496,ELE-CON-MAG-SC-N25,BOX,Contactor SC-N2S,Electrical,5,160.38,3,,SC-N2S,search,,,,,,,yes,open,,,
1199,3773,TAP-PRE-TB-2016Q,PCS,Premio: Wall Bib Tap,Plumbing,5,89.90,3,,TB-2016Q,search,,,,,,,yes,open,,,
