ordinal,source_position,item_code,uom,display_name,category,stock_qty,price_myr,priority_tier,detected_brand,detected_model,action,prior_decision,prior_page,prior_image,prior_local_asset,prior_source,prior_reason,useful_brand_or_model,ledger_state,ledger_tiers_tried,ledger_researcher_decision,ledger_gate
1440,2695,TOO-PLI-CIR-GTIB150,PCS,Glotool Circlip Plier - Int Bent,Hand Tools,4,12.10,3,Glotool,,search,,,,,,,yes,open,,,
1441,2149,TAR-SHT-TP800-GRE/BLK,MTR,Canvas Olive Gre/blk 6'X60YARDS,Building Materials,4,11.90,3,,X60YARDS,search,,,,,,,yes,open,,,
1442,2592,IND-FOIL-SML-BUBLE-ELISE,MTR,Elise Small Bubblem Foil,Building Materials,4,11.90,3,,1.2MX30M,search,,,,,,,yes,open,,,
1443,4642,SOC-EMPTY-PP132-2G,PCS,2G Ext Box (C400/EPI132),Other,4,11.90,3,,C400/EPI132,search,,,,,,,yes,open,,,
1444,4777,SHH-LINE-L/G-OSMLB6,PCS,Omega Shigeru Mono Line (green) 60LBS,Fishing & Tackle,4,11.90,3,,60LBS,search,,,,,,,yes,open,,,
1445,3058,LOC-VIVOZ-V40MM,PCS,Vivoz Chrome Pad V-6000 LOCK-40MM,Locks & Security,4,11.50,3,,V-6000,search,,,,,,,yes,open,,,
1446,4605,CUT-INS-KIT3PC,SET,Blimax 3PCS L/d Ins,Abrasives & Cutting,4,11.50,3,,INS.KIT-95513,search,,,,,,,yes,open,,,
1447,4751,SHH-HOOK-1920SS8/0,PKT,No. 8/0 Eupro Fishing Hook (3'S),Fishing & Tackle,4,11.50,3,,1920-SS,search,,,,,,,yes,open,,,
1448,4833,SHH-HOOK-9255SS-5/0,PKT,Eupro Octopus S/s Hook 5/0 (6'S),Fishing & Tackle,4,10.90,3,,9255SS,search,,,,,,,yes,open,,,
1449,3774,"TOO-DRV-STA-PH1-3/16""X6""",PCS,"Cushion Grip S/dr PHILIPS-3/16""X6""X1PT ( 1X150MM)",Power Tools,4,10.80,3,,PHILIPS-3/16,search,,,,,,,yes,open,,,
1450,4883,TOO-WRE-3WAY-121417,PCS,3 Way Spanner 12X14X17,Hand Tools,4,10.60,3,,12X14X17,search,,,,,,,yes,open,,,
1451,2788,TOO-WRE-ADJ-GT150,PCS,Glotool Adjustable Wrench 6,Hand Tools,4,10.50,3,Glotool,,search,,,,,,,yes,open,,,
1452,4015,TOO-EXT-BARW0015A,PCS,1/2 Extension Bars 125MM,Electrical,4,10.50,3,,W0015A,search,,,,,,,yes,open,,,
1453,4077,BLI-HSS-HOL-SAW-16MM,PCS,Blimax Hss Hole SAW-16MM,Power Tool Accessories,4,10.50,3,,SAW-16MM,search,,,,,,,yes,open,,,
1454,4937,MET-WAT-ADA-BR,PCS,"Br Water Meter Adapter (thick) 3/4""X1/2",Other,4,10.50,3,,X1/2,search,,,,,,,yes,open,,,
1455,3335,ROO-FEL-1MX10M,MTR,1M X 10M Roofling Felt,Building Materials,4,9.90,3,,30LBS,search,,,,,,,yes,open,,,
1456,6727,FDD-CON-FEM-RED,PCK,Female Disconnect Red (1.5MM2) (20PCS/PCK),Electrical,4,9.90,3,,1.5MM2,search,,,,,,,yes,open,,,
1457,2649,FLO-PVC-NO-K24708,MTR,PVC Flooring No. K35810,Flooring,4,9.50,3,,K35810,search,,,,,,,yes,open,,,
1458,2915,BUT-STOP-0201,PCS,Stop Button,Other,4,9.50,3,Buteline,,search,,,,,,,yes,open,,,
1459,5012,SHH-HOOK-EWDX4009,PKT,No. 9 (20'S) Eagle Wave Hook,Fishing & Tackle,4,9.50,3,,DX-400,search,,,,,,,yes,open,,,
1460,3964,TOO-DRV-STA-5X100MM-9960651870,PCS,"Cushion Grip S/dr Std - (3/16""X4"")",Power Tools,4,9.20,3,,5X100MM,search,,,,,,,yes,open,,,
1461,4842,STO-MOU-M6-25X52,PCS,Mounted Stone:k-prix Korea M6 (25X52),Abrasives & Cutting,4,9.00,3,,25X52,search,,,,,,,yes,open,,,
1462,4014,"TOO-DRV-BLI-IMP-8""(-)",PCS,"Blimax Impact Screw DRIVER-8""X6MM (-)",Power Tools,4,8.90,3,,DRIVER-8,search,,,,,,,yes,open,,,
1463,5084,SHH-SPOOL-109,PCS,Fishing Spool HP-109,Fishing & Tackle,4,8.90,3,,HP-109,search,,,,,,,yes,open,,,
1464,6286,TOO-DRV-SETW0557,SET,6PCS Screw Drivers Set,Fasteners & Fixings,4,8.70,3,,W0557,search,,,,,,,yes,open,,,
1465,4825,FLO-MOC-SP121A,PCS,12 X 24 Homo Tile SP121A,Flooring,4,8.60,3,,SP121A,search,,,,,,,yes,open,,,
1466,3209,SHH-LURE-H2130-3.0CM,PCS,Huizhu Fishing Super Lure Frog 3.0CM (soft),Fishing & Tackle,4,8.50,3,,H2130,search,,,,,,,yes,open,,,
1467,6195,"FIT-SS375-TEE-1/2""",PCS,304 Mxfxm Tee W/flex Nut 1/2,Fasteners & Fixings,4,8.40,3,,SS375,search,,,,,,,yes,open,,,
1468,4737,CUT-FLA-TAI-A60100,PCS,Tailin Flap Discs A60,Abrasives & Cutting,4,8.20,3,,A60,search,,,,,,,yes,open,,,
1469,6361,DRI-AUG-2WAY-09MM,PCS,T&t 2WAY Auger BIT-3/8,Power Tool Accessories,4,8.10,3,,2WAY,search,,,,,,,yes,open,,,
