ordinal,source_position,item_code,uom,display_name,category,stock_qty,price_myr,priority_tier,detected_brand,detected_model,action,prior_decision,prior_page,prior_image,prior_local_asset,prior_source,prior_reason,useful_brand_or_model,ledger_state,ledger_tiers_tried,ledger_researcher_decision,ledger_gate
1560,3522,JAC-SCI-1.5T,PCS,Scissor Jack 1.5T,Automotive,3,59.90,3,,1.5T,search,,,,,,,yes,open,,,
1561,4670,TIM-NEM-MDT-269,PCS,Nem 13A 24H Mini Digital Timer,Electrical,3,59.90,3,,24H,search,,,,,,,yes,open,,,
1562,2674,DOR-BELL-EB3303DB,PCS,Eurobell Digital Wireless Door Bell,Doors & Hardware,3,59.80,3,,EB-3303DB,search,,,,,,,yes,open,,,
1563,2833,"FAS-SCR-F/H-2"" X 8# BOX",BOX,Sr F/h Self Drilling Screw 2 X 8 (500PCS/BOX),Fasteners & Fixings,3,58.80,3,,500PCS/BOX,search,,,,,,,yes,open,,,
1564,2947,"FAS-SCR-CSK-1"" X 6G - BOX",BOX,Sr Csk Tapping Screw 1 X 6G (1000PCS/BOX),Fasteners & Fixings,3,58.80,3,,1000PCS/BOX,search,,,,,,,yes,open,,,
1565,3644,CYL-LOC-EPO-CL011-AC,SET,Epo Cylindrical Lever Lock (CL011 Ac),Locks & Security,3,58.50,3,,CL011,search,,,,,,,yes,open,,,
1566,3712,LOC-BR-TZ6491SN,SET,Sn/et *jtc* Tubular Lever Lock,Locks & Security,3,56.90,3,,JTL-6491,search,,,,,,,yes,open,,,
1567,3702,DOR-CYL-ACL-2000/60MM,PCS,Ss/et Armor Cyl. Lock,Locks & Security,3,54.90,3,,ACL-2000/60MM,search,,,,,,,yes,open,,,
1568,4867,IND-GAL-WIR-PVC-18#,ROLL,18 PVC Coated Wire X 5KGS,Electrical,3,54.50,3,,5KGS,search,,,,,,,yes,open,,,
1569,2792,COV-JAC-RED-2XL,PCS,Red Jacket (r) : 2XL,Outdoor & Garden,3,52.90,3,,2XL,search,,,,,,,yes,open,,,
1570,3791,SAF-SHO-SOB-09#,PAIR,Sobar P800 Safety Shoes 9,Safety & Workwear,3,52.90,3,,P800,search,,,,,,,yes,open,,,
1571,3785,"IND-CAS-H/DUTY-MCLFC-6""",PCS,6 DL5 H/duty Mcl Fixed Caster,Building Materials,3,52.50,3,,DL5,search,,,,,,,yes,open,,,
1572,2968,"FAS-SCR-TAP-CSK-10#2-1/2""-BOX",BOX,10 X2-1/2 Csk Self Tapping Screw-flat Head (250PCS/BOX),Fasteners & Fixings,3,49.90,3,,X2-1/2,search,,,,,,,yes,open,,,
1573,3047,"FAS-SCR-CSK-3/4"" X 6G - BOX",BOX,Sr Csk Tapping Screw 3/4 X 6G (1000PCS/BOX),Fasteners & Fixings,3,49.90,3,,1000PCS/BOX,search,,,,,,,yes,open,,,
1574,4682,"FAS-SCR-TAP-CSK-8#5/8""-BOX",BOX,8 X5/8 Tapping Screw-flat Head (1000PCS/BOX),Fasteners & Fixings,3,49.80,3,,X5/8,search,,,,,,,yes,open,,,
1575,2698,BOS-2609-390-576,PCS,Sds Plus Pointed Chisel 250MM,Power Tool Accessories,3,49.50,3,Bosch,,search,,,,,,,yes,open,,,
1576,4855,BAT-MKX-2026,PCS,Part : Battery (square),Electrical,3,49.00,3,,MKX-2026,search,,,,,,,yes,open,,,
1577,3750,BURR-CAR-T.C.T-AX1225,PCS,Blimax Carbide BURR-AX1225,Other,3,48.60,3,,BURR-AX1225,search,,,,,,,yes,open,,,
1578,4862,"DRI-AUG-BIT-NO.7/8""",PCS,7/8 No. 1 Star-m Auger Bit (b),Power Tool Accessories,3,48.50,3,,NO.1,search,,,,,,,yes,open,,,
1579,3935,TOO-RUL-CAL-200,PCS,Vernier CALIPER-8,Hand Tools,3,46.90,3,,CALIPER-8,search,,,,,,,yes,open,,,
1580,3012,"FAS-SCR-F/H-5/8"" X 8# BOX",BOX,Sr F/h Self Drilling Screw 5/8 X 8 (1000PCS/BOX),Fasteners & Fixings,3,46.80,3,,1000PCS/BOX,search,,,,,,,yes,open,,,
1581,2697,BOS-2609-390-394,PCS,Sds Plus Flat Chisel 250MM,Power Tool Accessories,3,45.90,3,Bosch,,search,,,,,,,yes,open,,,
1582,3937,TOO-WRE-CHAW0021B,PCS,"Chain Wrench 9""/225MM",Hand Tools,3,45.90,3,,W0021B,search,,,,,,,yes,open,,,
1583,4962,NAI-CON-ST50,BOX,Concrete NAIL-ST50,Fasteners & Fixings,3,43.50,3,,NAIL-ST50,search,,,,,,,yes,open,,,
1584,3022,SWI-SOC-ALM-MK-G2873,PCS,Mk Alm 15A X 2 M/c S/socket,Electrical,3,42.90,3,,G2873,search,,,,,,,yes,open,,,
1585,2743,BOS-GUN-EXT-TUBE,PCS,Extension Tube For Aqt 33-10/35-12/37-13,Electrical,3,41.90,3,Bosch,,search,,,,,,,yes,open,,,
1586,5100,HHD-FLU-00456C,PCS,Sl 108D Cooper Thread H/duty Dual Inlet Valve,Plumbing,3,40.90,3,,108D,search,,,,,,,yes,open,,,
1587,5179,SIN-BAS-DL51-1/4,PCS,DL5 1 1/4 Overflow Pop Out Waste With Strainer (brass),Plumbing,3,39.80,3,,DL5,search,,,,,,,yes,open,,,
1588,3753,CUT-KNI-HOL-JM-81,PCS,Jayamata Knives Black Finish,Abrasives & Cutting,3,39.50,3,,JM-81,search,,,,,,,yes,open,,,
1589,3846,PYE-SLA-SEAL-1.0LTR,TIN,PYE Slate Seal 1.0LTR,Building Materials,3,39.50,3,,1.0LTR,search,,,,,,,yes,open,,,
