source_position,item_code,uom,display_name,category,detected_brand,detected_model,state,round_first_seen,round_last_touched,tiers_tried,official_product_page,official_image_url,image_px_w,image_px_h,image_bytes,image_sha256,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,researcher_decision,verifier_verdict,machine_gate,reason,human_action
2682,KOYA-GRE-P611-1/2KG,TIN,Koya P611 H/d Lithium Mp,Chemicals & Adhesives,,P611,open,1,1,"T1,T2",https://www.koyachemicals.com/index.php?ws=showproducts&products_id=3210251&cat=Car-Care,https://cdn1.npcdn.net/image/161233295112194d1eeac5da4bae862a3deff2f55e.png?md5id=1454d28ea121df29e7684f5b7b0d9bd7&new_width=1000&new_height=1000&w=-62170009200,900,900,760484,73c7e95b34de954538f01bb5367ecab815e2b4b1f1177f407265aaf33f61ef17,high,yes,yes,match,unknown,reject,fail,,q:Koya P611 heavy duty lithium multipurpose grease | p:https://www.koyachemicals.com/index.php?ws=showproducts&products_id=3210251&cat=Car-Care (HTTP200; title 'P-611 High Temperature Bearing Grease (Lithium MP)'; manufacturer TLC-KOYA CHEMICALS MANUFACTURING SDN BHD Ulu Tiram JB; packing lists 1/2kg tin matching uom; site JS-gate passed by replaying np_js_c cookie) | Brand-owned OEM site of Malaysian manufacturer; model string P-611 quotable in cached page text (norm P611); hero png 900x900 760KB on OEM CDN cdn1.npcdn.net. action=search,
2795,DOR-VIE-SGD-DV3776SN,PCS,Sn St. Guchi Door Viewer 180,Doors & Hardware,,SGAC-DV3776,open,1,1,"T1,T2",https://www.stguchi.com.my/my/en/products/door-fitting-accessories/door-viewer/sgac-dv3776,https://gw-assets.assaabloy.com/is/image/assaabloy/SGAC-DV3776%20-%2001,1280,1280,24192,ada4032d52c4d8ff0540983e9e2ffcbd0d681cf567034f7211bc14f93076eb47,high,yes,yes,match,unknown,reject,fail,,"q:St Guchi SGAC-DV3776 door viewer Malaysia | p:https://www.stguchi.com.my/my/en/products/door-fitting-accessories/door-viewer/sgac-dv3776 (HTTP200; cached text 'SGAC-DV3776 Type: Door Viewer 180 Material: Brass Finishing: Satin Nickel (SN)' - SN matches item code suffix) | Official MY brand site (St Guchi, ASSA ABLOY group); og:image asset served from global OEM asset server gw-assets.assaabloy.com; 1280x1280 webp 24KB (>=20KB floor; long edge 1280). action=search",
4755,SWI-SOC-ULT-M073MG,PCS,Ultra 1 GANG Tel Outlet (RJ11)-MATTE Grey (M073MG),Electrical,,RJ11,open,1,1,"T1,T2",https://www.retouch.my/showproducts/productid/5818261/cid/585128/ultra-rimless-communication-outlets/,https://cdn1.npcdn.net/userfiles/27047/file/MG49.png,2454,2515,6106163,0812838f795fa269a6ea4b5f2beb752937f973215bd44c56f0e408b8dd8eb1d9,high,yes,yes,match,unknown,reject,fail,,q:M041W Ultra switch (identified series reTOUCH Ultra Rimless by Broadlink Marketing Sdn Bhd) | q:reTOUCH wiring accessories manufacturer Malaysia official website | p:https://www.retouch.my/showproducts/productid/5818261/cid/585128/ultra-rimless-communication-outlets/ (official brand-owner site retouch.my; code table 'M073MG - 1 GANG Tel Outlet' quotable in cached text; matte-grey colour matches MG suffix) | Brand-owned OEM site; per-config OEM drawing MG49.png 2454x2515 PNG; gate binds via item-code variant SWISOCULTM073MG/M073MG though detected_model token is size class RJ11 (page names it Tel Outlet). action=search,
4913,SWI-SOC-ULT-M061MG,PCS,Ultra 16A 1 GANG Doorbell Swi-mat Grey (M061MG),Electrical,,M061MG,open,1,1,"T1,T2",https://www.retouch.my/showproducts/productid/5818228/cid/585128/ultra-rimless-16a-light-switches/,https://cdn1.npcdn.net/userfiles/27047/file/MG29.png,2493,2487,6626542,c9bb6229faede763529419ef79acaca6483f77c3335d38a7e9a1aa21d739f958,high,yes,yes,match,unknown,reject,fail,,q:reTOUCH wiring accessories manufacturer Malaysia official website | q:M041W Ultra switch | p:https://www.retouch.my/showproducts/productid/5818228/cid/585128/ultra-rimless-16a-light-switches/ (official Broadlink reTOUCH site; code table 'M061MG - 1 GANG Doorbell' quotable in cached text; matte grey) | Brand-owned OEM site; dedicated doorbell-switch drawing MG29.png 2493x2487 PNG from OEM CDN. action=search,
4781,SWI-SOC-ULT-M041W,PCS,Ultra 16A 4 GANG 1 Way-white (M041W),Electrical,,M041W,open,1,1,"T1,T2",https://www.retouch.my/showproducts/productid/5815654/cid/585126/ultra-rimless-16a-light-switches/,,,,,,,,,,,,,,"engines: websearch provider healthy this session (12 calls, no 429); Bing HTML+RSS served unrelated canned pages; DDG-lite returned empty link sets; several hosts hung urllib (DNS stalls) | q:M041W Ultra switch Malaysia | q:reTOUCH wiring accessories manufacturer Malaysia official website | p:https://www.retouch.my/showproducts/productid/5815654/cid/585126/ultra-rimless-16a-light-switches/ (cached; white-series code table lists T041W - 4 GANG 1 WAY and M061W doorbell; literal M041W absent from every official page; distributor Jooseng Hardware titles the item 'M041 ULTRA RIMLESS 16A 4 GANG 1 WAY') | Product family confirmed on OEM site but Ekoway code M041W does not appear in official current nomenclature (site uses T041W for white 4G1W), so exact-model binding fails; parked pending code confirmation before adopting OEM asset URW36.png. action=search","confirm with Broadlink Marketing Sdn Bhd (retouch.my contactus, +60-380747301) whether Ekoway supplier code M041W equals current reTOUCH T041W white 4-gang-1-way; if yes adopt official asset https://cdn1.npcdn.net/userfiles/27047/file/URW36.png next round"
4762,COC-STO-RA2W-G501B,PCS,Stopvalve RA2W 1/2B Truflo,Plumbing,,RA2W,open,1,1,"T1,T2,T4",http://truflo.com.my/product/stopvalve-ra-2-way-g501b,http://truflo.com.my/wp-content/uploads/2019/10/TF-RA-2W-1.jpg,,,,,,,,,,,,,"engines: websearch provider healthy this session (12 calls, no 429); Bing HTML+RSS served unrelated canned pages; DDG-lite returned empty link sets; several hosts hung urllib (DNS stalls) | q:Truflo RA2W stop valve 1/2 | p:http://truflo.com.my/product/stopvalve-ra-2-way-g501b (HTTP200 earlier this session; cached text title 'Stopvalve RA 2 way G501B - Truflo', RA2W and G501B both quotable; Truflo = Watertec Malaysia brand, truflo.com.my is the MY brand site) | OEM PDP verified and hero image URL identified (TF-RA-2W-1.jpg) but host became unreachable mid-session for byte download (urllib AND Invoke-WebRequest hang; archive.org CDX also stalled), so no hash/px evidence could be recorded - parked open for asset fetch next round. action=search",retry http://truflo.com.my/wp-content/uploads/2019/10/TF-RA-2W-1.jpg next round when host responds (or Wayback snapshot im_ of same URL)
4611,HOS-NOZ-TRI-ECO4464,PCS,Ecogreen-adjustable Nozzle W. Protective Cap,Power Tool Accessories,,EG4464,exhausted,1,1,"T1,T5",,,,,,,,,,,,exhausted,,,"engines: websearch provider healthy this session (12 calls, no 429); Bing HTML+RSS served unrelated canned pages; DDG-lite returned empty link sets; several hosts hung urllib (DNS stalls) | q:Ecogreen EG2100 adjustable trigger nozzle Malaysia (same-brand probe; results were Lazada/Shopee/skhardware retailer pages and KTC trading whatsapp links only) | p:http://ecogreen.com.my/ (live HTTP200 but Plesk hosting default park page - domain not the garden brand's shop) | No Ecogreen OEM/brand website exists online; only marketplaces and hardware-retailer listings, which fail the official-source bar; commodity garden nozzle. Verdict: exhausted with owner catalogue request / shoot. action=search","request the Ecogreen garden-range catalogue photo for EG4464 from the Singapore/Malaysia garden-products importer that supplies Ekoway, else shoot the nozzle in-store at the counter"
4768,HOS-NOZ-TRI-ECO2100,PCS,Ecogreen- Adjustable Trigger Nozzle,Power Tool Accessories,,EG2100,exhausted,1,1,"T1,T5",,,,,,,,,,,,exhausted,,,"engines: websearch provider healthy this session (12 calls, no 429); Bing HTML+RSS served unrelated canned pages; DDG-lite returned empty link sets; several hosts hung urllib (DNS stalls) | q:Ecogreen EG2100 adjustable trigger nozzle Malaysia | p:http://ecogreen.com.my/ (Plesk default park page, not a brand site) | Same finding as sibling EG4464: brand has no official web presence; all hits are Shopee/Lazada/skhardware retailer PDPs failing the source bar. Verdict: exhausted with owner action. action=search","email the Ecogreen garden-range importer/distributor (KTC-style trading channels list EG2100) for an official product photo, else shoot the trigger nozzle in-store"
2862,"HOS-FLE-VIP-PP60""",PCS,PP-60 White Nylon Vip Flexible Tube,Outdoor & Garden,,PP-60,exhausted,1,1,"T1,T5",,,,,,,,,,,,exhausted,,,"engines: websearch provider healthy this session (12 calls, no 429); Bing HTML+RSS served unrelated canned pages; DDG-lite returned empty link sets; several hosts hung urllib (DNS stalls) | q:Bing RSS '""PP-60"" nylon flexible tube' (canned-noise results) | Unbranded-commodity class: VIP-brand white nylon tube sold loose by the foot in Sarawak hardware trade; no manufacturer site discoverable through any working channel and nothing gate-bindable exists. Verdict: exhausted with owner shoot. action=search",shoot the PP-60 white nylon tube coil in-store; alternatively ask the hose wholesaler on the Ekoway supply line for their pack-shot
2684,PYE-CEM-CLE-1L,BOT,PYE Cem Cleaner,Chemicals & Adhesives,,118-1L,exhausted,1,1,"T1,T5",,,,,,,,,,,,exhausted,,,"engines: websearch provider healthy this session (12 calls, no 429); Bing HTML+RSS served unrelated canned pages; DDG-lite returned empty link sets; several hosts hung urllib (DNS stalls) | q:Bing RSS 'PYE cement cleaner 118 1L' (canned-noise results) | Local chemical-house brand (PYE) with no discoverable official site; model token 118-1L is a pack-size code, not a web-published SKU; nothing bindable online. Verdict: exhausted with supplier catalogue request. action=search","ask the PYE chemicals stockist/distributor that supplies Ekoway for the 1L Cem Cleaner (code 118-1L) label photo, else photograph a bottle in-store"
