ordinal,source_position,item_code,uom,display_name,category,stock_qty,price_myr,priority_tier,detected_brand,detected_model,action,prior_decision,prior_page,prior_image,prior_local_asset,prior_source,prior_reason,useful_brand_or_model,ledger_state,ledger_tiers_tried,ledger_researcher_decision,ledger_gate
960,5029,"CLI-HOS-GP-2.1/4""",PCS,Gp S/steel Hose CLIP-2.1/4 (33-57MM),Outdoor & Garden,8,2.00,3,,CLIP-2.1/4,search,,,,,,,yes,open,,,
961,3615,TOI-PAP-ROL-PVC-9102,PCS,Toilet Paper Roller,Bathroom,8,1.90,3,,TPE-9102,search,,,,,,,yes,open,,,
962,6846,"FIT-HDPE-ADA-FEM-20MMX1/2""",PCS,HDPE Adaptor Female 20MMX1/2,Plumbing,8,1.70,3,,20MMX1/2,search,,,,,,,yes,open,,,
963,3158,IND-DUS-ALI-120L,PCS,Aliclean HDPE Dustbin 120LTR,Plumbing,7,149.00,3,,120LTR,search,,,,,,,yes,open,,,
964,2653,SHE-CAB-CB476-BLK,PCS,Cabana Corner Shelf S/s Matt Blk,Housewares,7,98.00,3,,CB476-BLK,search,,,,,,,yes,open,,,
965,2658,TOO-HAM-CLA-MHT2839,PCS,Steel Handle Magnetic Claw,Hand Tools,7,97.90,3,,HAMMER-28X390MM,search,,,,,,,yes,open,,,
966,2718,"IND-CAS-H/DUTY-MCLSCB-6""",PCS,6 DL5 H/duty Mcl Swivel Caster W Double Brake,Fishing & Tackle,7,82.90,3,,DL5,search,,,,,,,yes,open,,,
967,3728,ELE-LED-SOL-EMGY-200W-3CLR,PCS,Solar Emergency,Electrical,7,79.00,3,,200W-3CLR,search,,,,,,,yes,open,,,
968,3519,FAS-SCR-ZPH-DSMHO520-BOX,BOX,Sr Zph Self Drilling Screw (1000PCS/BOX) DSM-HO520,Fasteners & Fixings,7,76.00,3,,1000PCS/BOX,search,,,,,,,yes,open,,,
969,2905,DOR-LOC-LEV-SMR-3491SS,SET,Heavy Duty Level Lock SMR-3491SS,Locks & Security,7,52.90,3,,SMR-3491SS,search,,,,,,,yes,open,,,
970,3017,NP-BAR-BS1094-1L,TIN,1L Bintang Automotive Refinish 033 White (premixed),Automotive,7,49.00,3,,BS1094,search,,,,,,,yes,open,,,
971,3137,LOC-CYL-SGD-C3010/70MM,PCS,Ss/privacy St. Guchi Cyl Lock,Locks & Security,7,46.90,3,,SDCD-C3010/70MM,search,,,,,,,yes,open,,,
972,4124,TAP-2-WAY-CA411QH,PCS,CA411QH 2-WAY Tap V/p,Plumbing,7,39.50,3,,CA411QH,search,,,,,,,yes,open,,,
973,4027,ELE-METW0453,PCS,Digital Multi-meter W0453,Electrical,7,38.50,3,,W0453,search,,,,,,,yes,open,,,
974,4306,ELE-D/L-PHL-59467-SQ-6500K,SET,59467 Meson 17 1200 150 Square 6500K,Electrical,7,37.90,3,,6500K,search,,,,,,,yes,open,,,
975,3236,TOO-CLA-GW473160,PCS,Heavy G-shape Clamp 6,Hand Tools,7,36.50,3,,W0473F,search,,,,,,,yes,open,,,
976,3355,RAI-BOO-KRK-Y43#,PAIR,Rainshoes - 43 (10) 7000YLW,Curtains & Blinds,7,33.90,3,,7000YLW,search,,,,,,,yes,open,,,
977,3416,TOO-WRE-KEY-MD06218,SETS,Mdsi (MD-06218) Colourful Extra Long Hex. Key Wrench,Hand Tools,7,33.90,3,,MD-06218,search,,,,,,,yes,open,,,
978,3390,ANG-EAV901SS,PCS,Eav 901 SS Elise Double Open Angle (SUS304),Other,7,31.70,3,,SUS304,search,,,,,,,yes,open,,,
979,4251,"COC-BASIN-K400C-1/2""",PCS,Washbasin Tap:c/p Cross-type 1/2,Plumbing,7,30.50,3,,K-400C,search,,,,,,,yes,open,,,
980,4330,SWI-SOC-MK-G2977,EA,Mk Alm 13A M/c S/socket,Electrical,7,28.90,3,,G2977,search,,,,,,,yes,open,,,
981,2713,FAS-SCR-TECH-METAL-45MM-BOX,BOX,Techscrew-metal Screw X 45MM (300PCS/BOX),Fasteners & Fixings,7,28.80,3,,300PCS/BOX,search,,,,,,,yes,open,,,
982,2689,"TOO-LEV-MAG-3804X18""",PCS,T&t Magnetic Flat Aluminium Level - 3804X18,Power Tools,7,28.50,3,,3804X18,search,,,,,,,yes,open,,,
983,3622,CUT-DEW-DW4724,PCS,"Diamond Blade, Turbo",Abrasives & Cutting,7,27.50,3,,DW4724,search,,,,,,,yes,open,,,
984,4669,SWI-SOC-ULT-M074W,PCS,Ultra 1 GANG Data Out (RJ45)-WHI (M074W),Electrical,7,25.20,3,,RJ45,search,,,,,,,yes,open,,,
985,2828,TOO-WRE-KEY-W0199A,SET,9PCS Extralong Ball Point W0199A,Power Tools,7,22.50,3,,W0199A,search,,,,,,,yes,open,,,
986,3583,COP-ROD-LOC-12MMX5FT,PCS,Local Copper Rod 12MM X 5FT,Other,7,21.90,3,,5FT,search,,,,,,,yes,open,,,
987,2902,TOO-PLI-COM-W208D,PCS,Combination Pliers 200MM B208D,Power Tools,7,20.90,3,,B208D,search,,,,,,,yes,open,,,
988,4695,SWI-FOO-10A-250VAC,PCS,Foot Switch 101 10A 250C,Electrical,7,20.75,3,,250C,search,,,,,,,yes,open,,,
989,4844,SWI-T/SOC-FLE-913-2M3G,SET,Fle T/skt Sp TC-3GL-240B 913-2M,Electrical,7,19.90,3,,TC-3GL-240B,search,,,,,,,yes,open,,,
