ordinal,source_position,item_code,uom,display_name,category,stock_qty,price_myr,priority_tier,detected_brand,detected_model,action,prior_decision,prior_page,prior_image,prior_local_asset,prior_source,prior_reason,useful_brand_or_model,ledger_state,ledger_tiers_tried,ledger_researcher_decision,ledger_gate
1200,2941,SHH-REEL-DH200,PCS,Baitcasting Reel 18+1BB (left),Fishing & Tackle,5,78.00,3,,18+1BB,search,,,,,,,yes,open,,,
1201,3960,TAP-CAB-CB1509ASS,PCS,S/steel Pillar Mounted Kitchen Tap CB1509ASS,Plumbing,5,75.00,3,,CB1509ASS,search,,,,,,,yes,open,,,
1202,4005,NAIL-TUFTING-TN-8316-BOX,BOX,Round Plate Tufting Nail (200PCS/BOX),Fasteners & Fixings,5,66.50,3,,200PCS/BOX,search,,,,,,,yes,open,,,
1203,3091,DOR-LOC-LEV-SMR-3491MG,SET,Heavy Duty Level Lock SMR-3491MG,Locks & Security,5,56.90,3,,SMR-3491MG,search,,,,,,,yes,open,,,
1204,4054,CUT-BLA-ALUM-BA7580,PCS,"Bossman Circular Saw Blade 190MM (7.5"") X 80T (for Aluminium)",Power Tool Accessories,5,56.90,3,,80T,search,,,,,,,yes,open,,,
1205,3090,DOR-LOC-LEV-SMR-3491AC,SET,Heavy Duty Level Lock SMR-3491AC,Locks & Security,5,56.60,3,,SMR-3491AC,search,,,,,,,yes,open,,,
1206,4252,COC-STO-B1198,PCS,1/2 Bliton Stopcock,Plumbing,5,54.90,3,,B1198,search,,,,,,,yes,open,,,
1207,3154,CUT-CHI-JM-30-5,PCS,Jayamata Harvest Palm Oil Chisel 5,Hand Tools,5,51.50,3,,JM-30-5,search,,,,,,,yes,open,,,
1208,2576,HOO-CAB-CB8003-3,UNIT,Cabana 3 Robe Hook (polish),Doors & Hardware,5,50.00,3,,CB8003-3,search,,,,,,,yes,open,,,
1209,4475,GAS-REG-AZ181,PCS,"LPG High Pressure Regulator Nozzle (1/4"")",Power Tool Accessories,5,47.90,3,,AZ-181,search,,,,,,,yes,open,,,
1210,4277,BAT-REC-FP645-6V,PCS,First Power 6V 4.5AH Rec. Battery,Electrical,5,46.90,3,,FP645,search,,,,,,,yes,open,,,
1211,3429,IND-CAS-DL5-KRW-150,PCS,6 DL5 Yellow Blue H/duty Wheel Only,Building Materials,5,46.50,3,,DL5,search,,,,,,,yes,open,,,
1212,3395,BROO-HOO-CLIP4H3C,PCS,DL5 Sus 304 4 Hook Broom Holder,Housewares,5,43.50,3,,DL5,search,,,,,,,yes,open,,,
1213,3199,CUT-CHI-JM-30-4,PCS,Jayamata Harvesting Palm Oil Chisel 4,Hand Tools,5,42.90,3,,JM-30-4,search,,,,,,,yes,open,,,
1214,3382,RIV-HAND-HR008,PCS,Hand Riveter - Jp,Other,5,42.90,3,,HR008,search,,,,,,,yes,open,,,
1215,2616,DOR-ALU-LOC-NA4420,PCS,Aluminium Sliding Door (small),Doors & Hardware,5,40.90,3,,NA4420,search,,,,,,,yes,open,,,
1216,4435,SWI-T/SOC-FLE-6144NS,SET,T/skt W/surge Sp TS-4GL-540A FLE-6144NS,Electrical,5,39.90,3,,TS-4GL-540A,search,,,,,,,yes,open,,,
1217,2722,TOO-CUT-SNIW107A,PCS,Aviation Snips 250MM W0107A,Power Tools,5,38.00,3,,W0107A,search,,,,,,,yes,open,,,
1218,2804,SWI-T/SOC-4540B-5M4G,SET,4G Extension Socket Sp,Electrical,5,37.90,3,,EXT-4540B,search,,,,,,,yes,open,,,
1219,4551,ELE-MUL-TES-SUNWEI YX-360,SET,Sunwei Multi Meter Tester,Electrical,5,37.90,3,,YX-360TRE-B,search,,,,,,,yes,open,,,
1220,2652,KGR-KIM-1L-9216,TIN,1 Litre KIMTONE-9216,Paint & Sundries,5,37.50,3,,KIMTONE-9216,search,,,,,,,yes,open,,,
1221,3572,TOO-FIL-BES-KY103,PCS,Bestul Handle File,Hand Tools,5,36.90,3,,KY-103,search,,,,,,,yes,open,,,
1222,3670,TOO-BOX-TYG-7710,SET,Toyogo Tool Box (L41XW23XH24CM),Hand Tools,5,36.90,3,,L41XW23XH24CM,search,,,,,,,yes,open,,,
1223,2707,TOO-ELE-WJ-315,PCS,Tool Oubao 8P8C Modular Crimping Tool (WJ-315),Power Tools,5,35.70,3,,8P8C,search,,,,,,,yes,open,,,
1224,4541,SWI-T/SOC-FLE-6122NS-2G5M,SET,T/skt W/surge Sp TS-2GLS-540A FLE-6122NS,Electrical,5,35.50,3,,TS-2GLS-540A,search,,,,,,,yes,open,,,
1225,4736,"COC-BASIN-K400M-1/2""",PCS,Washbasin Tap: C/p R/head ABS 1/2,Plumbing,5,33.90,3,,K400M,search,,,,,,,yes,open,,,
1226,3493,CUT-CHI-JM-30-3,PCS,Jayamata Harvesting Palm Oil Chisel 3,Hand Tools,5,31.90,3,,JM-30-3,search,,,,,,,yes,open,,,
1227,3769,LI-HEA-HX816,PCS,HX816 Head Light,Other,5,31.90,3,,HX816,search,,,,,,,yes,open,,,
1228,3793,SHH-MASK-YD18-JAPAN,PCS,Swim Mask (japan),Fishing & Tackle,5,29.90,3,,YD-18,search,,,,,,,yes,open,,,
1229,3778,"BRA-SHE-S/S-G785-12""",SET,G785 304 H/duty Shelf Bracket 12,Housewares,5,27.90,3,,G785,search,,,,,,,yes,open,,,
