ordinal,source_position,item_code,uom,display_name,category,stock_qty,price_myr,priority_tier,detected_brand,detected_model,action,prior_decision,prior_page,prior_image,prior_local_asset,prior_source,prior_reason,useful_brand_or_model,ledger_state,ledger_tiers_tried,ledger_researcher_decision,ledger_gate
1620,5473,ELE-D/L-HGD603-18W-3CLR,PCS,Hms Downlite Hgd 3CLR,Electrical,3,29.50,3,,3CLR,search,,,,,,,yes,open,,,
1621,5323,SWI-SOC-MK-5G1W-S8875,PCS,Mk 10AX 5G1W Switch -slimline Plus,Electrical,3,29.30,3,,10AX,search,,,,,,,yes,open,,,
1622,3274,TOO-TIN-CUT-W608A,PCS,Tin Cutter 200MM W608A,Power Tools,3,28.90,3,,W608A,search,,,,,,,yes,open,,,
1623,4024,CUT-DEW-DW4724UT,PCS,Diamond Blade Mpp Ultra Thin Turbo,Abrasives & Cutting,3,28.90,3,,DW4724UT,search,,,,,,,yes,open,,,
1624,4160,CUT-PIP-TUB-AT4308,SET,Anton Tubing Cutter,Abrasives & Cutting,3,28.80,3,,AT4308,search,,,,,,,yes,open,,,
1625,5350,SWI-T/SOC-FLE-914-5M-4G5M,SET,Fle T/skt Sp ** TC-4GL-540B 914-5M,Electrical,3,28.50,3,,TC-4GL-540B,search,,,,,,,yes,open,,,
1626,3631,HOS-FLE-DL5-FB50,PCS,DL5 50CM Flex. Extension Faucet (orange Tube),Electrical,3,28.00,3,,DL5,search,,,,,,,yes,open,,,
1627,3307,BNW-B&N-RBN-215-BOX,BOX,Sr G. I Boit & Nut 1/4 X 1 1/2 (box),Fasteners & Fixings,3,27.90,3,,RBN-215,search,,,,,,,yes,open,,,
1628,5454,"DOR-FLU-SGD-36612""",PCS,12 SS St. Guchi Flush Bolt SGDB-36612,Fasteners & Fixings,3,27.50,3,,SGDB-36612,search,,,,,,,yes,open,,,
1629,4343,RAI-COA-SUP-XXL,PCS,Supersonic PVC Rain Coat : 2XL,Curtains & Blinds,3,26.90,3,,2XL,search,,,,,,,yes,open,,,
1630,3419,CUT-PIP-W201APVC,PCS,PVC Pipe Cutter,Plumbing,3,26.70,3,,W201A,search,,,,,,,yes,open,,,
1631,5442,SWI-T/SOC-FLE-913-5M3G,SET,Fle T/skt Sp ** TC-3GL-540B 913-5M,Electrical,3,26.50,3,,TC-3GL-540B,search,,,,,,,yes,open,,,
1632,3393,BNW-B&N-RBN-212-BOX,BOX,Sr G. I Boit & Nut 1/4 X 1 1/4 (box),Fasteners & Fixings,3,25.90,3,,RBN-212,search,,,,,,,yes,open,,,
1633,5443,SWI-T/SOC-FLE-915-3M5G,SET,Fle T/skt Sp TC-5GL-340B 915-3M,Electrical,3,25.90,3,,TC-5GL-340B,search,,,,,,,yes,open,,,
1634,5485,NAI-AIR-LEO-T45,BOX,Leo Air Nail - T45,Fasteners & Fixings,3,25.90,3,,T45,search,,,,,,,yes,open,,,
1635,4440,TOO-PLI-LOC-GRI-W6010,PCS,Lock-grip Pliers C6010 CR250MM,Locks & Security,3,25.50,3,,C6010,search,,,,,,,yes,open,,,
1636,3723,BLI-HSS-HOL-SAW-40MM,PCS,Blimax Hss Hole SAW-40MM,Power Tool Accessories,3,24.90,3,,SAW-40MM,search,,,,,,,yes,open,,,
1637,4490,TOO-CLA-GW473100,PCS,Heavy G-shape Clamp 4,Hand Tools,3,23.80,3,,W0473D,search,,,,,,,yes,open,,,
1638,5509,ELE-PLUG-TIMER-WHI-BND50*,PCS,Eurosafe 13A 24HR Plug Timer,Electrical,3,23.50,3,,24HR,search,,,,,,,yes,open,,,
1639,5689,"DOR-FLU-SGD-36606""",PCS,6 SS St. Guchi Flush Bolt,Fasteners & Fixings,3,23.50,3,,SGDB-36606,search,,,,,,,yes,open,,,
1640,5514,FIT-UPVC-FLO-110MMX50MM,PCS,U-pvc Floor Gully Trap 4 X 2,Plumbing,3,22.80,3,,110MMX50MM,search,,,,,,,yes,open,,,
1641,2670,WAL-DOW-071/1 W,PCS,Wall Light W-071/1,Lighting,3,22.00,3,,W-071/1,search,,,,,,,yes,open,,,
1642,5645,SWI-T/BOX-504B,SET,Extension Box Sp PP100-540B,Electrical,3,21.90,3,,PP100-540B,search,,,,,,,yes,open,,,
1643,5724,NAI-AIR-LEO-T25,BOX,Leo Air Nail - T25,Fasteners & Fixings,3,21.90,3,,T25,search,,,,,,,yes,open,,,
1644,3408,HOL-NYL-SIC-JM-555,PCS,Jayamata Harvesting Palm Oil Clip Poles Sickle Nylon Holder 8.5,Outdoor & Garden,3,21.50,3,,JM-555,search,,,,,,,yes,open,,,
1645,3590,GAR-SAW-XS9041,PCS,Asuma H/duty Pruning Saw,Outdoor & Garden,3,21.50,3,,XS9041,search,,,,,,,yes,open,,,
1646,3838,HOS-FLE-DL5-FB30,PCS,DL5 30CM Flex. Extension Faucet (orange Tube),Electrical,3,21.50,3,,DL5,search,,,,,,,yes,open,,,
1647,4471,CUT-TIL-MDSI-114688,PCS,Mdsi (MD-09008) Tile Cutter Wheel With Bearing (thin),Flooring,3,21.50,3,,MD-09008,search,,,,,,,yes,open,,,
1648,3908,BLI-HSS-HOL-SAW-34MM,PCS,Blimax Hss Hole SAW-34MM,Power Tool Accessories,3,20.90,3,,SAW-34MM,search,,,,,,,yes,open,,,
1649,4622,TOO-HAM-CLA-W4438A,PCS,Fiberglass Handle Claw Hammer,Hand Tools,3,20.90,3,,W4438A,search,,,,,,,yes,open,,,
