ordinal,source_position,item_code,uom,display_name,category,stock_qty,price_myr,priority_tier,detected_brand,detected_model,action,prior_decision,prior_page,prior_image,prior_local_asset,prior_source,prior_reason,useful_brand_or_model,ledger_state,ledger_tiers_tried,ledger_researcher_decision,ledger_gate
900,2736,LAM-KOA,UNIT(S),Outdoor Use Lamp Koa 240V,Lighting,8,13.00,3,,250W/S,search,,,,,,,yes,open,,,
901,3850,STO-MOU-W242-50X25,PCS,Mounted Stone:k-prix Korea W242 (50X25),Abrasives & Cutting,8,12.90,3,,W242,search,,,,,,,yes,open,,,
902,3934,TOO-BOX-PVC-8001,PCS,15IN Tool Box,Hand Tools,8,12.90,3,,W8001,search,,,,,,,yes,open,,,
903,4929,CUT-PIP-PVC-VS1202,PCS,Vison PVC Pipe Cutter,Plumbing,8,12.90,3,,VS1202,search,,,,,,,yes,open,,,
904,4911,SWI-MK-2G1W-S4782,PCS,Mk 2GANG 1WAY Wide Rocker Socket,Electrical,8,12.50,3,,2GANG,search,,,,,,,yes,open,,,
905,4051,BIT-HOL-DB-2311,PCS,Flexible Driver Bit Holder,Other,8,11.90,3,,DB-2311,search,,,,,,,yes,open,,,
906,4067,TOO-WRE-3WAY-101214,PCS,Y Type Wrench,Hand Tools,8,11.80,3,,10X12X14,search,,,,,,,yes,open,,,
907,3170,GAR-RAK-PVC-20T,PCS,20T Hero Garden Rake,Outdoor & Garden,8,10.90,3,,20T,search,,,,,,,yes,open,,,
908,3201,"DL5SS-HOS-NIPP-1""X25MM",PCS,DL5 Hose Nipple 1 X 25MM,Outdoor & Garden,8,10.70,3,,DL5,search,,,,,,,yes,open,,,
909,5361,DRI-AUG-2WAY-12MM,PCS,T&t 2WAY Auger BIT-1/2,Power Tool Accessories,8,10.50,3,,2WAY,search,,,,,,,yes,open,,,
910,3373,"HOS-FLE-VIP-PP18""",PCS,PP-18 White Nylon Vip Flexible Tube,Outdoor & Garden,8,10.30,3,,PP-18,search,,,,,,,yes,open,,,
911,3073,GUM-HAR-205-25ML,SET,Clear Epoxy Hardex 5MIN 25ML,Chemicals & Adhesives,8,9.90,3,,5MIN,search,,,,,,,yes,open,,,
912,3530,BNW-B&N-RBN-250-PCK,PCK,Sr G. I Boit & Nut 1/4 X 5 (10PCS/PCK),Fasteners & Fixings,8,9.90,3,,10PCS/PCK,search,,,,,,,yes,open,,,
913,3409,"HOS-FLE-VIP-PP14""",PCS,PP-14 White Nylon Vip Flexible Tube,Outdoor & Garden,8,9.80,3,,PP-14,search,,,,,,,yes,open,,,
914,3279,"DL5SS-HOS-NIPP-3/4""X19MM",PCS,DL5 Hose Nipple 3/4 X 19MM,Outdoor & Garden,8,9.60,3,,DL5,search,,,,,,,yes,open,,,
915,2282,FLO-PVC-NO-11118,MTR,PVC Flooring No. K11118,Flooring,8,9.50,3,,K11118,search,,,,,,,yes,open,,,
916,3130,GAR-CUT-SCIW4143A,PCS,Multi-functional SS Scissors 150MM,Outdoor & Garden,8,9.50,3,,W4143A,search,,,,,,,yes,open,,,
917,3478,"HOS-FLE-VIP-PP10""",PCS,PP-10 White Nylon Vip Flexible Tube,Outdoor & Garden,8,9.20,3,,PP-10,search,,,,,,,yes,open,,,
918,4132,CUT-SCI-JM-317,PCS,Jayamata Scissor Multi-purpose 7.7,Abrasives & Cutting,8,9.20,3,,JM-317,search,,,,,,,yes,open,,,
919,5441,SWI-SOC-ULT-M000MG,PCS,Ultra 1 GANG Blank Plate-matte Grey (M000MG),Electrical,8,9.00,3,,M000MG,search,,,,,,,yes,open,,,
920,2752,SHH-LURE-H2125-2.5CM,PCS,Huizhu Fishing Super Lure Frog 2.5CM (soft),Fishing & Tackle,8,8.50,3,,H2125,search,,,,,,,yes,open,,,
921,4131,CUT-FLA-TAI-A80100,PCS,Tailin Flap Discs A80,Abrasives & Cutting,8,8.20,3,,A80,search,,,,,,,yes,open,,,
922,4582,IND-SLO-ANG-RUB-SHO,PCK,Rubber Shoe For Boltless Upright (4PCS/PCK),Building Materials,8,7.90,3,,4PCS/PCK,search,,,,,,,yes,open,,,
923,3371,GAR-RAK-MET-22T,PCS,22T Metal Rake,Outdoor & Garden,8,7.80,3,,22T,search,,,,,,,yes,open,,,
924,4001,FAS-SCR-TECH-METAL-45MM-PCK,PCK,Techscrew-metal Screw X 45MM (50PCS/PCK),Fasteners & Fixings,8,7.80,3,,50PCS/PCK,search,,,,,,,yes,open,,,
925,3582,CLI-ELE-CAB-SPR-25MM,PCK,Tc 25MM PVC Spring/u Clip (25PCS/PCK),Electrical,8,7.50,3,,25PCS/PCK,search,,,,,,,yes,open,,,
926,4493,AER-4MC6,PCS,Aerico 4MC6,Other,8,7.50,3,,4MC6,search,,,,,,,yes,open,,,
927,3659,DRI-SAW-A68-10MM,PCS,Sawman A68 Multi Purpose Drill Bit 10MM,Power Tool Accessories,8,7.20,3,,A68,search,,,,,,,yes,open,,,
928,3451,GAR-SHO-12072,PCS,Gt 607R Shovel Rubber Handle-h/duty,Doors & Hardware,8,6.90,3,,607R,search,,,,,,,yes,open,,,
929,3464,WIN-BRA-SIN-7008,PCK,Sr Single Bracket 7008/7001 X,Doors & Hardware,8,6.90,3,,10PCS/PCK,search,,,,,,,yes,open,,,
