source_position,item_code,uom,display_name,category,detected_brand,detected_model,state,round_first_seen,round_last_touched,tiers_tried,official_product_page,official_image_url,image_px_w,image_px_h,image_bytes,image_sha256,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,researcher_decision,verifier_verdict,machine_gate,reason,human_action
5255,"ELE-PVC-CAS-2""X1""",LGTH,Kancil 2 X 1 X 6FT PVC Casing,Electrical,,6FT,exhausted,1,1,"T1,T4,T5",,,,,,,,no,no,match,no_asset,exhausted,,,"q:[bing-junk]kancil PVC casing trunking 2x1 Malaysia (Perodua-Kancil car classifieds junk); q:[bing-junk]""Kancil Hardware Industrial Sdn Bhd"" PVC casing (car junk again) | infra: shared websearch exa returned HTTP429 on all 3 attempts this session; Bing HTML+RSS served unrelated canned pages for every quoted code; DDG-lite/DDG-html returned 0 external links; Mojeek/Ecosia 403; Brave 429; searx instances dead; working channels were direct OEM-domain probes and Wayback CDX | p:https://kancil.com.my/ (SSL cert verify failed) and http://www.kancil.com.my/ (nginx 404 via urllib AND webfetch - site removed since chat-01 round observed 403 there) | p:http://web.archive.org/cdx/search/cdx?url=kancil.com.my* (141 archived rows; products.html/products3.html of Kancil=Linseng Enterprise catalogue cover only plastic housewares: hangers LE-306/406, wall mirrors LE-2008, freezer stands LE-1004/2004, trays LE-3004/4004, pinch LE-888, grass sweepers LE-6128/7128, cloth pegs, scoops, paint trays, brooms - NO PVC electrical casing line ever listed) | T4 revival exhausted: official brand site dead and archive carries no casing SKU, so no official 2x1x6FT casing asset exists to recover; marketplace-only imagery below bar. action=search",Ask the electrical supplier which maker supplies the Kancil-branded 2x1 PVC casing and request its catalogue sheet; else photograph the casing profile and printed brand mark in-store
5694,FAS-SCR-DS525HW-MET-PCK,PCK,10 X 1 Self Drilling Screw (50PCS/PCK),Fasteners & Fixings,,50PCS/PCK,exhausted,1,1,"T1,T5",,,,,,,,no,no,match,no_asset,exhausted,,,"q:[bing-junk]self drilling screw ""10 X 1"" 50pcs Malaysia (Moglix/marketplace junk only) | infra: shared websearch exa returned HTTP429 on all 3 attempts this session; Bing HTML+RSS served unrelated canned pages for every quoted code; DDG-lite/DDG-html returned 0 external links; Mojeek/Ecosia 403; Brave 429; searx instances dead; working channels were direct OEM-domain probes and Wayback CDX | detected_model 50PCS/PCK is pack-count text, not a part number; DS525HW is an internal Ekoway stock code with no resolvable manufacturer; unbranded commodity fastener sold under trade packaging; marketplace-only imagery below the official-source bar; exhausted with owner action. action=search",Ask the fastener supplier for the DS525HW box-face artwork showing thread/length/point and pack count; else photograph the 50-pc pack front and back in-store
3713,NAI-SQU-SUP-050MM-1KG,PCK,E. G Square Boat Nail 50MM - 1KGS,Fasteners & Fixings,,1KGS,exhausted,1,1,"T1,T5",,,,,,,,no,no,match,no_asset,exhausted,,,"q:[bing-junk]""boat nail"" square 50mm Malaysia (boat-sales classifieds junk) | infra: shared websearch exa returned HTTP429 on all 3 attempts this session; Bing HTML+RSS served unrelated canned pages for every quoted code; DDG-lite/DDG-html returned 0 external links; Mojeek/Ecosia 403; Brave 429; searx instances dead; working channels were direct OEM-domain probes and Wayback CDX | ""E.G"" denotes electro-galvanised finish and 1KGS is a pack weight, so detected_model is a size/weight descriptor not a part number; commodity square boat nails are bulk import stock with no identifiable manufacturer; marketplace imagery below bar; exhausted with owner action. action=search",Photograph the 1kg boat-nail bag label/barcode in-store; ask the fastener supplier for the mill or importer reference for square boat nails
5479,"FIT-YG232-ELB-3/4""-BRA",PCS,Brass Equal Elbow 3/4,Plumbing,,YG232,exhausted,1,1,"T1,T2,T5",,,,,,,,no,no,match,no_asset,exhausted,,,"q:[bing-rss-junk]""YG232"" brass elbow (Taipei Nangang expo junk) | infra: shared websearch exa returned HTTP429 on all 3 attempts this session; Bing HTML+RSS served unrelated canned pages for every quoted code; DDG-lite/DDG-html returned 0 external links; Mojeek/Ecosia 403; Brave 429; searx instances dead; working channels were direct OEM-domain probes and Wayback CDX | T2 normalisation YG232->YG-232 / Y.G.232 variants tried via bing-rss, all junk; YG-series codes are a shared Taiwan-origin brass-fitting numbering used by multiple MY importers (same family as sibling YG245), so no single OEM site or official asset is resolvable; commodity fitting imagery below bar; exhausted with owner action. action=search",Ask the plumbing supplier which importer owns the YG-series brass-fitting range and request the YG232 elbow catalogue card; else photograph the elbow and its carton code in-store
3258,BRO-MOP-400,PCS,No. 400 Mop Broom With Handle,Doors & Hardware,,NO.400,exhausted,1,1,"T1,T5",,,,,,,,no,no,match,no_asset,exhausted,,,"q:[bing-junk]mop broom ""No.400"" handle Malaysia (Shopee/Lazada/HomePro marketplace junk) | infra: shared websearch exa returned HTTP429 on all 3 attempts this session; Bing HTML+RSS served unrelated canned pages for every quoted code; DDG-lite/DDG-html returned 0 external links; Mojeek/Ecosia 403; Brave 429; searx instances dead; working channels were direct OEM-domain probes and Wayback CDX | No.400 is a local size-run trade number on a commodity plastic mop broow sold loose with handle; no manufacturer brand claimed in listing and none resolvable; marketplace-only imagery below bar; exhausted with owner action. action=search",Photograph the No.400 mop broom head and handle ferrule stamp in-store; ask the supplier for the importer's run sheet if a brand image is later required
3482,PAI-TIG-75ML-BLUE,TIN,75ML Tiger G. P (l/blue),Paint & Sundries,,6631-NEPTURE,exhausted,1,1,"T1,T2,T5",,,,,,,,no,no,match,no_asset,exhausted,,,"q:[bing-junk]""tiger"" ""g.p"" glue 75ml neptune (wildlife-tiger encyclopaedia junk) | infra: shared websearch exa returned HTTP429 on all 3 attempts this session; Bing HTML+RSS served unrelated canned pages for every quoted code; DDG-lite/DDG-html returned 0 external links; Mojeek/Ecosia 403; Brave 429; searx instances dead; working channels were direct OEM-domain probes and Wayback CDX | p:http://www.neptune.com.sg/ (200 but bare Apache ""Index of /"" directory listing - no site content) | p:https://neptuneindustries.com.sg/ (NXDOMAIN) | Tiger G.P is a trade initialism (general purpose) and 6631-NEPTURE reads as an importer carton reference; no adhesive OEM domain resolvable through any working channel; marketplace imagery below bar; exhausted with owner action. action=search",Ask the paint-and-sundries supplier for the Tiger G.P 75ml tin maker's label art confirming the Neptune carton code 6631; else photograph both tin faces in-store
4433,STO-MOU-A11-22X250,PCS,Mounted Stone:k-prix Korea A11 (22X50),Abrasives & Cutting,,A11,exhausted,1,1,"T1,T2,T3,T4,T5",,,,,,,,no,no,match,no_asset,exhausted,,,"q:""k-prix"" mounted point grinding stone catalogue PDF (websearch 429 x1) | infra: shared websearch exa returned HTTP429 on all 3 attempts this session; Bing HTML+RSS served unrelated canned pages for every quoted code; DDG-lite/DDG-html returned 0 external links; Mojeek/Ecosia 403; Brave 429; searx instances dead; working channels were direct OEM-domain probes and Wayback CDX | q:""K-PRIX"" mounted point Korea (bing-rss letter-K junk); q:kprix mounted point grinder official (junk); q:DDG-lite/html 0 links | p:http://www.kprix.co.kr/, kprix.com, https://kprix.co.kr, k-prix.co.kr (all DNS getaddrinfo failed - no such hosts) | p:http://web.archive.org/cdx/search/cdx?url=kprix* and url=k-prix* (0 rows - no kprix* host was EVER archived anywhere) | p:https://archive.org/advancedsearch.php?q=""k-prix"" (1 unrelated gibberish item) | p:https://www.googleapis.com/books/v1/volumes?q=""k-prix""+mounted+point (HTTP429) | T2 KPRIX/A11 shape-code normalisation found nothing; T3 Korean-language OEM angle closed because no Korean domain exists to query; A11 is a standard mounted-point SHAPE code (22x50 shank stone) carried by whichever Korean factory moulds the k-prix stones, but the k-prix Korea OEM has zero online footprint (no DNS, no archive history); distributor/marketplace pages fail the official bar; exhausted with owner action. action=search",Ask the abrasives supplier for the k-prix Korea mounted-point datasheet or carton photo covering shape A11 (22x50); else photograph the sleeve print showing k-prix and A11 in-store
4618,STO-MOU-W220-25X25,PCS,Mounted Stone:k-prix Korea W220 (25X25),Abrasives & Cutting,,W220,exhausted,1,1,"T1,T2,T3,T4,T5",,,,,,,,no,no,match,no_asset,exhausted,,,"q:""k-prix"" mounted point grinding stone catalogue PDF (websearch 429 x1) | INFRA | q:""K-PRIX"" mounted point Korea (bing-rss letter-K junk); q:kprix mounted point grinder official (junk); q:DDG-lite/html 0 links | p:http://www.kprix.co.kr/, kprix.com, https://kprix.co.kr, k-prix.co.kr (all DNS getaddrinfo failed - no such hosts) | p:http://web.archive.org/cdx/search/cdx?url=kprix* and url=k-prix* (0 rows - no kprix* host was EVER archived anywhere) | p:https://archive.org/advancedsearch.php?q=""k-prix"" (1 unrelated gibberish item) | p:https://www.googleapis.com/books/v1/volumes?q=""k-prix""+mounted+point (HTTP429) | W220 is a standard wheel-type mounted-point shape code (25x25); same finding as sibling A11: k-prix Korea OEM has no DNS record and zero archive footprint, so no official image can be bound to this shape code; exhausted with owner action. action=search",Ask the abrasives supplier for the k-prix Korea mounted-point datasheet covering shape W220 (25x25); else photograph the sleeve print showing k-prix and W220 in-store
4595,STO-MOU-W206-20X32,PCS,Mounted Stone:k-prix Korea W206 (20X32),Abrasives & Cutting,,W206,exhausted,1,1,"T1,T2,T3,T4,T5",,,,,,,,no,no,match,no_asset,exhausted,,,"q:""k-prix"" mounted point grinding stone catalogue PDF (websearch 429 x1) | INFRA | q:""K-PRIX"" mounted point Korea (bing-rss letter-K junk); q:kprix mounted point grinder official (junk); q:DDG-lite/html 0 links | p:http://www.kprix.co.kr/, kprix.com, https://kprix.co.kr, k-prix.co.kr (all DNS getaddrinfo failed - no such hosts) | p:http://web.archive.org/cdx/search/cdx?url=kprix* and url=k-prix* (0 rows - no kprix* host was EVER archived anywhere) | p:https://archive.org/advancedsearch.php?q=""k-prix"" (1 unrelated gibberish item) | p:https://www.googleapis.com/books/v1/volumes?q=""k-prix""+mounted+point (HTTP429) | W206 is a wheel-type mounted-point shape code (20x32); identical conclusion to siblings A11/W220 - no OEM host resolves, no archive history exists, official binding impossible; exhausted with owner action. action=search",Ask the abrasives supplier for the k-prix Korea mounted-point datasheet covering shape W206 (20x32); else photograph the sleeve print showing k-prix and W206 in-store
4594,STO-MOU-M1-25X34,PCS,Mounted Stone:k-prix Korea M1 (25X34),Abrasives & Cutting,,M1,exhausted,1,1,"T1,T2,T3,T4,T5",,,,,,,,no,no,match,no_asset,exhausted,,,"q:""k-prix"" mounted point grinding stone catalogue PDF (websearch 429 x1) | INFRA | q:""K-PRIX"" mounted point Korea (bing-rss letter-K junk); q:kprix mounted point grinder official (junk); q:DDG-lite/html 0 links | p:http://www.kprix.co.kr/, kprix.com, https://kprix.co.kr, k-prix.co.kr (all DNS getaddrinfo failed - no such hosts) | p:http://web.archive.org/cdx/search/cdx?url=kprix* and url=k-prix* (0 rows - no kprix* host was EVER archived anywhere) | p:https://archive.org/advancedsearch.php?q=""k-prix"" (1 unrelated gibberish item) | p:https://www.googleapis.com/books/v1/volumes?q=""k-prix""+mounted+point (HTTP429) | M1 is a mounted-point shape code (25x34); same exhausted conclusion across the whole k-prix family: OEM has zero online presence, so tier ladder closes at T4 archives with nothing to bind; exhausted with owner action. action=search",Ask the abrasives supplier for the k-prix Korea mounted-point datasheet covering shape M1 (25x34); else photograph the sleeve print showing k-prix and M1 in-store
