ordinal,source_position,item_code,uom,display_name,category,stock_qty,price_myr,priority_tier,detected_brand,detected_model,action,prior_decision,prior_page,prior_image,prior_local_asset,prior_source,prior_reason,useful_brand_or_model,ledger_state,ledger_tiers_tried,ledger_researcher_decision,ledger_gate
870,4611,HOS-NOZ-TRI-ECO4464,PCS,Ecogreen-adjustable Nozzle W. Protective Cap,Power Tool Accessories,8,22.50,3,,EG4464,search,,,,,,,yes,open,,,
871,2682,KOYA-GRE-P611-1/2KG,TIN,Koya P611 H/d Lithium Mp,Chemicals & Adhesives,8,21.50,3,,P611,search,,,,,,,yes,open,,,
872,2862,"HOS-FLE-VIP-PP60""",PCS,PP-60 White Nylon Vip Flexible Tube,Outdoor & Garden,8,21.50,3,,PP-60,search,,,,,,,yes,open,,,
873,4768,HOS-NOZ-TRI-ECO2100,PCS,Ecogreen- Adjustable Trigger Nozzle,Power Tool Accessories,8,20.80,3,,EG2100,search,,,,,,,yes,open,,,
874,4781,SWI-SOC-ULT-M041W,PCS,Ultra 16A 4 GANG 1 Way-white (M041W),Electrical,8,20.60,3,,M041W,search,,,,,,,yes,open,,,
875,2795,DOR-VIE-SGD-DV3776SN,PCS,Sn St. Guchi Door Viewer 180,Doors & Hardware,8,20.00,3,,SGAC-DV3776,search,,,,,,,yes,open,,,
876,2684,PYE-CEM-CLE-1L,BOT,PYE Cem Cleaner,Chemicals & Adhesives,8,19.90,3,,118-1L,search,,,,,,,yes,open,,,
877,2809,BOX-POS-KH2088,PCS,PVC Post Box/letter Box With Magz. Tray (KH2088),Doors & Hardware,8,19.90,3,,KH2088,search,,,,,,,yes,open,,,
878,2913,SWI-T/SOC-1540B-5M1G,SET,1G Extension Socket Sp,Electrical,8,19.90,3,,EXT-1540B,search,,,,,,,yes,open,,,
879,3664,HHD-VAL-FLO-BRA-CIT-12MM,PCS,City Moh Brass Float VALVE-1/2,Fishing & Tackle,8,19.80,3,,VALVE-1/2,search,,,,,,,yes,open,,,
880,4848,TOO-DRI-ADA-13MM,SETS,Mdsi (MD-04096) Drill Chuck Head With Adapter Chuck,Power Tool Accessories,8,19.50,3,,MD-04096,search,,,,,,,yes,open,,,
881,2811,"DOR-HIN-SSS-4""",PAIR,"Leon Universal Door HINGE-4""X3X3.0",Doors & Hardware,8,19.30,3,,HINGE-4,search,,,,,,,yes,open,,,
882,3821,RAI-BOO-KRK-B41M9000,PAIR,Korakoh Rain Shoes Blk - 8/41,Curtains & Blinds,8,18.50,3,,M9000,search,,,,,,,yes,open,,,
883,3680,"BRA-SHE-YG782-16""",PAIR,White H/duty Shelf Bracket 16,Housewares,8,17.80,3,,YG782,search,,,,,,,yes,open,,,
884,4755,SWI-SOC-ULT-M073MG,PCS,Ultra 1 GANG Tel Outlet (RJ11)-MATTE Grey (M073MG),Electrical,8,17.50,3,,RJ11,search,,,,,,,yes,open,,,
885,6088,SWI-FLO-UKY2-4M,PCS,Chngia Floot Switch 4M,Electrical,8,16.98,3,,UKY-2,search,,,,,,,yes,open,,,
886,3040,TIE-CAB-WHI-8MMX300MM,PCK,"White PVC Cable Ties (12"")",Electrical,8,16.90,3,,8MMX300MM,search,,,,,,,yes,open,,,
887,2942,TOO-PLI-CIR-WSS175B,PCS,External Circlip Pliers Straight 175MM,Power Tools,8,15.90,3,,WSS175B,search,,,,,,,yes,open,,,
888,4762,COC-STO-RA2W-G501B,PCS,Stopvalve RA2W 1/2B Truflo,Plumbing,8,15.30,3,,RA2W,search,,,,,,,yes,open,,,
889,4913,SWI-SOC-ULT-M061MG,PCS,Ultra 16A 1 GANG Doorbell Swi-mat Grey (M061MG),Electrical,8,15.10,3,,M061MG,search,,,,,,,yes,open,,,
890,2854,AIR-DUS-HITMAX-HTM-255,SET,Hitmax Air Blower:,Power Tools,8,14.90,3,,HTM-255,search,,,,,,,yes,open,,,
891,3145,"TOO-HOL-MAG-VESIC-3""-BMWH-3",PCS,3 Bossman Magnetic Weld Holder (25-LBS),Power Tools,8,14.90,3,,25-LBS,search,,,,,,,yes,open,,,
892,3787,MEA-TAP-SUN-5.0M,PCS,Sunlon M. Tape 5.0M/16,Hand Tools,8,14.90,3,,5.0M/16,search,,,,,,,yes,open,,,
893,3903,TOO-PLI-CIRWHB175,PCS,Intl Plier Bent Hose 175MM,Hand Tools,8,14.90,3,,WHB175B,search,,,,,,,yes,open,,,
894,2688,SWI-T/SOC-TAI-2G-2000,PCS,Taicon 2G Trailing Socket Neon-empty (2000),Electrical,8,14.80,3,Taicon,,search,,,,,,,yes,open,,,
895,3725,CUT-DIS-KCW-350,PCS,Qs Cutting Wheel 14,Abrasives & Cutting,8,14.80,3,,JJ-KCW350,search,,,,,,,yes,open,,,
896,3797,"TOO-CLA-F-BLI-6""",PCS,Blimax Quick Release F CLAMP-6,Hand Tools,8,14.50,3,,CLAMP-6,search,,,,,,,yes,open,,,
897,4824,FIT-UPVC-SOC-110X82MM,PCS,"U-pvc Socket Reducing 4""X3",Electrical,8,13.90,3,,110X80MM,search,,,,,,,yes,open,,,
898,4823,FIT-UPVC-SOC-110X50MM,PCS,"U-pvc Socket Reducing 4""X2",Electrical,8,13.50,3,,110X50MM,search,,,,,,,yes,open,,,
899,5073,"HOS-FLE-OTO-966-67MB-18""",PCS,Otosani 304 Nut 18 High Pressure Flexible Hose (mb),Fasteners & Fixings,8,13.30,3,,966-67MB,search,,,,,,,yes,open,,,
