item_code,uom,display_name,category,official_product_page,official_image_url,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,decision,reason,human_action
STA-IMP-DRI-STDH7213V,UNIT,Stanley Percussion Drill 800W+VP,Power Tools,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
TAP-SAN-SWP-SS-304-3936-SS,PCS,Saniware Premier Kitchen Wall Sink Tap-ss,Kitchen & Sinks,https://saniware.com/product-category/faucet/saniware-premier/,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
ELE-D/L-MEG-YTA70Z1-15W,PCS,Megaman A70 E27 LED Bulb YTA70Z1 15W/6500K,Lighting,https://megaman.com.my/product-category/led-lighting-source/,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
ELE-D/L-MEG-YTP38B1-10W-4000K,PCS,Megaman LED Stick Bulb Plc YTP38B1 10W/4000K,Lighting,https://megaman.com.my/product-category/led-lighting-source/,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
FAN-CEI-DEKA-CF5DC56MB,UNIT,Deka Ceiling Fan F5 Dc~pro Matt Blk 56,Fans & Ventilation,https://deka.my/f5-dc-pro/,https://deka.my/wp-content/uploads/2025/07/F5-DC-PRO-MB-Jpg.jpg,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
TAP-SAN-SWP-B-304-3915,PCS,Saniware Premier Kitchen Wall Sink Tap-blk,Kitchen & Sinks,https://saniware.com/product-category/faucet/saniware-premier/,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
FAN-CEI-DEKA-CGNL54OAK12,UNIT,Deka Ceiling Fan Geno Oak,Fans & Ventilation,https://deka.my/geno-54/,https://deka.my/wp-content/uploads/2025/07/GENO-54-OAK-Jpg.jpg,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
JOV-WAT-FIL-JWP20,PCS,Joven Water Filter,Pumps & Water,https://www.joven-electric.com/my/jwp20-water-filter.html,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
STA-PRE-WAS-BEPW1750,UNIT,Black+decker Pressure Washer 120BAR,Power Tools,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
BOS-AHI4-4PC-R,UNIT,Adelino S/steel Multi Stage Centrifugal Pump (1.0HP),Pumps & Water,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
