source_position,asset_path,url,sha256,bytes,status,decision
1,/home/ubuntu/work/priority300_pass1_work/assets/0001-0050/0001.jpg,https://www.joven-electric.com/media/catalog/product/cache/0bde81fe0c905f83e0b9fd7fea6ccbea/5/1/5101501002-1.jpg,023422d80580a8858a060b1d4fc070fbc49cd2ca823d40c943fb0c3fb719a05d,9778,downloaded,candidate
2,/home/ubuntu/work/priority300_pass1_work/assets/0001-0050/0002.jpg,https://www.joven-electric.com/media/catalog/product/cache/81feca21a488f339124f3c58fa0f1a2e/s/l/sl30ip_black_2026_1.jpg,16ab4ccfbd561abe8232ac6b0da912fbaadd1f41e21b48aa48a6f561c3c11e7e,1722,downloaded,candidate
3,/home/ubuntu/work/priority300_pass1_work/assets/0001-0050/0003.jpg,https://www.joven-electric.com/media/catalog/product/cache/0bde81fe0c905f83e0b9fd7fea6ccbea/s/l/sl30ip_white_2026-2_1.jpg,b249fb9a58d4d46e3a3605d4367f00d6c309f25d770671c13db5956ed0ae403b,23680,downloaded,
5,/home/ubuntu/work/priority300_pass1_work/assets/0001-0050/0005.jpg,https://www.joven-electric.com/media/catalog/product/cache/0bde81fe0c905f83e0b9fd7fea6ccbea/s/a/sa20e_-_feature_image_2026.jpg,7d6a1ee6b62ac1d97e7a936511c01a70c7027a5d60434b2e2297773945afc0d3,9060,downloaded,
7,/home/ubuntu/work/priority300_pass1_work/assets/0001-0050/0007.jpg,https://www.joven-electric.com/media/catalog/product/cache/0bde81fe0c905f83e0b9fd7fea6ccbea/5/1/511801001-1.jpg,89c1148e68d8ec22084c0e1e06616a09ebb6094324a828969fc08155f55596e4,7536,downloaded,
11,/home/ubuntu/work/priority300_pass1_work/assets/0001-0050/0011.jpg,https://www.joven-electric.com/media/catalog/product/cache/81feca21a488f339124f3c58fa0f1a2e/5/1/5100601001-4_2.jpg,216b645093d9b4574029ebf243da802aeee165c49cb708a7c301a3fcf641ca04,2550,downloaded,candidate
12,/home/ubuntu/work/priority300_pass1_work/assets/0001-0050/0012.jpg,https://saniware.com/wp-content/uploads/2025/05/SWP-BSP-9003G.jpg,e388e4bf593da07063f1cb3729ff4633908eed447c15776d490b42fc5ba0c079,47066,downloaded,candidate
13,/home/ubuntu/work/priority300_pass1_work/assets/0001-0050/0013.jpg,https://saniware.com/wp-content/uploads/2025/05/SWP-BSP-9003RG.jpg,f5fb28322daf77a56be17949fac1c4224f80e750c75b8a2451516df27c637b4d,47681,downloaded,
15,/home/ubuntu/work/priority300_pass1_work/assets/0001-0050/0015.jpg,https://deka.my/wp-content/uploads/2025/07/F5-DC-46L-PRO-MB-Jpg-OK.jpg,0772e3ba90190968a965c211451bbfc8caba3c52146356014fce531bf2ca6024,120294,downloaded,
17,/home/ubuntu/work/priority300_pass1_work/assets/0001-0050/0017.png,https://saniware.com/wp-content/uploads/2021/10/SWP-B-2521.png,a667588f9ead34445a8676bf9925e794ac0fc9bc9731c4a7195d7b7b942d9bb9,231420,downloaded,
19,/home/ubuntu/work/priority300_pass1_work/assets/0001-0050/0019.jpg,https://www.rubine.com.my/files/product_img/IM01791.jpg,703fac2c3144a255b069a59cd2103984512ddd95ebb35cb285c7c1c20508eb22,53816,downloaded,
21,/home/ubuntu/work/priority300_pass1_work/assets/0001-0050/0021.png,https://saniware.com/wp-content/uploads/2021/10/SWP-B-3023.png,41eada044c31f7d1ecccbaa74f0aa31152739a1a1656b025ef23c4a235535f00,129762,downloaded,candidate
22,/home/ubuntu/work/priority300_pass1_work/assets/0001-0050/0022.jpg,https://www.rubine.com.my/files/product_img/IM01811.jpg,f0c003ade846024b233a493459078b452d0caf69aa16e7b2f9bb819be3b263c4,74344,downloaded,
24,/home/ubuntu/work/priority300_pass1_work/assets/0001-0050/0024.pdf,https://www.sorento.com.my/media/attachments/2024/09/19/sorento-catalog-2024.pdf#page=64,1fbfbeb136bd472b09bdf8c9ded906787530d065dc10c60d1df1529cf25686db,66553447,downloaded,candidate
25,/home/ubuntu/work/priority300_pass1_work/assets/0001-0050/0025.jpg,https://sorentomasterclub.com.my/international/images/virtuemart/product/SRTSA860-GM-(product).jpg,5e95cb306c2628c9c124ca29d8424b163bfd9892d0a86cd3ca41a3e131b4f27f,6694,downloaded,
