item_code,uom,display_name,category,official_product_page,official_image_url,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,decision,reason,human_action
FAN-CEI-DEKA-CX156BK12,UNIT,Deka Ceiling Fan X-one 56 Blk,Fans & Ventilation,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
BOS-0600-8A7-FLO,UNIT,Easy Aqt 110 High P/cleaner,Chemicals & Adhesives,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
BOS-0601-375-6L0,UNIT,Gws 060 Angle Grinder,Power Tools,https://www.bosch-pt.com.my/my/media/country_content/services/downloads/catalogues/bosch_pt_programme_jan21.pdf,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
STA-HAM-BRU-SBH900M2K,UNIT,Stanley Fatmax V20 Brushless Sds Plus Hammer Drill,Power Tool Accessories,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
ELE-FAJAR-FLX-2.5MM-GREY,COIL,Fajar 2.5MM (50/0.25) X Flexible Cable (grey) (COIL),Electrical,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
ELE-CAB-FLE-P40163CW-ROLL,ROLL,Taicon 40/016 X Flexible Cable,Electrical,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
TAR-SHT-GT2-O/B-6',COIL,Glotool PE Trap (GT-02) 6'X70YDS,Plumbing,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
NIP-ROOF-20L-T,UNIT,20L Nippon Roof Coating Tint Base,Building Materials,https://www.nipponpaint.com.my/product/roof-coating/,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
BOS-0611-338-5L0,UNIT,Gsh 500 Demolition Hammer,Power Tools,https://www.bosch-pt.com.my/my/en/products/gsh-500-06113386L0,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
BOS-0611-272-1L4,UNIT,Gbh 2-24 Dre Rotary Hammer Set,Power Tools,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
NIP-WTRB-18L-WHITE,CAN,18L Nippon Weatherbond Quartz 145 White,Paint & Sundries,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
BOS-0600-8A7-AL0,UNIT,Aquatak 125 High P/cleaner,Chemicals & Adhesives,https://www.bosch-diy.com/my/en/p/universalaquatak-125-06008a7al0,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
NIP-WTRB-WHI-15004,CAN,18L Nippon Weatherbond Quartz 15004 Ws White,Paint & Sundries,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
