item_code,uom,display_name,category,official_product_page,official_image_url,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,decision,reason,human_action
JOV-WAT-HEA-SL30IP-BLK-RS,PCS,Joven (black) Instant Water Heater SL30IP-RS,Home Appliances,https://www.joven-electric.com/my/sl30ip-rs-instant-water-heater-5101501.html,https://www.joven-electric.com/media/catalog/product/cache/0bde81fe0c905f83e0b9fd7fea6ccbea/5/1/5101501002-1.jpg,A,yes,yes,yes,needs_permission,candidate,Carry-forward verification: re-opened the Gemini-accepted official/authorised source page and image for source position 1. The worklist records exact model and finish agreement; the source URL remains live and the image URL is preserved without sibling substitution.,Preserve the live official/authorised page/image in evidence manifest; publication permission remains required.
JOV-WAT-HEA-SL30IP-BLK,PCS,Joven (black) Instant Water Heater SL30IP,Home Appliances,https://www.joven-electric.com/my/sl30ip-instant-water-heater-5101401.html,https://www.joven-electric.com/media/catalog/product/cache/81feca21a488f339124f3c58fa0f1a2e/s/l/sl30ip_black_2026_1.jpg,A,yes,yes,yes,needs_permission,candidate,"Queries ran: exact SKU SL30IP at official Joven Malaysia and official SL30 series page. The exact official model page identifies SL30iP, SKU 5101401, 3.6kW/240V and non-RS slider-bar accessories; the page exposes a model-specific black asset named sl30ip_black_2026_1.jpg. The black finish and non-RS model are exact; RS sibling excluded.",Preserve official Joven page/image in evidence manifest; publication permission remains required.
JOV-WAT-HEA-SL30IP-WHI,PCS,Joven (white) Instant Water Heater SL30IP,Home Appliances,https://www.joven-electric.com/my/sl30ip-instant-water-heater-5101401.html,https://www.joven-electric.com/media/catalog/product/cache/0bde81fe0c905f83e0b9fd7fea6ccbea/s/l/sl30ip_white_2026-2_1.jpg,A,yes,yes,yes,needs_permission,candidate,Carry-forward verification: re-opened the Gemini-accepted official/authorised source page and image for source position 3. The worklist records exact model and finish agreement; the source URL remains live and the image URL is preserved without sibling substitution.,Preserve the live official/authorised page/image in evidence manifest; publication permission remains required.
JOV-WAT-HEA-SL30IP-WHI-RS,PCS,Joven (white) Instant Water Heater SL30IP-RS,Home Appliances,https://www.joven-electric.com/my/sl30ip-rs-instant-water-heater-5101501.html,,B,unresolved,yes,yes,needs_permission,pending,"Queries ran: exact SKU SL30IP-RS at official Joven Malaysia, SL30 series page, and RS page image gallery. The exact RS page confirms the rainshower accessory variant, but the current gallery exposes shared/non-RS-named white assets rather than an unambiguous white RS-only casing image. White-versus-RS image identity is unresolved; no non-RS image reused.",Human review needed for a distinct white SL30iP-RS official image.
JOV-WAT-HEA-SA20E,PCS,Joven Instant Water Heater,Home Appliances,https://www.joven-electric.com/my/products/instant-water-heater/sa-series.html,https://www.joven-electric.com/media/catalog/product/cache/0bde81fe0c905f83e0b9fd7fea6ccbea/s/a/sa20e_-_feature_image_2026.jpg,A,yes,yes,yes,needs_permission,candidate,Carry-forward verification: re-opened the Gemini-accepted official/authorised source page and image for source position 5. The worklist records exact model and finish agreement; the source URL remains live and the image URL is preserved without sibling substitution.,Preserve the live official/authorised page/image in evidence manifest; publication permission remains required.
SIN-SOR-SRTKS2406,PCS,Sorento S/s 304 Kitchen Sink Ultrasonic Nano Tech SRTS2406,Kitchen & Sinks,https://www.sorento.com.my/media/attachments/2024/09/19/sorento-catalog-2024.pdf#page=94,https://www.sorento.com.my/media/attachments/2024/09/19/sorento-catalog-2024.pdf#page=94,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: exact SKU SRTKS2406 at Sorento Malaysia and the official 2024 catalogue page 94. The catalogue family is visible, but the source row uses SRTS2406/SRTKS2406 and the ultrasonic nano-tech naming is not mapped with enough certainty to the exact item. No sibling crop reused.",Human/PDF review needed for exact 2406 source-code and finish mapping.
JOV-WAT-HEA-SA8E,PCS,Joven SA8E Instant Water Heater,Home Appliances,https://www.joven-electric.com/my/products/instant-water-heater/sa-series.html,https://www.joven-electric.com/media/catalog/product/cache/0bde81fe0c905f83e0b9fd7fea6ccbea/5/1/511801001-1.jpg,A,yes,yes,yes,needs_permission,candidate,Carry-forward verification: re-opened the Gemini-accepted official/authorised source page and image for source position 7. The worklist records exact model and finish agreement; the source URL remains live and the image URL is preserved without sibling substitution.,Preserve the live official/authorised page/image in evidence manifest; publication permission remains required.
SIN-SOR-SRTKS2408,PCS,Sorento S/s 304 Kitchen Sink Ultrasonic Nano Tech SRTKS2408,Kitchen & Sinks,https://www.sorento.com.my/media/attachments/2024/09/19/sorento-catalog-2024.pdf#page=95,https://www.sorento.com.my/media/attachments/2024/09/19/sorento-catalog-2024.pdf#page=95,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: exact SKU SRTKS2408 at Sorento Malaysia and the official 2024 catalogue page 95. The catalogue family is visible, but exact source-code mapping remains material; no sibling crop reused.",Human/PDF review needed for exact 2408 source-code and finish mapping.
TOI-TRP-WC-2122A-P,SET,Saniware Washdown Two-piece Closet WC-2122A-P180MM,Bathroom,https://saniware.com/product/wc-2122a-s300/,,C,yes,unresolved,yes,needs_permission,pending,Queries ran: exact WC-2122A-P180MM and Saniware WC-2122A official page searches. Only the official sibling WC-2122A-S300 page was preserved; P180 trap variant is not established and its image cannot be reused.,Find the official P180 product page or PDF crop.
TOI-TRP-WC2110A-P,SET,Saniware Washdown Two-piece Closet WC-2110A-P180MM,Bathroom,https://saniware.com/product/wc-2110a-s200/,,C,yes,unresolved,yes,needs_permission,pending,Queries ran: exact WC-2110A-P180MM and Saniware WC-2110A official page searches. Only the official sibling S200 page was preserved; P180 trap variant is not established and its image cannot be reused.,Find the official P180 product page or PDF crop.
JOV-WAT-HEA-SL30E-WHI-RS,PCS,Joven (white) Instant Water Heater SL30E-RS,Home Appliances,https://www.joven-electric.com/my/sl30e-rs-instant-water-heater-5100601.html,https://www.joven-electric.com/media/catalog/product/cache/81feca21a488f339124f3c58fa0f1a2e/5/1/5100601001-4_2.jpg,A,yes,yes,yes,needs_permission,candidate,Carry-forward verification: re-opened the Gemini-accepted official/authorised source page and image for source position 11. The worklist records exact model and finish agreement; the source URL remains live and the image URL is preserved without sibling substitution.,Preserve the live official/authorised page/image in evidence manifest; publication permission remains required.
SHO-SAN-SWP-BSP-9003G,PCS,Saniware Premier 3WAY Bath Expose Shower Set-mixer (gold),Bathroom,https://saniware.com/product/3-way-bath-shower-set-swp-bsp-9003g/,https://saniware.com/wp-content/uploads/2025/05/SWP-BSP-9003G.jpg,A,yes,yes,yes,needs_permission,candidate,Carry-forward verification: re-opened the Gemini-accepted official/authorised source page and image for source position 12. The worklist records exact model and finish agreement; the source URL remains live and the image URL is preserved without sibling substitution.,Preserve the live official/authorised page/image in evidence manifest; publication permission remains required.
SHO-SAN-SWP-BSP-9003RG,PCS,Saniware Premier 3WAY Bath Expose Shower Set-mixer (rose Gold),Bathroom,https://saniware.com/product/3-way-bath-shower-set-swp-bsp-9003rg/,https://saniware.com/wp-content/uploads/2025/05/SWP-BSP-9003RG.jpg,A,yes,yes,yes,needs_permission,candidate,Carry-forward verification: re-opened the Gemini-accepted official/authorised source page and image for source position 13. The worklist records exact model and finish agreement; the source URL remains live and the image URL is preserved without sibling substitution.,Preserve the live official/authorised page/image in evidence manifest; publication permission remains required.
TAP-SAN-SWP-RG-304-3905,PCS,Saniware Premier Kitchen Pillar Sink Tap-rg SWP-RG-304-3905,Kitchen & Sinks,,,C,unresolved,unresolved,yes,needs_permission,pending,Queries ran: exact SKU SWP-RG-304-3905 at official Saniware and official Malaysian product search. No exact official page/image was preserved.,Find exact official Saniware SWP-RG-304-3905 page and image.
FAN-CEI-DEKA-CF5DCL46MB12,UNIT,Deka Ceiling Fan F5 DC~46L Pro Matt Blk,Fans & Ventilation,https://deka.my/f5-dc-46l-pro/,https://deka.my/wp-content/uploads/2025/07/F5-DC-46L-PRO-MB-Jpg-OK.jpg,A,yes,yes,yes,needs_permission,candidate,Carry-forward verification: re-opened the Gemini-accepted official/authorised source page and image for source position 15. The worklist records exact model and finish agreement; the source URL remains live and the image URL is preserved without sibling substitution.,Preserve the live official/authorised page/image in evidence manifest; publication permission remains required.
ELE-BUL-E27-3W-RED,PCS,Taicon E27 3W LED Color Bulb-red,Lighting,,,C,unresolved,unresolved,yes,needs_permission,pending,Queries ran: Taicon E27 3W red official Malaysia and exact colour-bulb searches. Only a family-level 3W colour-bulb lead was found; exact E27 red asset was not preserved.,Find exact Taicon E27 3W red official image.
TAP-SAN-SWP-B-2521,PCS,Saniware Premier Basin Pillar Tap-mixer SWP-B-2521,Bathroom,https://saniware.com/product/swp-b-2521/,https://saniware.com/wp-content/uploads/2021/10/SWP-B-2521.png,A,yes,yes,yes,needs_permission,candidate,Carry-forward verification: re-opened the Gemini-accepted official/authorised source page and image for source position 17. The worklist records exact model and finish agreement; the source URL remains live and the image URL is preserved without sibling substitution.,Preserve the live official/authorised page/image in evidence manifest; publication permission remains required.
JOV-WAT-HEA-SB11IP-BLK-RS,PCS,Joven (blk) Instant Water Heater,Home Appliances,https://www.joven-electric.com/my/products/instant-water-heater/sb11-series.html,,B,unresolved,yes,yes,needs_permission,pending,"Queries ran: exact SB11IP-RS at official Joven Malaysia, SB11 series, and 3.6kW/4.2kW model pages. The manufacturer lists materially different SB11iP-RS electrical variants and multiple colour options; the source row omits the electrical rating and exact colour mapping.",Resolve exact SB11iP-RS electrical rating and black finish before candidate approval.
RUB-TAE11-M330,UNIT,Rubine C/hood,Home Appliances,https://www.rubine.com.my/product/RCH-NOVARA-90SS,https://www.rubine.com.my/files/product_img/IM01791.jpg,A,yes,yes,yes,needs_permission,candidate,Carry-forward verification: re-opened the Gemini-accepted official/authorised source page and image for source position 19. The worklist records exact model and finish agreement; the source URL remains live and the image URL is preserved without sibling substitution.,Preserve the live official/authorised page/image in evidence manifest; publication permission remains required.
STA-ROT-HAM-SHR263KA,UNIT,Stanley Rotary Hammer 26MM,Power Tools,https://theleedenstore.com.my/product/stanley-shr263ka-xd-2kg-26mm-rotary-hammer-with-chisel-drill-bit-tool-box/,,C,yes,unresolved,yes,needs_permission,pending,Queries ran: exact Stanley SHR263KA official/global and authorised Malaysia searches. The available Malaysian listing is not first-party and the package/kit contents are not established from an official source; no dealer image promoted to candidate.,Find official Stanley OEM page or authorised exact package evidence.
TAP-SAN-SWP-B-3023,PCS,Saniware Premier Basin Pillar Cold Tap (rose Gold) SWP-B-3023,Bathroom,https://saniware.com/product/swp-b-3023/,https://saniware.com/wp-content/uploads/2021/10/SWP-B-3023.png,A,yes,yes,yes,needs_permission,candidate,Carry-forward verification: re-opened the Gemini-accepted official/authorised source page and image for source position 21. The worklist records exact model and finish agreement; the source URL remains live and the image URL is preserved without sibling substitution.,Preserve the live official/authorised page/image in evidence manifest; publication permission remains required.
OVEN-RUB-TAE13-M266,UNIT,Rubine Built-in Oven RBO-IA8X-70SS,Home Appliances,https://www.rubine.com.my/product/RBO-IA8X-70SS,https://www.rubine.com.my/files/product_img/IM01811.jpg,A,yes,yes,yes,needs_permission,candidate,Carry-forward verification: re-opened the Gemini-accepted official/authorised source page and image for source position 22. The worklist records exact model and finish agreement; the source URL remains live and the image URL is preserved without sibling substitution.,Preserve the live official/authorised page/image in evidence manifest; publication permission remains required.
KHI-COO-RC3636,SET,3.6L Rice Cooker (cool Grey),Home Appliances,https://khind.com.my/products/3-6l-commercial-rice-cooker,https://khind.com.my/cdn/shop/files/ssmy.zone-1717059514-RC365_WH_Cover.jpg?v=1751809047,B,unresolved,yes,yes,needs_permission,pending,"Queries ran: exact RC365 and 3.6L cool-grey Khind official searches. The official page confirms RC365 and the image is official, but the available asset is a white-cover rendering while the source row names cool grey; finish chain is unresolved.",Find exact cool-grey RC365 official asset.
SHO-SOR-SRTSA830,PCS,Sorento 450MM Shower Arm,Bathroom,https://sorentomasterclub.com.my/international/index.php/products-menu/sorento-mobile/bathroom-mobile/showerbidet-mobile/showerarm-mobile/srtsa830-detail,https://www.sorento.com.my/media/attachments/2024/09/19/sorento-catalog-2024.pdf#page=64,A,yes,yes,yes,needs_permission,candidate,Carry-forward verification: re-opened the Gemini-accepted official/authorised source page and image for source position 24. The worklist records exact model and finish agreement; the source URL remains live and the image URL is preserved without sibling substitution.,Preserve the live official/authorised page/image in evidence manifest; publication permission remains required.
SHO-SOR-SRTSA860-GM,PCS,Sorento 400MM Shower Arm,Bathroom,https://sorentomasterclub.com.my/international/index.php/products-menu/sorento-mobile/bathroom-mobile/showerbidet-mobile/showerarm-mobile/srtsa860-gm-detail,https://sorentomasterclub.com.my/international/images/virtuemart/product/SRTSA860-GM-(product).jpg,A,yes,yes,yes,needs_permission,candidate,Carry-forward verification: re-opened the Gemini-accepted official/authorised source page and image for source position 25. The worklist records exact model and finish agreement; the source URL remains live and the image URL is preserved without sibling substitution.,Preserve the live official/authorised page/image in evidence manifest; publication permission remains required.
JOV-WAT-HEA-SB11IP-WHI,PCS,Joven (white) Instant Water Heater SB11IP,Home Appliances,https://www.joven-electric.com/my/sb11ip-instant-water-heater-5110201.html,,B,unresolved,yes,yes,needs_permission,pending,"Queries ran: exact SB11IP at official Joven Malaysia and SB11 series page. The model page confirms SB11iP 3.6kW and multiple colours, but the row omits the exact colour/electrical variant needed to select the correct image.",Resolve exact SB11IP colour and preserve matching official asset.
