ordinal,source_position,item_code,uom,display_name,category,stock_qty,price_myr,priority_tier,detected_brand,detected_model,action,prior_decision,prior_page,prior_image,prior_local_asset,prior_source,prior_reason,useful_brand_or_model,ledger_state,ledger_tiers_tried,ledger_researcher_decision,ledger_gate
840,4678,CUT-KNI-CK-X11R16,PCS,X11 R16 Bison Cutting Knife,Abrasives & Cutting,9,5.10,3,,X11,search,,,,,,,yes,open,,,
841,4804,SHH-HOOK-45708-NO.6,PKT,2908 No. 1 Eupro Prawn Hook (15'S),Fishing & Tackle,9,4.90,3,,NO.1,search,,,,,,,yes,open,,,
842,5965,"FIT-YG228R-NIP-REC-1/2""X1/4""-BRA",PCS,"Brass Reduced Nipple 1/2""X1/4",Plumbing,9,4.60,3,,X1/4,search,,,,,,,yes,open,,,
843,4964,SHH-HOOK-9290BN8,PKT,Sode Hook No. 8(18'S),Fishing & Tackle,9,4.50,3,,9290BN,search,,,,,,,yes,open,,,
844,5011,SHH-HOOK-10829BL-NO.08,PKT,Eupro Fishing Hook No. 8 (14PC),Fishing & Tackle,9,3.90,3,,10829BL,search,,,,,,,yes,open,,,
845,6325,ELE-HOL-MX660/A,PCS,13A E27 Night Light Holder,Electrical,9,3.90,3,,E27,search,,,,,,,yes,open,,,
846,3807,BAT-TOS-AA,PCK,Toshiba Battery Aa (4PCS/PCK),Electrical,9,3.50,3,,4PCS/PCK,search,,,,,,,yes,open,,,
847,5272,SHH-HOOK-4310N-NO.10,PKT,No. 10 Exori Super Strong Hook (20'S),Fishing & Tackle,9,3.50,3,,4310N,search,,,,,,,yes,open,,,
848,5273,SHH-HOOK-4310N-NO.12,PKT,No. 12 Exori Super Strong Hook (20'S),Fishing & Tackle,9,3.50,3,,4310N,search,,,,,,,yes,open,,,
849,6253,"FIT-SS239R-SOC-REC-MXF-3/4""-SUS304",PCS,SS Mxf Reducing Socket 3/4,Electrical,9,3.50,3,,SS239R,search,,,,,,,yes,open,,,
850,6465,VAL-BAL-MMAN-7733#X1/2,PCS,M'man Ball Valve X 1/2,Plumbing,9,3.30,3,,W/THREAD-7733,search,,,,,,,yes,open,,,
851,5411,SHH-HOOK-12146BN-1/0,PKT,No. 1/0 Hytac Hook 18'S,Fishing & Tackle,9,3.20,3,,12146BN,search,,,,,,,yes,open,,,
852,5437,SHH-SINKER-HOLE-NO.1,PCK,Hole Sinker No. 1 (10PCS/PCK),Fishing & Tackle,9,2.80,3,,10PCS/PCK,search,,,,,,,yes,open,,,
853,6863,FAS-BOL-ANC06,PCK,Sh Drop IN Anchor 1/4 X 1-1/8 (5PCS/PCK),Fasteners & Fixings,9,2.20,3,,5PCS/PCK,search,,,,,,,yes,open,,,
854,2939,PIP-HDPE-25MM-N-SIRIM,COIL,HDPE Pipe 25MM (non-sirim),Plumbing,8,132.00,3,,PN12.5,search,,,,,,,yes,open,,,
855,3222,ELE-LED-SOL-YB-L10507-34W,SET,Marviss 34W Outdoor Sensor Solar Light (L10517),Electrical,8,89.00,3,,L10517,search,,,,,,,yes,open,,,
856,2744,CHA-SAW-IETO-HD3012,SET,Ieto Electric Chain Saw Stand HD3012,"Rope, Chain & Netting",8,69.00,3,,HD3012,search,,,,,,,yes,open,,,
857,3520,FAS-SCR-ZPH-DSMHO620-BOX,BOX,Sr Zph Self Drilling Screw (500PCS/BOX) DSM-HO620,Fasteners & Fixings,8,65.00,3,,500PCS/BOX,search,,,,,,,yes,open,,,
858,3104,MEA-TAP-SENSUI-JBM048-25FT,PCS,25FT Sensui Measuring Tape (S10),Hand Tools,8,39.50,3,,25FT,search,,,,,,,yes,open,,,
859,3103,LOC-COL-RA401,PCS,Colex Anti-cut Steel Padlock RA-401,Locks & Security,8,36.90,3,,RA-401,search,,,,,,,yes,open,,,
860,4178,SWI-T/SOC-FLE-915-5M5G,SET,Fle T/skt Sp TC-5GL-540B 915-5M,Electrical,8,30.50,3,,TC-5GL-540B,search,,,,,,,yes,open,,,
861,4381,SWI-SOC-ULT-M074MG,PCS,Ultra 1GANG Data Out (RJ45)-MAT Grey (M074MG),Electrical,8,29.60,3,,1GANG,search,,,,,,,yes,open,,,
862,4406,BIB-TAP-K2B-LT8114,PCS,Luxtec Wall Bibtap K2B-LT8114,Plumbing,8,27.50,3,,K2B-LT8114,search,,,,,,,yes,open,,,
