ordinal,source_position,item_code,uom,display_name,category,stock_qty,price_myr,priority_tier,detected_brand,detected_model,action,prior_decision,prior_page,prior_image,prior_local_asset,prior_source,prior_reason,useful_brand_or_model,ledger_state,ledger_tiers_tried,ledger_researcher_decision,ledger_gate
1679,3880,X-FLO-MOC-M66065-QC184,PCS,600MM X 600MM Polished Tiles (nano) M66065,Power Tools,3,14.50,3,,M66065,search,,,,,,,yes,open,,,
1680,5999,SWI-SOC-ULT-M031W,PCS,Ultra 16A 3 GANG 1 Way-white (M031W),Electrical,3,14.40,3,,M031W,search,,,,,,,yes,open,,,
1681,4812,TOO-DRV-2WAYW3082A,PCS,Adj Two Way Screwdriver,Hand Tools,3,13.90,3,,W3082A,search,,,,,,,yes,open,,,
1682,5854,ELE-PVC-BOX-TC6X8,PCS,Tc 6X8 PVC Enclosure Box,Electrical,3,13.90,3,,6X8,search,,,,,,,yes,open,,,
1683,2753,TOO-WRE-PIP-A200MM,PCS,Glotool Pipe Wrench American Type 8,Hand Tools,3,13.50,3,Glotool,,search,,,,,,,yes,open,,,
1684,3828,TOO-DRV-STA-6.5X150MM-9960651930,PCS,"Cushion Grip S/dr Std - (1/4""X6"")",Power Tools,3,13.50,3,,6.5X150MM,search,,,,,,,yes,open,,,
1685,4224,BLI-HSS-HOL-SAW-22MM,PCS,Blimax Hss Hole SAW-22MM,Power Tool Accessories,3,13.30,3,,SAW-22MM,search,,,,,,,yes,open,,,
1686,5013,SHH-SPE-FIS-FS605,PCS,Fish Spears (5PRONGS)/8105,Fishing & Tackle,3,12.50,3,,5PRONGS,search,,,,,,,yes,open,,,
1687,5081,SHH-LINE-L/G-OSML15,PCS,Omega Shigeru Mono Line (green) 15LBS,Fishing & Tackle,3,11.90,3,,15LBS,search,,,,,,,yes,open,,,
1688,5106,SHH-LINE-L/G-OHML15,PCS,Omega Hayasu Mono Line (rainbow) 15LBS,Fishing & Tackle,3,11.90,3,,15LBS,search,,,,,,,yes,open,,,
1689,5268,LOC-WAT-CS-508,PCS,Corsa Meter Lock,Locks & Security,3,11.90,3,,CS-508,search,,,,,,,yes,open,,,
1690,5083,SHH-SPE-FIS-FS604,PCS,Fish Spears (4PRONGS)/8105 (SFF4),Fishing & Tackle,3,11.60,3,,4PRONGS,search,,,,,,,yes,open,,,
1691,5025,AIR-DUS-LX03,PCS,AD04 Long PVC Air Duster,Automotive,3,10.90,3,,AD04,search,,,,,,,yes,open,,,
1692,5178,SHH-SPE-FIS-FS504,PCS,Fish Spears (4 PRONGS)/8106/FS8102,Fishing & Tackle,3,10.90,3,,8106/FS8102,search,,,,,,,yes,open,,,
1693,3996,DOR-HIN-A177,SET,"A177 S/s Fulsh Hinges 4""X2.5MM",Doors & Hardware,3,10.50,3,,A177,search,,,,,,,yes,open,,,
1694,5239,SHH-SPE-FIS-FS503,PCS,Fish Spears (3 PRONGS)/8106/FS8102/FS8107,Fishing & Tackle,3,10.50,3,,8106/FS8102/FS8107,search,,,,,,,yes,open,,,
1695,5133,MDD-CON-MALE-RED,PCK,Male Disconnects - Red (1.5MM) (20PCS/PCK),Electrical,3,9.90,3,,20PCS/PCK,search,,,,,,,yes,open,,,
1696,2814,FLO-PVC-NO.490-12,MTR,PVC Flooring No. 359-03,Flooring,3,9.50,3,,NO.359-03,search,,,,,,,yes,open,,,
1697,2835,FLO-PVC-477-12,MTR,PVC Flooring No. 105-03,Flooring,3,9.50,3,,NO.105-03,search,,,,,,,yes,open,,,
1698,2836,FLO-PVC-NO-K21314,MTR,PVC Flooring No. K15201,Flooring,3,9.50,3,,K15201,search,,,,,,,yes,open,,,
1699,2837,FLO-PVC-NO-YP 25709,MTR,PVC Flooring No. K31210,Flooring,3,9.50,3,,K31210,search,,,,,,,yes,open,,,
1700,2838,FLO-PVC-NO.K28605,MTR,PVC Flooring No. K28605,Flooring,3,9.50,3,,K28605,search,,,,,,,yes,open,,,
1701,3050,FLO-PVC-KJ-TH121-2,MTR,Zirafah PVC Flooring H117-12,Flooring,3,9.50,3,,H117-12,search,,,,,,,yes,open,,,
1702,3051,FLO-PVC-NO-H198-1,MTR,Zirafah PVC Flooring H065-6,Flooring,3,9.50,3,,H065-6,search,,,,,,,yes,open,,,
1703,4078,BOS-1619-P09-976,PCS,Round Nut White (rplc 1603-340-037),Fasteners & Fixings,3,9.50,3,Bosch,,search,,,,,,,yes,open,,,
1704,5325,AER-6UT66,PCS,Aerico 6UT66,Other,3,9.20,3,,6UT66,search,,,,,,,yes,open,,,
1705,6260,NAI-CON-ACE-16-BOX,BOX,Ace Galvanised Flat Head Nails 16 X 2.0 (500GM),Fasteners & Fixings,3,9.20,3,,500GM,search,,,,,,,yes,open,,,
1706,4504,NAI-ROO-SUP-P65MM,PCK,E. G Roofing Nail - Plain 65MM 1KGS,Fasteners & Fixings,3,8.90,3,,1KGS,search,,,,,,,yes,open,,,
1707,5326,AIR-DUS-PVC-LX02,PCS,AD02 PVC Air Duster,Automotive,3,8.80,3,,AD02,search,,,,,,,yes,open,,,
1708,2999,TOO-NIE-TAM-T25,PCS,Nietz E/long Tamper Tx-star Wrench (red) 53283025,Hand Tools,3,8.70,3,Nietz,,search,,,,,,,yes,open,,,
1709,5409,SHH-HOO-MS4310-NO.1/0,PCK,No. 1/0 Eupro Fishing Hook (9'S),Fishing & Tackle,3,8.30,3,,1920-SS,search,,,,,,,yes,open,,,
1710,5666,LIQ-MOL-HAN-WAS-300G,CAN,HANDWASCHPASTE-300G,Other,3,7.90,3,,HANDWASCHPASTE-300G,search,,,,,,,yes,open,,,
1711,6483,SWI-PLU-UMS-150 15A,PCS,Ums 15A Air Cond P/top SIRIM,Electrical,3,7.90,3,,PT150R,search,,,,,,,yes,open,,,
