ordinal,source_position,item_code,uom,display_name,category,stock_qty,price_myr,priority_tier,detected_brand,detected_model,action,prior_decision,prior_page,prior_image,prior_local_asset,prior_source,prior_reason,useful_brand_or_model,ledger_state,ledger_tiers_tried,ledger_researcher_decision,ledger_gate
5874,441,BOS-0601-9F0-0L3,UNIT,Gsr + Gdr Combo Kit,Power Tools,1,699.00,2,Bosch,120-LI,reopen,pending,,,,g2500,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",yes,open,,,
5875,326,TOI-TRP-WC-2123A-P,SET,Saniware Washdown Closet WC-2123A-P180MM,Bathroom,1,695.00,2,Saniware,WC-2123A-P180MM,reopen,pending,,,,g2500,Fail-closed: evidence insufficient for VERIFIED. NOT_PRESERVED,yes,open,,,
5876,797,BOS-SMCGE170F,UNIT,Sumo Drive Engine + Adaptor,Electrical,1,695.00,2,Bosch,SMCGE170F,reopen,pending,,,,g2500,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",yes,open,,,
5877,450,BOS-0601-387-5L0,UNIT,Gex Eccentric Disc Sander 125-1AE,Power Tools,1,685.00,2,Bosch,125-1AE,reopen,pending,,,,g2500,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",yes,open,,,
5878,314,BAS-SOR-SRTWB3415-BW,PCS,Sorento Firenze Series Ultra Thin Edge Basin (blk+whi),Bathroom,1,649.00,2,Sorento,SRTWB3415-BW,reopen,pending,,,,g2500,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",yes,open,,,
5879,467,BOS-86-AA126,UNIT,High Pressure Cleaner 120 BAR,Power Tools,1,649.00,2,Bosch,8IGHTY6IX,reopen,pending,,,,g2500,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",yes,open,,,
5880,452,BOS-RK32,UNIT,Robin Brush Cutter (t-type) -RK32,Outdoor & Garden,1,648.00,2,Bosch,RK32,reopen,pending,,,,g2500,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",yes,open,,,
5881,328,SHO-SOR-SRTWT7602SS,PCS,Sorento S/s Shower Set,Bathroom,1,629.00,2,Sorento,2-WAYS,reopen,pending,,,,g2500,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",yes,open,,,
5882,830,ALP-WAT-HEA-IM-9E-SIL,UNIT,Alpha Instant Water Plus Rainshower-sil HEATER-IM-9E,Home Appliances,1,629.00,2,,HEATER-IM-9E,reopen,pending,,,,g2500,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",yes,open,,,
5883,318,BAS-SOR-SRTWT6807-RG-MIX,PCS,Sorento High Basin Mixer Tap (rs+mb),Bathroom,1,598.00,2,Sorento,SRTWT6807-RG,reopen,pending,,,,g2500,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",yes,open,,,
5884,847,FAN-CEI-ALP-FALKO 07,UNIT,"Alkova Ceiling FAN-DEZI/56""-MATT Black",Fans & Ventilation,1,595.00,2,,FAN-DEZI/56,reopen,pending,,,,g2500,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",yes,open,,,
5885,848,FAN-CEI-ALP-FALKO 08,UNIT,"Alkova Ceiling FAN-DEZI/56""-MATT White",Fans & Ventilation,1,595.00,2,,FAN-DEZI/56,reopen,pending,,,,g2500,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",yes,open,,,
