ordinal,source_position,item_code,uom,display_name,category,stock_qty,price_myr,priority_tier,detected_brand,detected_model,action,prior_decision,prior_page,prior_image,prior_local_asset,prior_source,prior_reason,useful_brand_or_model,ledger_state,ledger_tiers_tried,ledger_researcher_decision,ledger_gate
5035,7555,TAP-SKC-UNC-14MM,SET,Skc Hand Tap Unc 9/16,Plumbing,1,45.70,3,,,search,,,,,,,no,open,,,
5036,6756,BLI-HSS-HOL-SAW-60MM,PCS,Navato Hole Saw Cutter 60MM,Power Tool Accessories,1,44.90,3,,,search,,,,,,,no,open,,,
5037,7145,MAC-OIL-RUB-5A,SET,Rubber Oil Ring Kit- Orkit 5A,Automotive,1,42.90,3,,,search,,,,,,,no,open,,,
5038,7146,MAC-OIL-RUB-5C,SET,Rubber Oil Ring Kit- Orkit 5C,Automotive,1,42.90,3,,,search,,,,,,,no,open,,,
5039,7626,GUN-MII-6159#,PCS,Mii Red Spray Waxing Gun 6159,Fasteners & Fixings,1,42.50,3,,,search,,,,,,,no,open,,,
5040,7160,CUT-KNIFE,PCS,Foochow Knife,Abrasives & Cutting,1,42.00,3,,,search,,,,,,,no,open,,,
5041,5110,TOI-ACC-URI,SET,Urinal Accessories,Bathroom,1,39.50,3,,,search,,,,,,,no,open,,,
5042,7189,AIR-CHU-E-111-3,PCS,Dual Tire Chuck With Metal Gauge (0-160 Psi),Automotive,1,37.90,3,,,search,,,,,,,no,open,,,
5043,5721,IND-CAS-NYL-75MM,SET,3 IN White Nylon Caster Wheel,Building Materials,1,36.90,3,,,search,,,,,,,no,open,,,
5044,7584,TAP-SKC-UNC-12MM,SET,Skc Hand Tap Unc 1/2,Plumbing,1,36.90,3,,,search,,,,,,,no,open,,,
5045,7615,X-BOS-2608-579-507,PCS,Ceramic Expert Drill Bit 7 X 90MM,Power Tool Accessories,1,36.90,3,,,search,,,,,,,no,open,,,
5046,5099,HHD-CIS-HIGH,SET,Weser Plastic High Level Cristern,Bathroom,1,35.00,3,,,search,,,,,,,no,open,,,
5047,7295,"AER-RO-JOI-4""+2""",PCS,Aerico 4 + 2 Ro Joint,Other,1,34.90,3,,,search,,,,,,,no,open,,,
5048,7334,SHH-ROD-S2904150,PCS,Santec 2696-562(165) (5'6'') Hornycorn Trans Solid Rod,Fishing & Tackle,1,34.90,3,,,search,,,,,,,no,open,,,
5049,7349,"SHH-ROU-LAN-NET-19X1/2""",PCS,Round Landing Net 19 X 1/2,Fishing & Tackle,1,32.50,3,,,search,,,,,,,no,open,,,
5050,7669,TOO-DRI-MA039,PCS,26 Sds Auto Plug Locking Drill Chuck,Power Tool Accessories,1,32.50,3,,,search,,,,,,,no,open,,,
5051,5222,COC-BAS-CVL-6065,PCS,Cavallo 6065 Basin Tap,Bathroom,1,30.90,3,,,search,,,,,,,no,open,,,
5052,6421,IND-CEM-KEM-GREY-20KG,BAG,Kemgrip Adhesive Cement Grey 20KG,Chemicals & Adhesives,1,30.90,3,,,search,,,,,,,no,open,,,
5053,7655,ALP-SHO-ACC,UNIT,Shower Accessories T-type Stop Valve-silver,Plumbing,1,30.00,3,,,search,,,,,,,no,open,,,
5054,4868,KGR-OXI-59A1LIT,TIN,Stove Brand 59A Green Oxide Paint 1 Litre,Paint & Sundries,1,29.90,3,,,search,,,,,,,no,open,,,
5055,6390,X-DOR-LOC-CYL-02103,SET,Br 579 AC Cylindrical Door Lock,Doors & Hardware,1,29.50,3,,,search,,,,,,,no,open,,,
5056,7370,TOO-CLA-G-RED-200,PCS,G-clamp (red) 8,Hand Tools,1,29.50,3,,,search,,,,,,,no,open,,,
5057,7641,TAP-SKC-UNC-10MM,SET,Skc Hand Tap Unc 3/8,Plumbing,1,29.50,3,,,search,,,,,,,no,open,,,
5058,6731,OIL-COM-AIRVON-AV06810P,TIN,Airbank Mineral Based Compressor Oil (1L),Power Tools,1,28.50,3,,,search,,,,,,,no,open,,,
5059,7382,SHH-NYL-NET-8,PCS,Automatic Nylon Fishing Mesh Net 8 Hole,Fishing & Tackle,1,28.50,3,,,search,,,,,,,no,open,,,
5060,6973,SMR-TCT-HOL-SAW-30MM,PCS,Smr Tct Holesaw 30MM,Power Tool Accessories,1,27.90,3,,,search,,,,,,,no,open,,,
5061,6052,SAF-SLI-GLO-2TON4M,LGTH,Webbing Sling (glolift) 50MM 2 Ton X 4M,Lifting & Rigging,1,26.90,3,,,search,,,,,,,no,open,,,
5062,7450,TOO-WRE-OIL-FW-7008B,PCS,Fiesto Chain Oil Filter Wrench 12,Hand Tools,1,26.90,3,,,search,,,,,,,no,open,,,
5063,7394,CAR-WAX-REPELL,PCS,Lizard Repellent 500ML,Automotive,1,26.80,3,,,search,,,,,,,no,open,,,
5064,7675,SHH-BAS-WIR-WB12G,PCS,"Wire Basket 12""/30CM (gold)",Electrical,1,26.50,3,,,search,,,,,,,no,open,,,
5065,7361,"CUT-PAR-18""",PCS,18 Parang,Abrasives & Cutting,1,25.50,3,,,search,,,,,,,no,open,,,
5066,5674,SPR-BID-06093,SET,Ets 302 Elise Toilet Sprayer Set,Bathroom,1,25.30,3,,,search,,,,,,,no,open,,,
5067,7448,SHH-NYL-NET-6,PCS,Automatic Nylon Fishing Mesh Net 6 Hole,Fishing & Tackle,1,24.90,3,,,search,,,,,,,no,open,,,
5068,7386,CAR-ARMOR-PROTECT,PACK,Armor All 300ML Protectant,Automotive,1,24.50,3,,,search,,,,,,,no,open,,,
5069,5181,TOO-ELE-GUN-GLU-60W,SET,60W Glue Gun,Chemicals & Adhesives,1,23.90,3,,,search,,,,,,,no,open,,,
5070,5838,TOO-ELE-GUN-PIN-60W,PCS,60W Soldering Iron Gun,Home Appliances,1,23.90,3,,,search,,,,,,,no,open,,,
5071,7469,CAR-WAX-MOS-CLE,PCS,Mcs Super Mosaic Clean - 500ML,Automotive,1,23.90,3,,,search,,,,,,,no,open,,,
5072,7692,GUN-H/D-10-1/2'',PCS,Heavy Duty (revolving) Caulking Gun - 10-1/2,Fasteners & Fixings,1,23.90,3,,,search,,,,,,,no,open,,,
5073,7478,"TOO-DRV-STA-TAN-8MM-10""-#3+",PCS,Tank Thru Screwdriver - 8MM X 10 X 3 (+),Hand Tools,1,23.60,3,,,search,,,,,,,no,open,,,
5074,6868,GAR-SPR-LAN-CR8446B,PCS,Spraying Lance (bend),Outdoor & Garden,1,22.90,3,,,search,,,,,,,no,open,,,
5075,6992,"TOO-BAR-WRE-STR-30""",PCS,Gd Wrecking BAR (straight) 30,Power Tools,1,22.90,3,,,search,,,,,,,no,open,,,
5076,6872,PYE-TOI-MOS-1000ML,BOT,PYE Mosaic&toilet Stains Remover Kleen 1000ML,Chemicals & Adhesives,1,22.80,3,,,search,,,,,,,no,open,,,
5077,6933,TOO-LEV-STA-993042291,PCS,8 X 3 Vials Torpedo Levels-magnetic,Power Tools,1,22.50,3,,,search,,,,,,,no,open,,,
5078,7387,CAR-CLE-WHEEL,BTL,Armor All Wheel & Tire Cleaner 300ML,Automotive,1,22.50,3,,,search,,,,,,,no,open,,,
5079,7472,PAI-GAL-6G-9600,PCS,9600 6G Pail,Housewares,1,21.90,3,,,search,,,,,,,no,open,,,
5080,6058,X-CIMA-DL-L/SC38/RND/18W/DL,SET,Senco 6 Round LED Panel Light 18W,Lighting,1,21.50,3,,,search,,,,,,,no,open,,,
5081,7499,SHH-REEL-LINE-SS800,PCS,Santec Sepit 800 Prawn Reel W/line,Fishing & Tackle,1,21.50,3,,,search,,,,,,,no,open,,,
5082,7057,X-TOO-DRI-ADA-13MM,PCS,13MM Drill Chuck With Adapter Adamark,Power Tools,1,18.50,3,,,search,,,,,,,no,open,,,
5083,7138,X-CAB-NET-WOR-1.0M,PCS,Dintek Cat 5 Patch Cord 1 Meter (grey),Power Tools,1,18.00,3,,,search,,,,,,,no,open,,,
5084,7538,CAR-HIT-HP-CB999067,PCS,Carbon Brush,Automotive,1,17.50,3,,,search,,,,,,,no,open,,,
5085,6124,LOC-TRI-264,PCS,264 Tricycle Pad Lock,Locks & Security,1,16.50,3,,,search,,,,,,,no,open,,,
5086,7703,COC-BAL-L602,PCS,Vovo Brass Ball Cock 1/2,Plumbing,1,16.50,3,,,search,,,,,,,no,open,,,
5087,7047,DOR-INS-KIT-26095(5),SET,Br 4009 5PCS Lockset Installation Kit,Doors & Hardware,1,15.90,3,,,search,,,,,,,no,open,,,
5088,7553,PAI-GAL-606S,PCS,6 Gallon Pail,Housewares,1,15.90,3,,,search,,,,,,,no,open,,,
5089,7250,BLI-HSS-HOL-SAW-26MM,PCS,Navato Hole Saw Cutter 26MM,Power Tool Accessories,1,15.80,3,,,search,,,,,,,no,open,,,
5090,7571,TOO-FIL-SENSUI-SNF001-B,PCS,8 Sensui Metal Flat File,Hand Tools,1,15.80,3,,,search,,,,,,,no,open,,,
5091,6145,IND-SCO-WOO-501,PCS,501 Wooden Handle Shovel Head (PCS),Doors & Hardware,4,14.90,3,,,duplicate_listing,,,,,,,no,open,,,
5092,5267,IND-SCO-WOO-503,PCS,503 Wooden Handle Shovel Head,Doors & Hardware,1,14.90,3,,,search,,,,,,,no,open,,,
5093,7554,"SHH-CAGE-2RING-12""-2",PCS,"2 Ring Cages 12 (210/5 X 12"")",Fishing & Tackle,1,14.50,3,,,search,,,,,,,no,open,,,
5094,6540,TOO-COM-GD29,PCS,Gd Combination Wrench 29MM,Hand Tools,1,14.30,3,,,search,,,,,,,no,open,,,
5095,7552,PAI-GAL-4G-9400,PCS,9400 4G Pail,Housewares,1,13.50,3,,,search,,,,,,,no,open,,,
5096,7557,WEL-LON-BAC-CAP,PCS,Long Back Cap,Welding,1,13.00,3,,,search,,,,,,,no,open,,,
5097,6422,LOC-TRI-263,PCS,263 Tricycle Pad Lock,Locks & Security,1,12.90,3,,,search,,,,,,,no,open,,,
5098,7379,PVC-STRAPPING-APPLE GREEN,KGS,PVC Strapping Apple Green (KGS),Packaging,2,12.90,3,,,duplicate_listing,,,,,,,no,open,,,
5099,7380,PVC-STRAPPING-GREEN,KGS,PVC Strapping Green (KGS),Packaging,2,12.90,3,,,duplicate_listing,,,,,,,no,open,,,
5100,6811,PVC-STRAPPING-PIN,KGS,PVC Strapping Pink-t,Packaging,1,12.90,3,,,search,,,,,,,no,open,,,
5101,7605,TOO-PLI-DIA-K0011,PCS,Standard 9421 6 B/h Diagonal Cutting Plier (tw),Hand Tools,1,12.90,3,,,search,,,,,,,no,open,,,
5102,7575,IND-CAS-SOF-50MM,SET,2 IN Sofa Type Caster Wheel,Building Materials,1,12.70,3,,,search,,,,,,,no,open,,,
5103,7329,DRI-BIT-116G,PCS,19MM Hitmax Diamond Core Bit,Power Tool Accessories,1,12.50,3,,,search,,,,,,,no,open,,,
5104,7602,SHH-FROG-359114,PCS,359114 Santec Combait Poisonfrox Frog 35MM (soft Body),Fishing & Tackle,1,12.50,3,,,search,,,,,,,no,open,,,
5105,7635,REM-CON-RC/M-AUN787,PCS,Huayu Multi Fan Remote Control,Other,1,12.50,3,,,search,,,,,,,no,open,,,
5106,7724,GAR-SPR-CR8448CPT,PCS,Adjustable Cone Nozzle,Power Tool Accessories,1,11.90,3,,,search,,,,,,,no,open,,,
5107,7730,WHE-M'MAN-1169#,SET,M'man Hooded Caster W/screw 1169,Fasteners & Fixings,1,11.90,3,,,search,,,,,,,no,open,,,
5108,7331,PAI-SPR-ANC-001,PCS,400ML Anchor Spray - 1 Clear (PCS),Fasteners & Fixings,6,11.50,3,,,duplicate_listing,,,,,,,no,open,,,
5109,7576,PAI-SPR-ANC-002,PCS,400ML Anchor Spray - 2 White (PCS),Fasteners & Fixings,3,11.50,3,,,duplicate_listing,,,,,,,no,open,,,
