ordinal,source_position,item_code,uom,display_name,category,stock_qty,price_myr,priority_tier,detected_brand,detected_model,action,prior_decision,prior_page,prior_image,prior_local_asset,prior_source,prior_reason,useful_brand_or_model,ledger_state,ledger_tiers_tried,ledger_researcher_decision,ledger_gate
4196,6971,RAI-BOO-BLA-RUB-038#,PAIR,8834 Black Rubber Shoes W/studs 38,Curtains & Blinds,5,9.90,3,,,search,,,,,,,no,open,,,
4197,7480,"DRI-AUG-SDS-1/4""",PCS,1/4 Sds Plus Auger Bit,Power Tool Accessories,5,9.90,3,,,search,,,,,,,no,open,,,
4198,6159,TOO-ELE-TES-BRA,PCS,Brass Test Pen (yellow Card),Power Tools,5,9.80,3,,,search,,,,,,,no,open,,,
4199,4528,FLO-PVC-NO.25610,MTR,PVC Flooring No. 522-06,Flooring,5,9.50,3,,,search,,,,,,,no,open,,,
4200,4554,FLO-PVC-353-13,MTR,PVC Flooring No. 514-05,Flooring,5,9.50,3,,,search,,,,,,,no,open,,,
4201,4555,FLO-PVC-NO-283391-3,MTR,PVC Flooring No. 505-11,Flooring,5,9.50,3,,,search,,,,,,,no,open,,,
4202,7501,BNW-B&N-ORI-12125,KGS,Mild Steel Bolt & Nut 1/2 X 5,Fasteners & Fixings,5,9.50,3,,,search,,,,,,,no,open,,,
4203,7515,PIP-EXT-26175,PCS,"1/2""-3/4 Pipe Extractor",Plumbing,5,9.50,3,,,search,,,,,,,no,open,,,
4204,6958,"SHA-FLE-33""",PCS,Flexible Shaft 33,Other,5,9.00,3,,,search,,,,,,,no,open,,,
4205,7547,"DRA-SLI-WHI-16""",SET,Drawer Slide (light Duty) 16,Plumbing,5,8.90,3,,,search,,,,,,,no,open,,,
4206,5329,CAR-WAS-SHI-500ML,PCS,Aa Car Care Wash&shine (premium) 500ML,Automotive,5,8.80,3,,,search,,,,,,,no,open,,,
4207,7010,TYR-TUB-PRE-13X3,PCS,13 X 3 Rr Kingstone Tyre Tube,Automotive,5,8.60,3,,,search,,,,,,,no,open,,,
4208,6410,TOO-WRE-1011#,PCS,Mii Angle Grinder Wrench 1011,Power Tools,5,8.50,3,,,search,,,,,,,no,open,,,
4209,6576,FIT-GAL-NIP-38MM,PCS,Galvanised Nipple (280) 38MM,Plumbing,5,8.50,3,,,search,,,,,,,no,open,,,
4210,6409,TOO-HAM-RUB-16OZ,PCS,Rubber Mallet (cn) 16 Oz,Power Tools,5,8.30,3,,,search,,,,,,,no,open,,,
4211,5560,NUM-60MM-4,PCS,Acp Numbering 60MM - 4,Signage & Numbering,5,8.00,3,,,search,,,,,,,no,open,,,
4212,5615,NUM-60MM-5,PCS,Acp Numbering 60MM - 5,Signage & Numbering,5,8.00,3,,,search,,,,,,,no,open,,,
4213,5616,NUM-60MM-C,PCS,Acp Alphabet 60MM - C,Signage & Numbering,5,8.00,3,,,search,,,,,,,no,open,,,
4214,7184,NUM-60MM-H,PCS,Acp Alphabet 60MM - H,Signage & Numbering,5,8.00,3,,,search,,,,,,,no,open,,,
4215,7132,SHH-LASTIK,PCS,Lastik PVC,Fishing & Tackle,5,7.90,3,,,search,,,,,,,no,open,,,
4216,7218,SHH-BLK-NYL-210/21-BK,PCS,210/21 100G Black Nylon Twine (308),"Rope, Chain & Netting",5,7.70,3,,,search,,,,,,,no,open,,,
4217,7221,SHH-LIG-NYL-210/21,PCS,210/21 100G L. Brown Nylon T.(LIVLON)(357),Fishing & Tackle,5,7.70,3,,,search,,,,,,,no,open,,,
4218,5526,ROP-NYL-1MM,COIL,1.0MM Nylon String,"Rope, Chain & Netting",5,7.60,3,,,search,,,,,,,no,open,,,
4219,7220,SHH-LIG-NYL-210/18,PCS,210/18 100G L. Brown Nylon Twine (LIVLON)(357),"Rope, Chain & Netting",5,7.60,3,,,search,,,,,,,no,open,,,
4220,7219,SHH-LIG-NYL-210/12,PCS,210/12 100G L. Brown Nylon (LIVLON)(357),Fishing & Tackle,5,7.40,3,,,search,,,,,,,no,open,,,
4221,7222,SHH-LIG-NYL-210/9,PCS,210/9 100G Light Brown N. T.(LIVLON)(357),Fishing & Tackle,5,7.30,3,,,search,,,,,,,no,open,,,
4222,7303,"HOS-FLE-BT/M039-10""",PCS,10 Flexible Hose,Outdoor & Garden,5,7.00,3,,,search,,,,,,,no,open,,,
4223,4672,TOO-WRE-KEY-ATHM-5,PCS,Arrow T Flat Hex Key (metric) With Plastic Handle - 5MM,Doors & Hardware,5,6.90,3,,,search,,,,,,,no,open,,,
4224,7257,"SHH-PE.BAG-24""",PCS,P. E. Bags 24,Fishing & Tackle,5,6.90,3,,,search,,,,,,,no,open,,,
4225,7589,DOR-PAD-KTAC100,SET,4 King Top A/c Surface Bolt,Fasteners & Fixings,5,6.90,3,,,search,,,,,,,no,open,,,
4226,7608,DOR-PAD-KTSS125,SET,5 King Top S/steel Surface Bolt,Fasteners & Fixings,5,6.20,3,,,search,,,,,,,no,open,,,
4227,6051,RIG-CLI-GAL-25MM,PCS,Galvanised Wire Rope Clip 25MM,Lifting & Rigging,5,5.90,3,,,search,,,,,,,no,open,,,
4228,6817,TOO-DRV-KT125-,PCS,5 King Top (-) Screw Driver,Fasteners & Fixings,5,5.90,3,,,search,,,,,,,no,open,,,
4229,7263,IND-CEM-TILE-400G,PCK,400G Scinmix Tile Fix Addtive (tfa),Flooring,5,5.90,3,,,search,,,,,,,no,open,,,
4230,7311,"CUT-PVC-FIL-9002R-4""",PCS,4 Prc PVC File Handle-rectangle,Hand Tools,5,5.10,3,,,search,,,,,,,no,open,,,
4231,7531,IND-WHE-BAR-SHA-5IN1,PCS,Wheel Barrow Shaft (5 IN 1),Building Materials,5,5.00,3,,,search,,,,,,,no,open,,,
4232,6760,CIS-HAN-PVCH/L,PCS,PVC H/l Cistern Handle,Doors & Hardware,5,4.90,3,,,search,,,,,,,no,open,,,
4233,7444,TOO-CHI-THF250,PCS,Cold Chisel High Tensile 250MM Flat,Hand Tools,5,4.90,3,,,search,,,,,,,no,open,,,
4234,6741,COC-PVC-3325,PCS,Profesional Water Filter System 3325,Pumps & Water,5,4.60,3,,,search,,,,,,,no,open,,,
4235,4466,ADH-ALT-110,PCS,Alteco Super Glue 110 (twin Pack),Chemicals & Adhesives,5,4.50,3,,,search,,,,,,,no,open,,,
4236,4979,HOO-SNA-SS-4MM,PCS,S/s Snap Hook 4MM X 40MM,Doors & Hardware,5,4.50,3,,,search,,,,,,,no,open,,,
4237,6174,RIG-NIP-38MM,PCS,K. C. Nipple 38 MM,Lifting & Rigging,5,4.50,3,,,search,,,,,,,no,open,,,
4238,7451,CLI-HOS-56X59,PCS,Rb Super Hose Clamp 56 X 59,Hand Tools,5,4.10,3,,,search,,,,,,,no,open,,,
4239,3139,PAI-BRU-633-100MM,PCS,Paint Brush 633 X 100MM,Paint & Sundries,5,3.90,3,,,search,,,,,,,no,open,,,
4240,4938,PAI-BRU-086-75MM,PCS,086 Cs Nylon Paint Brush 3,Paint & Sundries,5,3.90,3,,,search,,,,,,,no,open,,,
4241,5980,"TOO-FIL-ORE-7/32""",PCS,7/32 Oregan Chainsaw File (b),Hand Tools,5,3.80,3,,,search,,,,,,,no,open,,,
4242,3710,HOS-GAS-ORA50,MTR,Glogas Gas Hose Orange Red,Outdoor & Garden,5,3.50,3,,,search,,,,,,,no,open,,,
4243,6105,NAI-COM-75MM-20KG,PCK,3 Wire Nail,Fasteners & Fixings,5,3.20,3,,,search,,,,,,,no,open,,,
4244,6912,RIG-NIP-19MM,PCS,K. C. Nipple 19 MM,Lifting & Rigging,5,2.90,3,,,search,,,,,,,no,open,,,
4245,7645,FAS-HOO-EYE-2#,PCK,2 Hook & Eyes (24 Pcs/pck),Fishing & Tackle,5,2.40,3,,,search,,,,,,,no,open,,,
4246,7747,TOO-DRI-BIT-65++,PCS,Sr Rockey Screw Bit 2 X 65++,Fasteners & Fixings,5,2.40,3,,,search,,,,,,,no,open,,,
4247,7546,"DOR-BOL-RAI-4""",PCS,4 Rainbows Tower Bolt (PCS),Fasteners & Fixings,20,2.30,3,,,duplicate_listing,,,,,,,no,open,,,
4248,7377,"FIT-HDPE-BEN-MAL-20MMX3/4""",PCS,HDPE Bend Male 20MM X 3/4,Plumbing,5,2.00,3,,,search,,,,,,,no,open,,,
4249,7732,FIT-GAL-BUSH-12MMX18MM,PCS,Galv Bushing 3/4 X 1/2,Plumbing,5,2.00,3,,,search,,,,,,,no,open,,,
4250,7528,FIT-HDPE-ORI-32MM,PCS,HDPE O-ring 32MM,Plumbing,5,1.90,3,,,search,,,,,,,no,open,,,
4251,7729,"ELE-PVC-NUT-3""X6""",PCS,3 X 6 White Box W/nut,Fasteners & Fixings,5,1.60,3,,,search,,,,,,,no,open,,,
4252,5392,FIR-LIG-CRI,PCS,Cricket Lighter 50'S,Safety & Workwear,5,1.30,3,,,search,,,,,,,no,open,,,
4253,5399,IND-NET-FIB-G4FTS,FTS,4 Nylon Netting,"Rope, Chain & Netting",5,1.20,3,,,search,,,,,,,no,open,,,
