ordinal,source_position,item_code,uom,display_name,category,stock_qty,price_myr,priority_tier,detected_brand,detected_model,action,prior_decision,prior_page,prior_image,prior_local_asset,prior_source,prior_reason,useful_brand_or_model,ledger_state,ledger_tiers_tried,ledger_researcher_decision,ledger_gate
3357,5815,TOO-DRV-KT150+,PCS,6 King Top (+) Screw Driver,Fasteners & Fixings,14,6.20,3,,,search,,,,,,,no,open,,,
3358,5927,BRA-S/STEEL-25MM-MMD25(D),PCS,25MM S/steel Bracket,Plumbing,14,6.20,3,,,search,,,,,,,no,open,,,
3359,7309,BRA-S/S-MULTI-S,PCS,Multi Functional S/steel Angle Bracket S Size,Plumbing,14,6.20,3,,,search,,,,,,,no,open,,,
3360,6573,BRU-CON-CRM611,PCS,Contour Washing Brush 611,Other,14,5.90,3,,,search,,,,,,,no,open,,,
3361,6640,BRA-SHE-1012,PAIR,10 X 12 Shelf Bracket,Housewares,14,5.90,3,,,search,,,,,,,no,open,,,
3362,3688,MAR-PAI-WHITE,PCS,Mungyo Paint Marker:white,Paint & Sundries,14,5.40,3,,,search,,,,,,,no,open,,,
3363,7339,DOR-PAD-KTSS100,SET,4 King Top S/steel Surface Bolt,Fasteners & Fixings,14,4.90,3,,,search,,,,,,,no,open,,,
3364,4043,TOO-WRE-KEY-ASUMA-MALK001-A,SET,8PCS (mm) Asuma Alenkey,Power Tools,14,4.80,3,,,search,,,,,,,no,open,,,
3365,6850,MIDDY-END-CAP-LEFT-WHT,PCS,Middy: End Cap - Left (white),Other,14,4.60,3,,,search,,,,,,,no,open,,,
3366,4419,HHD-FLO-BAL-18MM,PCS,3/4 Poly Ball Only Black Colour,Bathroom,14,4.50,3,,,search,,,,,,,no,open,,,
3367,4869,MAR-PEN-RED,PCS,Sharpie Fine Point P/marker (ls)- Red,Hand Tools,14,4.20,3,,,search,,,,,,,no,open,,,
3368,6941,OUT-CON-RUB-BLACK-318,PCS,38MM Rubber Inlet Connector-black,Other,14,4.20,3,,,search,,,,,,,no,open,,,
3369,4795,"IND-IRON-BUSH-1/2""",PCS,Coller Iron Bush 1/2,Home Appliances,14,3.90,3,,,search,,,,,,,no,open,,,
3370,7530,"GUN-GRE-NIP-90 3/8""",PCS,S. K Unf 90 Degree Grease Nipple 3/8,Fasteners & Fixings,14,3.60,3,,,search,,,,,,,no,open,,,
3371,4059,PAI-BRU-086-65MM,PCS,086 Cs Nylon Paint Brush 2-1/2,Paint & Sundries,14,3.20,3,,,search,,,,,,,no,open,,,
3372,7595,DOR-BOL-PVC,PCS,4 IN PVC Tower Bolt,Fasteners & Fixings,14,2.90,3,,,search,,,,,,,no,open,,,
3373,5619,RIG-TUR-10MM,PCS,Galvanised Turnbuckle 10MM,Lifting & Rigging,14,2.70,3,,,search,,,,,,,no,open,,,
3374,7125,INK-POT-SMALL,PCS,Small Ink Pot,Other,14,2.70,3,,,search,,,,,,,no,open,,,
3375,7333,SHH-PE-TWINE-380271GG,PCS,380/27 Gg P. E Twine,"Rope, Chain & Netting",14,2.60,3,,,search,,,,,,,no,open,,,
3376,6660,FIT-GAL-NIP-18MM,PCS,Galvanised Nipple (280) 18MM,Plumbing,14,2.50,3,,,search,,,,,,,no,open,,,
3377,7192,BNW-BOL-HTM-M12-50MM,PCS,H/t Bolt - M 12 X 50MM,Fasteners & Fixings,14,1.50,3,,,search,,,,,,,no,open,,,
3378,3716,ROP-PP-04MM,MTR,4MM P. P Rope,"Rope, Chain & Netting",14,0.50,3,,,search,,,,,,,no,open,,,
3379,3715,ROP-PE-04MM,MTR,4MM P. E Rope,"Rope, Chain & Netting",14,0.40,3,,,search,,,,,,,no,open,,,
3380,7543,SWI-SOC-MET-740/13A,PCS,13A M/c Floor Socket,Electrical,13,48.00,3,,,search,,,,,,,no,open,,,
3381,6205,"PIP-UPVC-4514-6""",MTR,6 (160MM) 4514 X 6M Upvc Pipe,Plumbing,13,39.50,3,,,search,,,,,,,no,open,,,
3382,2747,GAS-REG-GIM-9MM*,PCS,3/8 Gim Gas Regulator,Home Appliances,13,37.90,3,,,search,,,,,,,no,open,,,
3383,4916,WIR-BRC-213X4X8-2.3MM,PCS,213 X 4 X 8 Brc,Other,13,37.00,3,,,search,,,,,,,no,open,,,
3384,4787,"CUT-DIS-AKODA-4""-D3",PCS,Akoda 4 Diamond Blade Thin Turbo D3,Abrasives & Cutting,13,36.50,3,,,search,,,,,,,no,open,,,
3385,6296,COC-BAL-VIP-319-SS18MM,PCS,319 3/4 Vip Union Lever Bib Tap,Plumbing,13,28.80,3,,,search,,,,,,,no,open,,,
3386,6418,"BRA-S/STEEL-L-10""X6""",SET,"S/steel L Bracket - 10""X6",Plumbing,13,28.30,3,,,search,,,,,,,no,open,,,
3387,6316,VAL-BAL-MIN-BV3WM,PCS,Sanwa 3 Way Mini Ball Valve 1/2 M/m/m,Plumbing,13,27.50,3,,,search,,,,,,,no,open,,,
3388,5193,DOR-LOC-CYL-SMR-3300,SET,Smr 3300 Cylindrical Lock (v/p),Locks & Security,13,26.90,3,,,search,,,,,,,no,open,,,
3389,3525,PYE-JNT-COM-SUR-5KG,TIN,PYE Joint Compound Surface 5KG,Building Materials,13,22.90,3,,,search,,,,,,,no,open,,,
3390,4616,PAI-HAN-ROC-1148#,PCS,Rockey 4.5M Twist Paint Roller 1148,Paint & Sundries,13,22.90,3,,,search,,,,,,,no,open,,,
3391,5453,CUT-KNI-LC-500B,PCS,Tajima Utility Knife 500,Hand Tools,13,22.50,3,,,search,,,,,,,no,open,,,
3392,5662,GAS-ROL-WK-PP9628-R5,PCS,5 Wheel Plastic Gas Cylinder Stand,Locks & Security,13,21.90,3,,,search,,,,,,,no,open,,,
3393,6750,"PIP-UPVC-4514-3""",MTR,"3""(82MM) 4514 X 6M Upvc Pipe",Plumbing,13,21.90,3,,,search,,,,,,,no,open,,,
3394,5471,BRO-MOP-MRMOP-M,PCS,41022 Mr Mop (m) Fine Cotton Mop,Housewares,13,20.50,3,,,search,,,,,,,no,open,,,
3395,3244,HHD-STO-JYMT-200MM,PCS,8 Jayamata Sharpening Stone,Bathroom,13,18.50,3,,,search,,,,,,,no,open,,,
3396,4615,"PAI-BRU-SEL-2.1/2""",PCS,2.1/2 Selleys All Purpose Paint Brush,Paint & Sundries,13,17.90,3,,,search,,,,,,,no,open,,,
3397,4713,HOS-SPR-05040,MTR,Mikasa Spring Hose - 50MM X 40M,Outdoor & Garden,13,16.90,3,,,search,,,,,,,no,open,,,
3398,6834,SWI-S/SKT-LWD-0041,PCS,Lwd 0041 F3 4G 1W Switch SIRIM,Electrical,13,15.80,3,,,search,,,,,,,no,open,,,
3399,6002,TOO-WRE-ADJ-GD250,PCS,Gd Adjustable Wrench 10,Hand Tools,13,14.50,3,,,search,,,,,,,no,open,,,
3400,6049,LOC-TRI-NUM-MIX-20MM,PCS,Tri-circle Number Padlock 20MM,Locks & Security,13,12.50,3,,,search,,,,,,,no,open,,,
3401,7152,PAI-SPR-ANC-029,PCS,400ML Anchor Spray - 29 Flat Black (DOZ),Fasteners & Fixings,1,11.50,3,,,duplicate_listing,,,,,,,no,open,,,
3402,6125,MAS-COT-CHM,PCS,Cotton Head Mask,Other,13,9.90,3,,,search,,,,,,,no,open,,,
3403,7062,"DRA-SLI-WHI-18""",SET,Drawer Slide (light Duty) 18,Plumbing,13,9.90,3,,,search,,,,,,,no,open,,,
3404,6961,SWI-SOC-NNE-802/1-1W2G,PCS,NNE 802/1 2G 1W Switch SIRIM,Electrical,13,9.80,3,,,search,,,,,,,no,open,,,
3405,5098,GAR-SHO-12140,PCS,Gt 609 Rubber Handle Garden Shovel,Doors & Hardware,13,9.50,3,,,search,,,,,,,no,open,,,
3406,7045,BNW-B&N-ORI-12200,KGS,Mild Steel Bolt & Nut 1/2 X 8,Fasteners & Fixings,13,9.50,3,,,search,,,,,,,no,open,,,
3407,5489,NAI-FEL-SUP-32MM,KG,E. G Felt Nail 32MM 1 KGS,Fasteners & Fixings,13,9.20,3,,,search,,,,,,,no,open,,,
3408,6450,NUM-60MM-L,PCS,Acp Alphabet 60MM - L,Signage & Numbering,13,8.00,3,,,search,,,,,,,no,open,,,
3409,6470,CUT-SAW-MINI-AMS10,PCS,10 Arrow Mini Saw,Abrasives & Cutting,13,7.50,3,,,search,,,,,,,no,open,,,
3410,4645,TOO-COM-IRO-BUL-15MM,PCS,15MM Iron Bull Spanner,Hand Tools,13,6.90,3,,,search,,,,,,,no,open,,,
3411,5981,TOO-LEV-TOR-22057,PCS,Br 2021 9 Torpedo Level,Power Tools,13,5.20,3,,,search,,,,,,,no,open,,,
3412,6807,IND-MES-EX,PCS,Ex-mesh,Building Materials,13,4.90,3,,,search,,,,,,,no,open,,,
3413,6907,GUN-GRE-NOZ,PCS,Grease Gun Spray Nozzle,Automotive,13,4.90,3,,,search,,,,,,,no,open,,,
3414,7423,"NAI-CON-WHI-38""",BOX,1 1/2 Hardened Steel Concrete Nail,Fasteners & Fixings,13,4.90,3,,,search,,,,,,,no,open,,,
3415,7456,TOO-DRV-MUL-13178,PCS,Br 1018 Multipurpose Screw Driver,Fasteners & Fixings,13,4.90,3,,,search,,,,,,,no,open,,,
3416,6991,SWI-SOC-H35/1/2A-5W1G,PCS,1 G 5W Switch,Electrical,13,4.72,3,,,search,,,,,,,no,open,,,
3417,6908,MIDDY-END-CAP-RIGHT-WHT,PCS,Middy: End Cap - Right (white),Other,13,4.60,3,,,search,,,,,,,no,open,,,
3418,5902,DOR-STO-RUB-RED-33MM,PCS,"Door Stopper Rubber Red 1-3/8""X3",Doors & Hardware,13,4.50,3,,,search,,,,,,,no,open,,,
3419,3868,HOS-COU-BR-12MM,PCS,Br Hose Coupling 12MM,Outdoor & Garden,13,4.30,3,,,search,,,,,,,no,open,,,
3420,6949,TOO-TES-PEN-STA-(66-119),PCS,Spark Detecting Screwdriver - 1/8 X 5.1/2,Hand Tools,13,4.30,3,,,search,,,,,,,no,open,,,
3421,6922,ELE-SWI-TOG-1021,PCS,"Toggle Switch 1021 (ON/OFF,2T)",Automotive,13,3.90,3,,,search,,,,,,,no,open,,,
3422,6484,WIN-CAP-4004,PCK,Sr End Cap 4004 X 10PCS,Doors & Hardware,13,3.30,3,,,search,,,,,,,no,open,,,
3423,7512,ELE-PVC-CON-TC3X10,PCS,Tc 3 X 10 PVC Conceal Box,Electrical,13,3.30,3,,,search,,,,,,,no,open,,,
3424,6394,CLI-ELE-CAB-07MM,BOX,Cable Clip 7MM 100'S (bd),Electrical,13,3.20,3,,,search,,,,,,,no,open,,,
3425,4478,PAI-BRU-086-50MM,PCS,086 Cs Nylon Paint Brush 2,Paint & Sundries,13,2.50,3,,,search,,,,,,,no,open,,,
3426,7705,TOO-DRI-BIT-45+-,PCS,Sr T/w Screw Bit 2 X 45+,Fasteners & Fixings,13,2.20,3,,,search,,,,,,,no,open,,,
3427,4718,PAI-BRU-086-38MM,PCS,086 Cs Nylon Paint Brush 1-1/2,Paint & Sundries,13,1.80,3,,,search,,,,,,,no,open,,,
3428,7413,SHH-BELL-DOUBLE-PLA,PCS,Double Fishing Bell Plastic,Fishing & Tackle,13,1.70,3,,,search,,,,,,,no,open,,,
3429,7739,"FIT-HDPE-BUS-3/4""X1/2""",PCS,HDPE Bush 3/4 X 1/2,Plumbing,13,0.80,3,,,search,,,,,,,no,open,,,
3430,2983,TOPLUS-WEA-PLUS-5L-A,CAN,5L Toplus Weather Plus A Base,Paint & Sundries,12,141.00,3,,,search,,,,,,,no,open,,,
3431,3501,HOS-GAR-ORA-160230,ROLL,Greenland Super Fancy Hose (cb) 5/8 X 2MM X 30M,Outdoor & Garden,12,69.90,3,,,search,,,,,,,no,open,,,
