source_position,item_code,uom,official_image_url,image_sha256,image_px_w,image_px_h,image_bytes
326,TOI-TRP-WC-2123A-P,SET,https://saniware.com/wp-content/uploads/2021/03/WC-2123A.jpg,6feb4d726725c05c219f66b8b6cd94d24a955708dc741c61647836c160691b81,1200,1200,74166
314,BAS-SOR-SRTWB3415-BW,PCS,https://sorento.com.my/images/stories/virtuemart/product/SRTWB3415-01.jpg,f0107dbc015ee9c699026cf43b664f26341e0656ee5cdf1f0ec9c48fb066a595,3334,3334,181128
830,ALP-WAT-HEA-IM-9E-SIL,UNIT,https://alpha-electric.com/wp-content/uploads/2018/10/im9e-rainshower-slv.jpg,c41bf4d37b7565c87cf99a8dd4297278302bf36e7d929b7ba31e81de28834bae,1000,1000,119403
321,BAS-SOR-SRTWB1086-BL,PCS,https://sorento.com.my/images/stories/virtuemart/product/SRTWB1086-BL94.jpg,64fcb251728bac9278d723a8a67fc4081e45824528176da02218f82604cb816b,800,800,57041
325,BAS-SOR-SRTWT6806-MIX,PCS,https://sorento.com.my/images/stories/virtuemart/product/SRTWT68061.jpg,1f85ddebdeb70d14d0cacac3cd6c93b7c3e6ae245dc9cdc91910faf2256e9c99,800,800,47339
850,NIP-SAT-GLO-15L-D,DRUM,https://www.nipponpaint.com.my/wp-content/uploads/2024/11/Satin-Glo.webp,215e08d34cdf976827aa04b2c286a8222202e2d50e74348aa01f95ec1485f8f5,1000,1000,307468
334,TAP-SAN-SWP-B-2932,PCS,https://saniware.com/wp-content/uploads/2025/05/SWP-B-2932.png,909e096dec9fbc2088d8e1c9748fad661f8c03e1ba569d2eff3c055f96f287cd,1587,2245,271604
301,SHO-SOR-SRTWT9615,PCS,https://sorento.com.my/images/stories/virtuemart/product/SRTWT9615-013.jpg,ec12a3847101c1ea4e6d6bb5150219c4edd12280bc85d29b34c969e7379aee3d,3334,3334,389297
339,BAS-SOR-SRTWT8303-RG,PCS,https://sorento.com.my/images/stories/virtuemart/product/SRTWT8303-RG%20(2).jpg,db99a83c1691eded6978c3f816a57273fae49b7307c66f3789f591d59cc856b6,1668,1668,100806
338,BAS-SOR-SRTWT7203-GM,PCS,https://sorento.com.my/images/stories/virtuemart/product/SRTWT7203-GM%20(2).jpg,1b03c2fd775311187b6075f88125c6a21a12509505dc335498f237efb0d4f809,1668,1668,110528
345,TAP-SAN-SWP-B-2922,PCS,https://saniware.com/wp-content/uploads/2021/10/SWP-B-2922.png,9715b7e74d616a2165ceb1bfad08bb2cc1363b6d33be696e16833b4d2df641b9,1000,1000,106649
343,BAS-SOR-SRTWT-7203-BL,PCS,https://www.sorento.com.my/images/stories/virtuemart/product/SRTWT7203-BL%20(2).jpg,8058b14d854812b5f4262bc56fe4256c1183510841413001ecc05cb13bc62b39,1667,1668,107157
347,BID-SOR-SRT103-GM,PCS,https://www.sorento.com.my/images/stories/virtuemart/product/SRT103-GM.jpg,74eb9e98ee4dc8d68fb58b2b4f134875e119e8a6a4b928de11c6a7e8870e09d5,800,800,35868
727,NIP-QGL-15L-A,DRUM,https://www.nipponpaint.com.my/wp-content/uploads/2024/11/q-glo-new.webp,128c8d5eb8d7add06e657d16f5b5e7ae1cb5eb745381ca3c808c2b711f93827f,1000,1000,241746
346,BAS-SOR-SRTWB1411,PCS,https://www.sorento.com.my/images/stories/virtuemart/product/SRTWB1411.jpg,05808e96a8171bc030c7feb5e89b474f5fdc4b328b351efaf8f5aa37f9955199,2084,2084,57197
350,BAS-SAN-WB-502,PCS,https://saniware.com/wp-content/uploads/2025/04/WB-502.jpg,a162bbe87ea66f185bdb61c4a43892eab9f728403db451bf480a95214344ce29,1200,1200,90720
750,TOW-SAN-SWP-BF-7902-G,PCS,https://saniware.com/wp-content/uploads/2025/04/SWP-BF-7902-G.png,f2b7aa49eba020b05d5b07ced9500ebe62c490e3d3407eeccd751d7706b07f91,940,788,103683
358,TAP-SAN-SWP-B-2527,PCS,https://saniware.com/wp-content/uploads/2021/10/SWP-B-2527.png,811f6c290d1b95f7569919b7a675cafc31defe6d6320cd49a0af17692ca9d3ff,1000,1000,208987
364,MIR-SRTMCB-4060BL,PCS,https://www.sorento.com.my/images/stories/virtuemart/product/SRTMCB4060-BL.png,3f06573967931cbac8849a2fa5a3dbf18434bd7d6fca167325a098105d7ead6c,1080,1080,91806
361,BAS-SOR-SRTWB7249,PCS,https://sorento.com.my/images/stories/virtuemart/product/SRTWB7249.jpg,03bc102ce34286ecae847c86190aa4a98443a7d3891770dd2647568a75b84c06,2084,2084,72890
355,BAS-SOR-SRTWT6851-GY,PCS,https://sorento.com.my/images/stories/virtuemart/product/SRTWT6851-GY8.jpg,1a32de8daa67341373f94b06626426f473ddef7d09a8b46eefcd9b60239b7ef5,800,800,67299
557,VAC-PSN-MC-CG371AV47,PCS,https://store.apac.panasonic.com/media/catalog/product/m/c/mc-cg371_00.png,ad90bcb62f0a29141271fb7395f368e7ebc54688191005caf5987144cfd4fe41,1000,1000,167016
