source_position,item_code,uom,display_name,category,detected_brand,detected_model,action,start_tier,tried,prior_decision,prior_page,prior_image,prior_reason,ledger_state
225,TAP-SAN-SWP-SS-304-3937-MB,PCS,Saniware Premier Kitchen Pillar Sink Tap-matt Blk,Kitchen & Sinks,Saniware,SWP-SS-304-3937-MB,reopen,2,,pending,,,Q: ?s=3937 saniware -> only SS base model at distributors; MB variant never found. variant_absent.,open
202,KET-PSN-NC-GK1WSK,PCS,Panasonic 1.7L Plastick Kettle,Home Appliances,Panasonic,NC-GK1,reopen,2,,pending,https://www.panasonic.com/my/support/product-archives/consumer/kitchen-appliance/breakfast-appliances/kettles/nc-gk1.specs.html,,Q: Panasonic NC-GK1WSK product-archive specs page confirms model/colour/1.7L (prior pass); page bot-blocks automated image fetch.,open
113,SPR-BID-SWSB-ABS-362,PCS,Saniware ABS Spray Bidet Set Holder & 1.2MM Flexible Hose,Bathroom,Saniware,SWSB-ABS-362,reopen,2,,pending,https://saniware.com/product-category/faucet/saniware-premier/,,Q: ?s=ABS-362 saniware -> 0 results; official ABS sets are 262/365 series (code possibly transposed). absent_on_official_site.,open
625,ELE-FAJAR-FLX-2.5MM-GREY,MTR,Fajar 2.5MM (50/0.25) X Flexible Cable (grey) (MTR),Electrical,Fajar,3CORE,duplicate_listing,1,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
135,BOS-0601-9H9-0L2C2,SET,Gws + Gsb Set + Gbh Solo + Gdx Solo Combo,Power Tools,Bosch,180-LI,reopen,2,,pending,https://www.bosch-pt.com.my/my/en/combo-kits-3038553-ocs-c/,,Q: combo-kits category checked twice: exact 06019H9 0L2C2 combo not listed on MY site; solo components exist.,open
143,BOS-0600-910-0L0SH,UNIT,Ghp High Pressure Cleaner,Power Tools,Bosch,5-13C,reopen,2,,pending,,,Q: GHP 5-13 C absent from bosch-pt.com.my (guessed URL 404; Home&Garden line not on PRO site; SG/IN markets only). absent_on_my_site.,open
49,OVEN-RUB-TAE13-M265,UNIT,Rubine Built-in Oven RBO-IA6X-70SS,Home Appliances,Rubine,RBO-IA6X-70SS,reopen,2,,pending,https://www.rubine.com.my/product/RBO-IA6X-70SS,,"Q: direct fetch + r.jina.ai proxy + alternate /product/product/ path: ALL return generic homepage shell, zero model text; related-items show IA8X/LAVA pages exist, IA6X page broken/retired. Model string never in any fetched HTML.",open
142,X-STA-PLANER-STP18-1800W,UNIT,Stanley Thickness Planer 1800W,Power Tools,Stanley,STP18-B1,reopen,2,,pending,,,Q: no stanleytools.global MY page (BR/CO 127V only); leedenhercules STP18-B1 1800W listing (Leeden group) + eaglehardware specs as evidence-only.,open
177,BOS-0601-9N9-0L0C1,SET,Gws + Gds + Gsb Plus Combo Set,Power Tools,Bosch,18V-8,reopen,2,,pending,https://www.bosch-pt.com.my/my/en/combo-kits-3038553-ocs-c/,,Q: combo 06019N9 0L0C1 not on MY site; solo GWS 18V-8 06019N9 0L0 exists (different order no.).,open
189,BOS-0601-9K0-0L0,UNITS,Gds Batt. Impact Wrench 18V-400,Power Tools,Bosch,18V-400,reopen,2,,pending,https://www.bosch-pt.com.my/my/en/products/gds-18v-400-06019K00L0,,Q: GDS 18V-400 order confirmed on global/SG sites but no MY page (prior pass + recheck).,open
82,SIN-SOR-SRTKS2431,PCS,Sorento Nanograin Texture Kitchen Sink,Kitchen & Sinks,Sorento,SRTKS2431,reopen,2,,pending,https://sorento.com.my/result/nanograin-kitchen-sink__or__pillar-mounted__or__under-mount__or__bathtub-free-standing-tap,,Q: websearch + probe of live-path nanograin srtks2431-detail -> '404 The requested product does not exist'; official NANOGRAIN listing now holds only SRTKS2432/2433/2434; model survives only at resellers. Delisted_official - prior-pass page/image no longer exists.,open
78,BATH-SRTBF31416,PCS,Sorento 304 S/s 5 IN 1 Bathroom Furn,Bathroom,Sorento,SRTBF31416,reopen,2,,pending,https://www.sorento.com.my/sorento-bathroom/bathroom-furniture/4-in-1-bathroom-furniture/srtbf31416-detail,https://www.sorento.com.my/images/stories/virtuemart/product/SRTBF31416%20NEW-01.jpg,Q: websearch + official 4-IN-1 listing scan; detail page opened: H1 SRTBF31416 '4 IN 1 BATHROOM FURNITURE' - cabinet SRTBF31416 SS304 + basin SRTWB1160 + cold tap SRTWT7202-BL + waste SRTW2600; Colour Black; img live. Item says 5 IN 1 - composition mismatch vs official 4-in-1.,open
117,X-RUB-TRB08-006,UNIT,Rubine Rjs 622 S/s Sink (1BB+1SB),Kitchen & Sinks,Rubine,1BB+1SB,reopen,2,,pending,,,"Q: ""RJS 622"" rubine searches; rubine.com.my has no sink category (prior passes). no_official_source.",open
92,BATH-SRTBF31514,PCS,Sorento 5IN1 Bath Furn,Bathroom,Sorento,5IN1,reopen,2,,pending,,,Q: sorento.com.my 5-in-1 path falls back to parent category (only 2/3/4/6-in-1 exist); keyword search SRTBF31514 -> 0 hits. delisted_official.,open
99,X-GAS-STO-RUB-TAE10-M372,UNIT,Rubine Glass Hob RGH-ALLORA2B-BL,Kitchen & Sinks,Rubine,RGH-ALLORA2B-BL,reopen,2,,pending,https://www.rubine.com.my/product/RGH-ALLORA2B-BL,,"Q: direct + r.jina.ai proxy fetch of product URL: nav shell only, model body JS-rendered/unconfirmed in HTML. Page exists; model text not extractable this pass.",open
214,BOS-AQSD110F,UNIT,Adelino Submersible Sewage Pump 1.1KW,Pumps & Water,Bosch,1.1KW,reopen,2,,pending,,,Q: AQS submersible sewage pump searches; Adelino brand misfiled under BOS- prefix; no official MY page. brand_misfiled_no_source.,open
