source_position,item_code,uom,display_name,category,detected_brand,detected_model,action,start_tier,tried,prior_decision,prior_page,prior_image,prior_reason,ledger_state
628,"NIE-ADA-IMP-1""X3/4""",PCS,Nietz Impact Adaptor 50176786,Power Tools,Nietz,1INX3/4IN,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
473,TAP-SAN-SWS-304-3973,PCS,Saniware Sliver Flexible Hose Kitchen Wall Sink Tap,Kitchen & Sinks,Saniware,SWS-304-3973,reopen,2,,pending,,,Fail-closed: evidence insufficient for VERIFIED. NOT_PRESERVED,open
641,"NIE-SOC-IMP-3/4""-48MM",PCS,Nietz Dr Impact Socket (6PT) 50160048 48MM,Power Tools,Nietz,6PT,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
656,"NIE-SOC-IMP-1""-38MM",PCS,Nietz 1 IN Dr Impact Socket (6PT) 50170038 38MM,Power Tools,Nietz,6PT,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
453,JOV-WAT-CAR-JP200C,SET,Joven Water Purifier Cartridge,Home Appliances,Joven,JP200,reopen,2,,pending,,,Fail-closed: evidence insufficient for VERIFIED. Exact official product image URL was not preserved in extraction.,open
650,"NIE-SOC-IMP-1""-36MM",PCS,Nietz 1 IN Dr Impact Socket (6PT) 50170036 36MM,Power Tools,Nietz,6PT,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
658,NIE-SOC-IMP-DEE-3/4-32MM,PCS,Nietz Deep Impact Socket (6T) 32MM 50162032,Power Tools,Nietz,3/4IN,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
657,"NIE-SOC-IMP-3/4""-46MM",PCS,Nietz Dr Impact Socket (6PT) 50160046 46MM,Power Tools,Nietz,6PT,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
507,TOW-SAN-SWP-BF-3704,PCS,Saniware Towel Ring (160X78X185MM),Bathroom,Saniware,160X78X185MM,reopen,2,,pending,,,Fail-closed: evidence insufficient for VERIFIED. NOT_PRESERVED,open
687,TOO-BOX-STE-TB503,PCS,Glotool Steel Tool Boxes - TB503,Power Tools,Glotool,TB503,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
983,TAR-SHT-GT2-12X18,SHT,Glotool PE Tarp Sheet - 12 X 18 (GT02),Building Materials,Glotool,GT02,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
708,TOO-BOX-STE-TB502,PCS,Glotool Steel Tool Boxes - TB502,Power Tools,Glotool,TB502,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
689,BOS-1617-014-144,SET,Carbon Brush Gsh 5CE / Gsh 9VC / Gbh,Power Tools,Bosch,5CE,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
