source_position,item_code,uom,display_name,category,detected_brand,detected_model,action,start_tier,tried,prior_decision,prior_page,prior_image,prior_reason,ledger_state
644,NIP-QLA-1L-A,CAN,1L Nippon Q-lac Accent Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
846,CAR-BRU-875883,PAIR,Brush Pair Type Stanley,Automotive,Stanley,N875883,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
958,BOS-2608-608-T64-N,PCK,Velcro Disc 125MM Holes (5PCS/PCK) G60-8,Abrasives & Cutting,Bosch,5PCS/PCK,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
987,BOS-2608-608-T69,PCK,Velcro Disc 125MM Holes (5PCS/PCK) G180-8,Abrasives & Cutting,Bosch,5PCS/PCK,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
773,GAR-CUT-SCI-GT04GS,PCS,Glotool Garden Scissors Gt- 04GS,Outdoor & Garden,Glotool,04GS,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
833,BOS-2608-578-120,PCS,Masonry Drill Bit 8MM X,Power Tool Accessories,Bosch,80/120MM,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
994,DRI-SDS-GT02-06160,PCS,Glotool Sds Drill 6 X 160MM,Power Tool Accessories,Glotool,GT-A02,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
760,MIR-GLO-S-GLC4560BLACK,PCS,Alum. Frame Mirror (black),Bathroom,,450X600X27MM,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
761,MIR-GLO-S-GLC4560GOLD,PCS,Alum. Frame Mirror (gold),Bathroom,,450X600X27MM,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
805,MIR-GLO-S-GLC5050GOLD,PCS,Dia. (round-gold) Alum. Frame Mirror,Bathroom,,DIA.500X27MM,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
804,MIR-GLO-S-GLC5050BLACK,PCS,Dia. (round-black) Alum. Frame Mirror,Bathroom,,DIA.500X27MM,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
705,NIE-SOL-9233,EA,Nietz Picasaf 9233 Solar Panel Signal Lamp Amber,Lighting,Nietz,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
