source_position,item_code,uom,display_name,category,detected_brand,detected_model,action,start_tier,tried,prior_decision,prior_page,prior_image,prior_reason,ledger_state
698,NIP-ROOF-20L-A,UNIT,20L Nippon Roof Coating Accent Base,Building Materials,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
673,X-RUB-TAE11-M321,UNIT,Rubine Rch-thora-ss Cooker Hood,Kitchen & Sinks,Rubine,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
728,BOS-0600-8A7-7L0,UNIT,Aquatak 150 High P/ Cleaner,Chemicals & Adhesives,Bosch,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
766,BOS-0601-B19-1L0,UNIT,Gcm 8 Sjl Mitre Saw,Power Tools,Bosch,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
959,DC-DJC23,SET,Magnetic Drill (1500W),Power Tools,,DJC23,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
811,BOS-0601-9H9-0L1,UNIT,Gws 180 Batt. Angle Grinder (set),Power Tools,Bosch,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
831,BOS-0600-8A7-DL0,UNIT,Aquatak 140 High P/cleaner,Chemicals & Adhesives,Bosch,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
812,BOS-0611-337-0L0,UNIT,Gsh 5 Demolition Hammer,Power Tools,Bosch,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
993,DC-ZC02-28-H2K,SET,Cordless Brushless Rotary Hammer 20V (6.0AH X2/4A),Power Tools,,X2/4A,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
832,BOS-0601-B45-0L0,SET,Gts 254 Table Saw,Power Tools,Bosch,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
518,WEL-MAC-STW-250G,UNIT,Nietz Welding Machine Acc,Welding,Nietz,MMA250G,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
906,BOS-0611-254-76C,UNIT,Gbh 2-26 Dfr Rotary Hammer,Power Tools,Bosch,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
372,BOS-0601-9G6-1L0,UNIT,Gds Batt. Impact Wrench 250-LI,Power Tools,Bosch,250-LI,reopen,2,,pending,,,Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer image/rights not preserved; dealer image package is not a publication approval.,open
