source_position,item_code,uom,display_name,category,detected_brand,detected_model,action,start_tier,tried,prior_decision,prior_page,prior_image,prior_reason,ledger_state
917,DRI-SDS-GT02-13160,PCS,Glotool Sds Drill 13 X 160MM,Power Tool Accessories,Glotool,GT-A02,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
947,DRI-SDS-GT02-12260,PCS,Glotool Sds Drill 12 X 260MM,Power Tool Accessories,Glotool,GT-A02,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
932,BOS-2608-578-119,PCS,Masonry Drill Bit 6.5MM X,Power Tool Accessories,Bosch,60/100MM,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
746,BOS-0601-072-9K0,UNIT,Glm 40 Laser Rangefinder,Power Tools,Bosch,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
534,FAN-CEI-DEKA-CF5DCL56MB12,UNIT,Deka Ceiling Fan F5 Dcl~pro Matt Blk 56,Fans & Ventilation,Deka,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
433,NIP-WTRB-5L-D,CAN,5L Nippon Weatherbond Quartz Deep Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,Fail-closed: evidence insufficient for VERIFIED. Official page confirms family but not exact 5L Deep Base package/image.,open
320,GRA-SAN-SWFG-SS304-6602,PCS,Saniware Floor Grating (150X150MM) SWFG-SS304-6602,Bathroom,Saniware,150X150MM,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
642,NIP-9000-GF-1L-A,CAN,1L Nippon 9000 Gf Accent Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
715,NIP-FLO-DRE-1L,CAN,1L Nippon Floor Dressing (gloss),Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
584,NIE-SOC-IMP-DEE-1/2-18MM,PCS,Nietz Deep Impact Socket (6PT) 50142018 18MM,Power Tools,Nietz,6PT,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
663,BOS-1607-014-145,SET,Carbon Brush GWS750,Power Tools,Bosch,GWS750,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
476,"HOS-FLE-GLO-36""",PCS,Glotool Flexible Tube F1/2 X F12 X 36,Outdoor & Garden,Glotool,F1/2,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
798,DRI-SDS-GT02-18210,PCS,Glotool Sds Drill 18 X 210MM,Power Tool Accessories,Glotool,GT-A02,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
