source_position,item_code,uom,display_name,category,detected_brand,detected_model,action,start_tier,tried,prior_decision,prior_page,prior_image,prior_reason,ledger_state
696,SWI-T/SOC-70/076-5M2G,PCS,Taicon 2G 70/076 Nut Box,Fasteners & Fixings,Taicon,EXTENSION-5M,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
660,"NIE-SOC-IMP-3/4""-38MM",PCS,Nietz Dr Impact Socket (6PT) 50160038 38MM,Power Tools,Nietz,6PT,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
942,NIP-TIM-1L-D,CAN,1L Nippon Timbershade Deep Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
677,"NIE-SOC-IMP-3/4""-36MM",PCS,Nietz Dr Impact Socket (6PT) 50160036 36MM,Power Tools,Nietz,6PT,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
661,NIE-SOC-IMP-DEE-1/2-28MM,PCS,Nietz Deep Impact Socket (6PT) 50142028 28MM,Power Tools,Nietz,6PT,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
478,KHI-MOS-KIL-IK6206,SET,Khind Mosquito Killer (blue),Home Appliances,Khind,IK6206,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
975,BOS-2608-585-901,PCS,Hss-g Cobal Bit 11.0MM,Power Tools,Bosch,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
302,SPR-BID-SWSB-ABS-261,PCS,Saniware ABS Spray Bidet Set Holder & 1.2M Flexible Hose,Bathroom,Saniware,SWSB-ABS-261,reopen,2,,pending,,,Fail-closed: evidence insufficient for VERIFIED. NOT_PRESERVED,open
525,GRA-SAN-SWFG-SS304-6610,PCS,Saniware Floor Grating (150X150MM) SWFG-SS304-6610 SUS304,Bathroom,Saniware,150X150MM,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
685,"NIE-SOC-IMP-3/4""-32MM",PCS,Nietz Dr Impact Socket (6PT) 50160032 32MM,Power Tools,Nietz,6PT,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
979,TOR-ENE-LED-2D,PCK,Eveready 2D Brilliant (GPHH25),Other,Eveready,GPHH25,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
738,"NIE-SOC-IMP-3/4""-22MM",PCS,Nietz Dr Impact Socket (6PT) 50160022 22MM,Power Tools,Nietz,6PT,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
743,"NIE-SOC-IMP-3/4""-19MM",PCS,Nietz Dr Impact Socket (6PT) 50160019 19MM,Power Tools,Nietz,6PT,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
