source_position,item_code,uom,display_name,category,detected_brand,detected_model,action,start_tier,tried,prior_decision,prior_page,prior_image,prior_reason,ledger_state
322,BID-SOR-SRT79-SS,PCS,Sorento Brass Two Way Tap Bidet,Bathroom,Sorento,SRT79-SS,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
324,SHO-SOR-SRTSS8770-BL,PCS,Sorento Sliding BAR W Hand SHOWER&1.5M Flex. Hose Blk,Bathroom,Sorento,SHOWER&1.5M,reopen,2,,pending,,,Fail-closed: evidence insufficient for VERIFIED. Exact image URL not preserved.,open
330,MIX-SWP-B-2523,PCS,Saniware Premier Exposed Bath Shower With Tap-mixer,Bathroom,Saniware,SWP-B-2523,reopen,2,,pending,,,Fail-closed: evidence insufficient for VERIFIED. NOT_PRESERVED,open
741,FAN-WAL-PSN-F-MU408-WT,PCS,Panasonic 16 Wall Fan,Fans & Ventilation,Panasonic,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
643,NIP-ODO-SFT-MATT-5L-A,CAN,5L Nippon Odourlite Soft Matt - A,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
508,BOS-86-BG6,UT,6 Bench Grinder 375W,Power Tools,Bosch,8IGHTY6IX,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
333,BAS-SOR-SRTWT7202-GM,PCS,Sorento Basin Cod Tap-gm,Bathroom,Sorento,SRTWT7202-GM,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
332,BAS-SOR-SRTWT6801,PCS,Sorento Basin Cold Tap-chr,Bathroom,Sorento,SRTWT6801,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
545,STA-ROT-DRI-STDR5510,UNIT,Stanley Rotary Drill 550W,Power Tools,Stanley,STDR5510,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
517,TAP-SAN-SWP-SS-MX-3302,PCS,Saniware Premier Flexible Hose Kitchen Pillar S/tap,Outdoor & Garden,Saniware,SWP-SS-MX-3302,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
688,TOW-SAN-SWP-BF-3711,PCS,Saniware Premier Towel Rack (120X240X800MM),Housewares,Saniware,120X240X800MM,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
988,COC-SIN-SRTKT1831SS,PCS,Sorento Brass S/s 304 Wall Kitchen Tap,Plumbing,Sorento,SRTKT1831SS,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
340,BID-SOR-SRTWT5879-RG,PCS,Sorento Brass Hand Bidet - SRTWT5879-RG,Bathroom,Sorento,SRTWT5879-RG,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
