source_position,item_code,uom,researcher_decision,official_product_page,official_image_url,image_px_w,image_px_h,image_bytes,model_exact,finish_exact,match_confidence,tiers_run,queries_log,pages_log,notes
243,NIP-SAT-GLO-5L-145,CAN,pending,p:https://www.nipponpaint.com.my/product/satin-glo/ (200),,,,,Satin Glo,,low,"T2,T4",q:websearch backend 429 rate-limited x4 (khind/bosch/taicon queries unserved),p:https://www.nipponpaint.com.my/product/satin-glo/ (200) | p:https://shoponline.nipponpaint.com.my/our-products/satin-glo.html (500),Reopened satin-glo PDP: WooCommerce gallery holds ONE image (Satin-Glo.webp 1000x1000 family can render); no pack-size/colour-code variants in HTML. Official e-shop shoponline.nipponpaint.com.my hard-down (HTTP 500 on home/category/search paths). No official SKU-level image for 5L 145 White exists publicly this round.
183,BOS-0601-9F7-0L0,UNIT,pending,p:https://www.bosch-pt.com.my/my/en/products/gsr-120-li-06019G80L0 (200),,,,,GSR 120-LI,,medium,"T2,T3","q:bing-rss ""06019F70L0"" (no relevant hits) | q:bing-rss ""06019F70L0"" OR ""06019G80L4"" Bosch (no relevant hits) | q:websearch backend 429 rate-limited x4 (khind/bosch/taicon queries unserved)",p:https://www.bosch-pt.com.my/my/en/products/gsr-120-li-06019G80L0 (200) | p:https://www.bosch-professional.com/my/en/p/gsr-120-li-06019g80l0/ (404) | p:https://www.bosch-professional.com/my/en/products/gsr-120-li-06019g80l0/ (404),MY PDP live and HTML quotes 06019G80L0 (title PRO GSR 120-LI). Item code middle chunk 9F7 has zero web footprint (Bing exact-string: none); F/G adjacent-key typo of 9G8 plausible but unproven. Only official imagery is full_execution group render naming 06019G8080/F0/F1/K0/L0 together - fails single-SKU bar. bosch-professional.com slugs 404.
198,BOS-0601-9G8-0L4,UNIT,pending,p:https://www.bosch-pt.com.my/my/en/products/gsr-120-li-06019G80L0 (200),,,,,GSR 120-LI,,low,"T2,T3","q:bing-rss ""06019F70L0"" OR ""06019G80L4"" Bosch (no relevant hits) | q:websearch backend 429 rate-limited x4 (khind/bosch/taicon queries unserved)",p:https://www.bosch-pt.com.my/my/en/products/gsr-120-li-06019G80L0 (200) | p:https://www.bosch-pt.com.my/my/en/products/gsr-120-li-06019g80l4 (404) | p:https://www.bosch-professional.com/my/en/p/gsr-120-li-06019g80l0/ (404) | p:https://www.bosch-professional.com/my/en/products/gsr-120-li-06019g80l0/ (404),06019G80L4 slug 404 on bosch-pt.com.my; article string absent from live PDP HTML (has 06019G80L0 only); Bing exact search nil; bosch-professional.com 404. (1 Batt.) variant not officially published in MY - variance stands.
179,ELE-D/L-TC-3260-32W-RND,PCS,reject,,,,,,TC-3260,,high,T3,q:taicon official site dns/http probe (NXDOMAIN all candidates),p:dns-probe taicon.com.my|taicon.my|taiconlighting.com|taicon.com.tw (all NXDOMAIN),"Recheck this round: taicon.com.my, taicon.my, taiconlighting.com, taicon.com.tw all NXDOMAIN. Still no official Taicon web presence; marketplace-only. Reject stands."
187,ELE-D/L-TC-2261-32W-SQ,PCS,reject,,,,,,TC-2261,,high,T3,q:taicon official site dns/http probe (NXDOMAIN all candidates),p:dns-probe taicon.com.my|taicon.my|taiconlighting.com|taicon.com.tw (all NXDOMAIN),Recheck this round: taicon domains all NXDOMAIN. No official Taicon website. Reject stands.
230,NIP-WTRB-5L-P,CAN,pending,p:https://www.nipponpaint.com.my/product/weatherbond-quartz/ (200),,,,,Weatherbond Quartz,,low,"T2,T4",q:websearch backend 429 rate-limited x4 (khind/bosch/taicon queries unserved),p:https://www.nipponpaint.com.my/product/weatherbond-quartz/ (200) | p:https://shoponline.nipponpaint.com.my/our-products/weatherbond-quartz.html (500),"weatherbond-quartz PDP reopened: single gallery hero weatherbond-quartz-best-in-class.webp (1000x1000); page prints no pack sizes or Pastel Base variant; TDS link present (resourcehub.enipponpaint.com PDF) but is data-sheet text, no per-SKU art. Official e-shop 500 across all paths."
149,NIP-SAT-GLO-18L-145,CAN,pending,p:https://www.nipponpaint.com.my/product/satin-glo/ (200),,,,,Satin Glo,,low,"T2,T4",q:websearch backend 429 rate-limited x4 (khind/bosch/taicon queries unserved),p:https://www.nipponpaint.com.my/product/satin-glo/ (200) | p:https://shoponline.nipponpaint.com.my/our-products/satin-glo.html (500),Same as 5L sibling: one family can render on PDP; 18L/145 never printed; e-shop down (500). No SKU-level official image.
264,NIP-WTRB-5L-WHITE,CAN,pending,p:https://www.nipponpaint.com.my/weatherbond-exterior-paint/ (200),,,,,Weatherbond,,low,"T2,T4",q:websearch backend 429 rate-limited x4 (khind/bosch/taicon queries unserved),p:https://www.nipponpaint.com.my/product/weatherbond-quartz/ (200) | p:https://www.nipponpaint.com.my/weatherbond-exterior-paint/ (200),"Range hub /weatherbond-exterior-paint/ now 200 (was 404 last sitting) - opened this round. Hub lists only four named WB products (hi-gloss, quartz, solareflect-extreme, ultimate) each with own can render; plain Weatherbond 145 White not listed; no pack sizes printed anywhere."
109,RAINBOW-G888-250GM,BTL,pending,p:https://www.nipponpaint.com.my/product/gold-paint/ (200),,,,,Gold Paint,Gold,low,"T2,T4",q:websearch backend 429 rate-limited x4 (khind/bosch/taicon queries unserved),p:https://www.nipponpaint.com.my/product/gold-paint/ (200),gold-paint PDP reopened: single hero gold-paint.webp (1000x1000 water-based acrylic gold container render). Page prints neither 999 branding nor 250GM/bottle format; item_code brand chunk RAINBOW/model G888 unresolved against any official source.
48,FAN-CEI-KHI-WHI-CF618,SET,candidate,https://khind.com.my/products/60-ceiling-fan-white-three-unit-packaging,https://cdn.shopify.com/s/files/1/0921/1566/5177/files/cf618_210621214316.jpg,2479,3508,607854,CF618,White,medium-high,"T2,T4","q:khind.com.my/search/suggest.json?q=cf618 (Shopify API, 5 hits)",p:https://khind.com.my/products/60-ceiling-fan-white-three-unit-packaging.json (200) | p:https://cdn.shopify.com/s/files/1/0921/1566/5177/files/cf618-wh-white-3unit_201021161308.jpg?v=1751809198 (200 image/jpeg 46938) | p:https://cdn.shopify.com/s/files/1/0921/1566/5177/files/cf618_210621214316.jpg (200 image/jpeg 607854),"Prior sitting missed the true CF618 white listing: khind.com.my product titled KHIND 60"" Ceiling Fan (Three Unit Packaging) CF618, variant SKU FC618XXXXXWEKD, white. Official spec-sheet leaflet embedded in page body_html used as image: hero photo is ONE white CF618 fan, sheet text quotes 60"" CEILING FAN CF618 / CF618 B, Barcode White (CF618) 9557496001253, Colour: White,Black. Byte-checked this round (200 image/jpeg 607854 >=20000). Caveats: sheet carries small CF618B black sibling inset + regulator; retail carton is 3 Units/Ctn while row UOM is SET - confirm packing at ingest."
