source_position,item_code,uom,display_name,category,detected_brand,detected_model,action,start_tier,tried,prior_decision,prior_page,prior_image,prior_reason,ledger_state
7722,PAI-SPR-ANC-004,PCS,400ML Anchor Spray - 4 Executive Grey (PCS),Fasteners & Fixings,,,duplicate_listing,1,,,,,,open
7151,PAI-SPR-ANC-015,PCS,400ML Anchor Spray - 15 Vermillion,Fasteners & Fixings,,,search,1,,,,,,open
7186,PAI-SPR-ANC-030,PCS,400ML Anchor Spray - 30 Black (PCS),Fasteners & Fixings,,,duplicate_listing,1,,,,,,open
7154,PAI-SPR-ANC-803,PCS,400ML Anchor Spray - 3 (803) Silver,Fasteners & Fixings,,,search,1,,,,,,open
6554,PAI-TIG-250ML-ALUM,TIN,250ML Tiger G. P 203 Aluminium (TIN),Paint & Sundries,,,duplicate_listing,1,,,,,,open
7733,"DRI-AUG-SDS-3/8""",PCS,3/8 Sds Plus Auger Bit,Power Tool Accessories,,,search,1,,,,,,open
7627,PLA-BAG-BLA-06X09,KG,6 X 9 X 1KG PE (black),Packaging,,,search,1,,,,,,open
7749,X-CAB-VGA-1.5M,PCS,Vga 1.5 Cable-b,Electrical,,,search,1,,,,,,open
6696,CHA-ANI-6FT-45,PCS,Animal Chain 45 X 6,"Rope, Chain & Netting",,,search,1,,,,,,open
7629,CUT-SAW-WAL-BOA-2120,PCS,M'man Wall Board Saw 6 2120,Building Materials,,,search,1,,,,,,open
7364,"FAS-SCR-TD-HRW 640- 1 1/2""",PCK,"Sr Wood Spandex Screw 1 1/2""- Td-hrw 640",Fasteners & Fixings,,,search,1,,,,,,open
7656,PAI-GAL-J603S,PCS,3 Gallon Pail,Housewares,,,search,1,,,,,,open
7746,ELE-TUB-LED-CAS-TL-140,SET,Cielo D2 T8 LED Casing Fitting (empty) (big Hole),Plumbing,,,search,1,,,,,,open
6399,GAS-LIG-081,PCS,349 Flexible Refillable Gas Lighter,Home Appliances,,,search,1,,,,,,open
7716,LIN-FUS-63A,PCS,63A Fuse Link-sesco,Electrical,,,search,1,,,,,,open
6987,NUM-60MM-E,PCS,Acp Alphabet 60MM - E,Signage & Numbering,,,search,1,,,,,,open
7493,DRI-CER-BLI-06MM(+),PCS,Blimax Multi Ceramic Cross Drill Bit (gold) - 6MM,Power Tool Accessories,,,search,1,,,,,,open
7320,"PAI-BRU-SEL-1""",PCS,1 Selleys All Purpose Paint Brush,Paint & Sundries,,,search,1,,,,,,open
7689,SHH-BLK-NYL-210/15-BK,PCS,210/15 100G Black Nylon (308),Fishing & Tackle,,,search,1,,,,,,open
6976,TOO-HAN-SPA-T12MM,PCS,T Handle Spanner 12MM,Hand Tools,,,search,1,,,,,,open
7690,SHH-BLK-NYL-210/9-BK,PCS,210/9 100G Black Nylon T. (308),Fishing & Tackle,,,search,1,,,,,,open
7373,CUT-SAW-HANDLE,PCS,Supersawman Handsaw Handle,Doors & Hardware,,,search,1,,,,,,open
7745,WEL-COL-BOD-1.6MM,PCS,1.6MM Collet Body,Power Tool Accessories,,,search,1,,,,,,open
6380,TAB-PVC-187-15,MTR,137CM X 25M Thick 107 Table Cloth - 494-10,Housewares,,,search,1,,,,,,open
7684,TAB-PVC-480-11,MTR,137CM X 25M Thick 107 Table Cloth - 480-11,Housewares,,,search,1,,,,,,open
