source_position,item_code,uom,display_name,category,detected_brand,detected_model,action,start_tier,tried,prior_decision,prior_page,prior_image,prior_reason,ledger_state
283,IND-CEM-50KGS,BAG,Portland Limestone Cement,Building Materials,,50KGS,reopen,2,,pending,https://ytlcement.my/product/portland-cement,,Q: ytlcement.my brand-root evidence only (OPC/Castle PCC listed); no exact Portland Limestone Cement 50KG product page.,open
206,NIP-PHG-1L-A,CAN,1L Platone High Gloss Accent Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,https://www.nipponpaint.com.my/product/platone-high-gloss/,https://www.nipponpaint.com.my/wp-content/uploads/2024/11/platone.webp,Q: platone-high-gloss line page live; pack sizes/base variants not printed.,open
104,X-ELE-LED-FFL-CHA-10W,PCS,Taicon Stick LED Mini 5W E27 - Red,Lighting,Taicon,E27,reopen,2,,reject,,,Q: Taicon official-site check (DNS NXDOMAIN taicon.com.my; taicon.com unrelated capacitor maker; marketplace/wholesaler presence only). no_official_taicon_website.,open
215,NIP-PHG-1L-P,CAN,1L Platone High Gloss Paster Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,https://www.nipponpaint.com.my/product/platone-high-gloss/,https://www.nipponpaint.com.my/wp-content/uploads/2024/11/platone.webp,Q: platone line page; paster-base variant/pack not printed.,open
68,ELE-BUL-B22-3W-RED,PCS,Taicon B22 3W LED Color Bulb - Red,Lighting,Taicon,B22,reopen,2,,reject,,,Q: Taicon query set re-run; DNS NXDOMAIN; no B22 listing on any official source; brand has no website. no_official_taicon_website.,open
83,ELE-CAB-WIR-MKK-2.5MM-RED,ROLL,MKK Cable 2.5MM (7/0.49MM) Red,Electrical,MKK,7/0.49MM,reopen,2,,pending,,,"Q: ""MKK cable"" Malaysia manufacturer; MKK wire site:.com.my; catalogue filetype:pdf; official-site queries. No official manufacturer site; distributors confirm order codes ELC-CBL-MKK-2.5X1CX100M-RED. Commodity cable.",open
130,NIP-MAT-W9102-18L,DRUM,18L Super Matex Bs 9102 White,Paint & Sundries,Nippon Paint,,reopen,2,,pending,https://www.nipponpaint.com.my/product/super-matex/,https://www.nipponpaint.com.my/wp-content/uploads/2024/11/super-matex.webp,Q: super-matex line page live; BS 9102 White colour code and 18L pack not printed on page.,open
87,ELE-CAB-WIR-MKK-2.5MM-BLACK,ROLL,MKK Cable 2.5MM (7/0.49MM) Black,Electrical,MKK,7/0.49MM,reopen,2,,pending,,,Q: same MKK query set; no official site; distributor order code ELC-CBL-MKK-2.5X1CX100M-BLK confirms size/colour scheme. Commodity cable.,open
253,BOS-0601-375-6L0,UNIT,Gws 060 Angle Grinder,Power Tools,Bosch,,reopen,2,,reject,https://www.bosch-pt.com.my/my/media/country_content/services/downloads/catalogues/bosch_pt_programme_jan21.pdf,,Q: bosch-diy.com/my has NO angle-grinder category; twice-absent from PRO site. GWS 060 not officially listed in MY.,open
136,ELE-CAB-WIR-MKK-1.5MM-BLACK,ROLL,MKK Cable 1.5MM (7/0.39MM) Black,Electrical,MKK,7/0.39MM,reopen,2,,pending,,,Q: MKK manufacturer-site queries (prior passes): no official site exists; distributor order codes confirm size/colour scheme. commodity_cable_no_brand_site.,open
