source_position,item_code,uom,display_name,category,detected_brand,detected_model,action,start_tier,tried,prior_decision,prior_page,prior_image,prior_reason,ledger_state
613,NIP-QGL-1L-A,TIN,1L Nippon Q-glo Accent Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
781,PAI-SPR-SAM-Y017,PCS,Samurai Spray Paint Candy Green,Paint & Sundries,Samurai,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
881,BOS-2608-585-888,PCS,Hss-g Cobal Bit 5.5MM,Power Tools,Bosch,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
945,BOS-2608-608-T73,PCK,Velcro Disc 125MM Holes (5PCS/PCK) G320-8,Abrasives & Cutting,Bosch,5PCS/PCK,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
414,"HOS-FLE-GLO-24""",PCS,Glotool Flexible Tube F1/2 X F12 X 24,Outdoor & Garden,Glotool,F1/2,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
957,BOS-2608-585-885,PCS,Hss-g Cobal Bit 5.0MM,Power Tools,Bosch,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
408,"HOS-FLE-GLO-18""",PCS,Glotool Flexible Tube F1/2 X F12 X 18,Outdoor & Garden,Glotool,F1/2,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
956,BOS-2608-585-884,PCS,Hss-g Cobal Bit 4.8MM,Power Tools,Bosch,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
952,DRI-SDS-GT02-08160,PCS,Glotool Sds Drill 8 X 160MM,Power Tool Accessories,Glotool,GT-A02,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
946,DRI-SDS-GT02-07160,PCS,Glotool Sds Drill 7 X 160MM,Power Tool Accessories,Glotool,GT-A02,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
