source_position,item_code,uom,display_name,category,detected_brand,detected_model,action,start_tier,tried,prior_decision,prior_page,prior_image,prior_reason,ledger_state
258,NIP-ROOF-20L-T,UNIT,20L Nippon Roof Coating Tint Base,Building Materials,Nippon Paint,,reopen,2,,pending,https://www.nipponpaint.com.my/product/roof-coating/,https://www.nipponpaint.com.my/wp-content/uploads/2024/11/roof-coating.webp,Q: roof-coating line page live; pack size/base/colour-code variants not printed on page.,open
45,TOI-TRP-WC-8826-S,SET,Sorento Washdown Flushing Tech,Bathroom,Sorento,TECH.SRTWC8826-S-RL,reopen,2,,pending,https://www.sorento.com.my/sorento-bathroom/water-closet/close-coupled-wc/srtwc8826-detail,https://www.sorento.com.my/images/stories/virtuemart/product/SRTWC8826.jpg,"Q: fetched BOTH lead URLs (sorento.com.my + sorentomasterclub.com.my). Official page H1 SRTWC8826-RL (Close-Coupled Rimless, S-Trap 250mm, PP seat, White; img SRTWC8826.jpg); masterclub corroborates. TECH.=internal prefix only. Item suffix -S vs official -RL: suffix_variance.",open
161,BOS-AJS37PC,UNIT,Adelino Automatic Self-priming Jet Pump With Pc (0.5HP),Pumps & Water,Bosch,0.5HP,reopen,2,,pending,http://adelinopump.com/fr-fr/surface_pump/394.html,,Q: same Adelino brand page; jet-pump models (AP37L1/JET-G1) lack 0.5HP rating mapping.,open
123,LOC-YALE-Y120B-50-KA5,SET,Yale (key Alike) Boron Shackle Padlock Y120B-50-KA5,Lifting & Rigging,Yale,Y120B-50-KA5,reopen,2,,pending,https://www.yalehome.com/my/en/products/padlocks/outdoor-environment/y120b-series,,Q: yalehome.com/my Y120B series family page; KA5 keyed-alike code not printed as official SKU on family page.,open
235,STA-PLA-STEL630,UNIT,Stanley Planer 82MM,Power Tools,Stanley,STEL630,reopen,2,,pending,https://my.stanleytools.global/product/stel630-xd/750w-9mm-planer,https://my.stanleytools.global/ASIA/PRODUCT/IMAGES/HIRES/STEL630_1.jpg,Q: official MY title '750W 9mm Planer' vs row 82MM; planing width absent from on-page specs; 82mm only in trade listings. Width conflict.,open
14,TAP-SAN-SWP-RG-304-3905,PCS,Saniware Premier Kitchen Pillar Sink Tap-rg SWP-RG-304-3905,Kitchen & Sinks,Saniware,SWP-RG-304-3905,reopen,2,,pending,,,Q/probes: /product/kitchen-pillar-sink-tap-swp-rg-304-3905/=404; ?s=SWP-RG no results; Kitchen Sink category (10 items) has no 3905; websearch -> model only in Scribd catalogue copies. catalogue_only_not_on_site.,open
156,TAP-SAN-SWP-B-304-3915,PCS,Saniware Premier Kitchen Wall Sink Tap-blk,Kitchen & Sinks,Saniware,SWP-B-304-3915,reopen,2,,reject,https://saniware.com/product-category/faucet/saniware-premier/,,Q: ?s=3915 saniware -> 0 results; no trace anywhere (prior pass). no_trace.,open
223,PSN-TK-CS200C-EX,PCS,Panasonic Water Cartridge,Home Appliances,Panasonic,CS200C,reopen,2,,pending,https://www.panasonic.com/my/consumer/kitchen-appliance/water/cartridge/tk-cs200c-ex.html,,Q: panasonic.com/my TK-CS200C-EX PDP live (prior pass verified). Q: panasonic.com/my PDP bot-blocks automated fetch (HTTP 403) - official image not extractable this pass.,open
278,DC-20V-SETS-XB,SET,"DCZC0424Z, DCPB488Z, / Cordless Full Sets Xb",Power Tools,,DCZC0424Z,reopen,2,,pending,,,Q: dongchengmalaysia.com dead; dongchengtool.com search unavailable; combo sets (DCZC0424Z+DCPB488Z / DCZC22Z+DCJZ2060IZ) not individually locatable. host_dead_oem_unmapped.,open
279,DC-20V-XA,SET,"20V DCZC22Z, DCJZ2060IZ, - Sets Xa",Power Tools,,DCZC22Z,reopen,2,,pending,,,Q: dongchengmalaysia.com dead; dongchengtool.com search unavailable; combo sets (DCZC0424Z+DCPB488Z / DCZC22Z+DCJZ2060IZ) not individually locatable. host_dead_oem_unmapped.,open
281,SUMO-SM-138,UNIT,Sumo High Pressure Washer 130 BAR,Power Tools,,SM-138,reopen,2,,pending,,,"Q: Sumo SM-138 pressure washer: dealer listings only, no manufacturer site found. dealer_only_no_oem.",open
58,TOI-TRP-WC-SRTWC8504-S,PCS,Sorento Washdown W Rimless Flush Tech,Bathroom,Sorento,SRTWC8504-S,reopen,2,,pending,https://www.sorento.com.my/media/attachments/2024/11/11/sorento-catalog-2024.pdf#page=9,https://www.sorento.com.my/media/attachments/2024/11/11/sorento-catalog-2024.pdf#page=9,Q: websearch SRTWC8504 (only -RL at resellers); probe of live-path srtwc8504-s-detail -> 404 product does not exist. sibling_variant_only; RL image deliberately NOT reused.,open
