source_position,item_code,uom,display_name,category,detected_brand,detected_model,action,start_tier,tried,prior_decision,prior_page,prior_image,prior_reason,ledger_state
103,ELE-D/L-MEG-YTPDGLE5-70W,PCS,Megaman E27 Led-t Bulb,Lighting,Megaman,E27,reopen,2,,reject,https://megaman.com.my/product/high-lumen-t-bulb/,https://megaman.com.my/wp-content/uploads/2020/12/1-2.jpg,Q: opened high-lumen-t-bulb page: YTPDGLE5-70W is PLC-cap 6500K-only; row claims E27 -> cap mismatch; no official E27 70W variant.,open
260,BOS-0611-272-1L4,UNIT,Gbh 2-24 Dre Rotary Hammer Set,Power Tools,Bosch,,reopen,2,,pending,https://www.bosch-pt.com.my/my/en/products/gbh-2-24-dre-06112721L0,https://www.bosch-pt.com.my/my/en/ocsmedia/246408-82/product-image/166x164/rotary-hammer-with-sds-plus-pro-gbh-2-24-dre-06112721l0.png,Q: gbh-2-24-dre-06112721L0 page live; MY lists 1L0/1L9 only - row order 1L4 set variant unlisted (404 verified).,open
261,NIP-WTRB-18L-WHITE,CAN,18L Nippon Weatherbond Quartz 145 White,Paint & Sundries,Nippon Paint,,reopen,2,,pending,https://www.nipponpaint.com.my/product/weatherbond-quartz/,https://www.nipponpaint.com.my/wp-content/uploads/2024/12/weatherbond-quartz-best-in-class.webp,Q: weatherbond-quartz line page live; pack size/base/colour-code variants not printed on page.,open
238,NIP-SEA-5170-20L,DRUM,20L Nippon Acrylic 5170 Wall Sealer,Paint & Sundries,Nippon Paint,,reopen,2,,pending,https://www.nipponpaint.com.my/product/acrylic-5170-wall-sealer/,,Q: acrylic-5170 line page live; 20L pack not printed.,open
263,NIP-WTRB-WHI-15004,CAN,18L Nippon Weatherbond Quartz 15004 Ws White,Paint & Sundries,Nippon Paint,,reopen,2,,pending,https://www.nipponpaint.com.my/product/weatherbond-quartz/,https://www.nipponpaint.com.my/wp-content/uploads/2024/12/weatherbond-quartz-best-in-class.webp,Q: weatherbond-quartz line page live; pack size/base/colour-code variants not printed on page.,open
259,BOS-0611-338-5L0,UNIT,Gsh 500 Demolition Hammer,Power Tools,Bosch,,reopen,2,,reject,https://www.bosch-pt.com.my/my/en/products/gsh-500-06113386L0,,Q: gsh-500 pages 404; MY demolition-hammers category lists 9 products with NO GSH 500 (now GSH 5 HX / GSH5MX); prior 'GEN II 6L0' entry also gone.,open
33,TOI-TRP-WC2098RL-S,SET,Saniware Washdown One Piece Closet-rimless,Bathroom,Saniware,WC2098RL-S250MM,reopen,2,,pending,https://saniware.com/product/wc-2098-s300/,https://saniware.com/wp-content/uploads/2021/03/WC-2098-S300-600x600.jpg,Q/probes: /product/wc-2098rl-s250/=404; ?s=WC-2098 opens only WC-2098-S300 + cistern fitting; websearch rimless RL variant -> nothing. rimless_variant_not_listed.,open
273,MIR-SBC-600603A,SET,S600 Bathroom Cabinet Set (610X475X450MM),Bathroom,,S600,reopen,2,,pending,,,"Q: ""S600 bathroom cabinet 610x475x450"" searches: unbranded OEM cabinet, no manufacturer site. unbranded_commodity.",open
32,JOV-WAT-HEA-SL30IP-WHI-AWB,PCS,Joven (white) Instant Water Heater SL30IP-AWB,Home Appliances,Joven,SL30IP-AWB,reopen,2,,reject,https://www.joven-electric.com/my/products/instant-water-heater/sl30-series.html,,"Q: ""SL30IP-AWB"" site:.com.my; official Malaysia; filetype:pdf; ""SL30iP WB"". AWB appears ONLY on third-party dealer inquiry listings; official international WB-bracket variant is coded SL30iP-WB. AWB is dealer-side nomenclature, not an official Joven ordering code.",open
145,FAN-WAL-TAICON-TC-11006,SET,Taicon 16 Wall Fan Sirim-whi,Fans & Ventilation,Taicon,5BLADE,reopen,2,,reject,,,Q: Taicon official-site check (DNS NXDOMAIN taicon.com.my; taicon.com unrelated capacitor maker; marketplace/wholesaler presence only). no_official_taicon_website.,open
244,NIP-WTRB-18L-A,DRUM,18L Nippon Weatherbond Quartz Accent Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,https://www.nipponpaint.com.my/product/weatherbond-quartz/,https://www.nipponpaint.com.my/wp-content/uploads/2024/12/weatherbond-quartz-best-in-class.webp,Q: weatherbond-quartz line page live; pack size/base/colour-code variants not printed on page.,open
245,NIP-WTRB-18L-T,DRUM,18L Nippon Weatherbond Quartz Tint Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,https://www.nipponpaint.com.my/product/weatherbond-quartz/,https://www.nipponpaint.com.my/wp-content/uploads/2024/12/weatherbond-quartz-best-in-class.webp,Q: weatherbond-quartz line page live; pack size/base/colour-code variants not printed on page.,open
