source_position,item_code,uom,display_name,category,detected_brand,detected_model,action,start_tier,tried,prior_decision,prior_page,prior_image,prior_reason,ledger_state
444,SHO-SOR-SRTSH22612,PCS,Sorento 204MM ABS Chrome Surface Rainshower Head,Bathroom,Sorento,SRTSH22612,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
648,BOS-2608-642-985,PCS,Circular Sawblade 7 1/4 X 60T Wood,Power Tools,Bosch,60T,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
470,SHO-SAN-SWP-HS-504,PCS,Saniware Premier Hand Shower With Holder And Flexible Hose,Bathroom,Saniware,SWP-HS-504,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
637,TOO-BOX-STE-TB504,PCS,Glotool Steel Tool Boxes - TB504,Power Tools,Glotool,TB504,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
892,BAS-SOR-SRT7015-BL,PCS,Sorento Basket (350X100X80MM)-BL,Housewares,Sorento,350X100X80MM,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
474,TOW-SAN-SWP-BF-3708,PCS,Saniware Robe Hook,Bathroom,Saniware,SWP-BF-3708,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
482,SHO-SAN-SWP-SH-801,PCS,Saniware Premier 8 Shower Head,Bathroom,Saniware,SWP-SH-801,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
891,BAS-SOR-SRT7013-BL,PCS,Sorento Corner Basket (250X250X80MM)-BLK,Housewares,Sorento,250X250X80MM,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
629,NIE-SOC-IMP-DEE-3/4-36MM,PCS,Nietz Deep Impact Socket (6P) 36MM 50162036,Power Tools,Nietz,3/4IN,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
929,TOO-HAM-SLE-GT10LB,PCS,Glotool Sledge Hammer 10LB,Hand Tools,Glotool,10LB,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
487,SHO-SAN-SWP-SH-804,PCS,Saniware Premier 9 ABS Rain Shower (black),Bathroom,Saniware,SWP-SH-804,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
486,SHO-SAN-SWP-SA-400B,PCS,Saniware Premier Shower Arm-black SWP-SA-400B,Bathroom,Saniware,SWP-SA-400B,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
