source_position,item_code,uom,display_name,category,detected_brand,detected_model,action,start_tier,tried,prior_decision,prior_page,prior_image,prior_reason,ledger_state
633,"NIE-ADA-IMP-3/4""X1""",PCS,Nietz Impact Adaptor 50166768,Power Tools,Nietz,3/4X1IN,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
619,BOS-2608-642-952,PCS,Carbide Multi Wheel (110X 20/16MM),Power Tools,Bosch,110X,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
581,BOS-GLA-3008,UNIT,Dimming Glasses,Power Tools,Bosch,GS-3008,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
885,NIP-WTRB-1L-D,CAN,1L Nippon Weatherbond Quartz Deep Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
429,BID-SOR-SRT73-CR-DIY,PCS,Sorento Hand Bidet 1.2M Flex Hose-chorome,Bathroom,Sorento,SRT73-CR-DIY,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
438,TOI-TIS-SOR-SRT360-HP,PCS,Sorento S/s Paper Holder SRT360-HP,Bathroom,Sorento,SRT360-HP,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
941,NIP-SAT-GLO-1L-T,CAN,1L Nippon Satin Glo Tint Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
921,TAR-SHT-GT2-12X15,SHT,Glotool PE Tarp Sheet - 12 X 15 (GT02),Building Materials,Glotool,GT02,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
459,GRA-SOR-SRT384-6,PCS,Sorento Floor Grating 6,Bathroom,Sorento,SRT384-6,reopen,2,,pending,,,Fail-closed: evidence insufficient for VERIFIED. NOT_PRESERVED,open
904,NIP-SEA-5170-1L,CAN,1L Nippon Acrylic 5170 Wall Sealer,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
