source_position,item_code,uom,researcher_decision,official_product_page,official_image_url,image_px_w,image_px_h,image_bytes,model_exact,finish_exact,match_confidence,tiers_run,queries_log,pages_log,notes
160,BOS-AHI4-4PC-R,UNIT,pending,http://adelinopump.com/en-us/stainless_steel_multi-stage_centrifugal_pump/394.html,,,,,,,,"T2,T4",q:adelinopump en-us stainless_steel_multi-stage_centrifugal_pump listing enumeration | q:AHI.pdf official download + text extraction | q:fr-fr 394 page HP/kW text scan,p:http://adelinopump.com/fr-fr/surface_pump/394.html (200) [reopen] | p:http://adelinopump.com/en-us/stainless_steel_multi-stage_centrifugal_pump.html (200) | p:http://adelinopump.com/en-us/stainless_steel_multi-stage_centrifugal_pump/394.html (200) | p:http://adelinopump.com/upload/file/AHI.pdf (200),"Official AHI-series instruction page id394 opened: text quotes ""AHI series new light stainless steel horizontal multistage centrifugal pump""; series hero img adelinopump.com/upload/image/20240408/20240408141633_11013.jpg covers whole AHI family so both 0.75HP and 1.0HP SKUs would share it (FAMILY-HERO?). AHI.pdf hosted officially but is image-based (extractable text len=15 chars) so AHI4-4PC-R-to-1.0HP mapping not quotable per BAR#6; per-model photo absent on site; parked pending"
66,TOI-TRP-WC-SRTWC8518-SH-S,PCS,reject,,,,,,,,,T2,q:srtwc8518 one-piece-wc listing scan (8518 token grep) | q:probe srtwc8518-detail and srtwc8518-sh-detail live paths,p:https://www.sorento.com.my/sorento-bathroom/water-closet/one-piece-wc/ (200) | p:https://www.sorento.com.my/sorento-bathroom/water-closet/one-piece-wc.html (200) | p:https://www.sorento.com.my/sorento-bathroom/water-closet/one-piece-wc/srtwc8518-detail (200) | p:https://www.sorento.com.my/sorento-bathroom/water-closet/one-piece-wc/srtwc8518-sh-detail (404),"Fresh closure attempt: srtwc8518-detail resolves to page titled ""SEAT COVER: SRTWC8518"" i.e. an ACCESSORY spare-part page, not a WC PDP; no SRTWC8518 toilet in any one-piece or close-coupled listing; Twister-flush model absent from sorento.com.my; accessory_only_hit -> reject honestly"
180,BOS-AHI2-4PC,UNIT,pending,http://adelinopump.com/en-us/stainless_steel_multi-stage_centrifugal_pump/394.html,,,,,,,,"T2,T4",q:adelinopump en-us stainless_steel_multi-stage_centrifugal_pump listing enumeration | q:AHI.pdf official download + text extraction,p:http://adelinopump.com/fr-fr/surface_pump/394.html (200) [reopen] | p:http://adelinopump.com/en-us/stainless_steel_multi-stage_centrifugal_pump.html (200) | p:http://adelinopump.com/en-us/stainless_steel_multi-stage_centrifugal_pump/394.html (200) | p:http://adelinopump.com/upload/file/AHI.pdf (200),Same AHI-series evidence as pos160: official series page confirms brand+type but 0.75HP SKU (AHI2-4PC) has no dedicated model string in HTML nor own product photo; AHI.pdf spec table is scanned images (no text layer); series-only imagery = FAMILY-HERO risk; parked pending
74,SHO-SAN-SWP-BSP-5505B,PCS,reject,,,,,,,,,T2,"q:saniware.com ?s=5505B fresh site search | q:""Saniware 5505B"" ddg-lite scrape (202 bot-wall) | q:""5505B OR SWP-BSP-5505"" bing scrape (markup blocked)","p:https://saniware.com/?s=5505B (200, 0 results)",Re-probed this round: ?s=5505B returns zero products; site carries only Premier 3-Way stainless steel variant swp-bsp-5505ss; no black -B SKU anywhere on saniware.com; websearch providers rate-limited (429) all pass; black_-B_not_on_site; SS image NOT reused -> reject
77,TOI-TRP-WC-SRTWC8840-S,PCS,reject,https://www.sorento.com.my/sorento-bathroom/water-closet/close-coupled-wc/srtwc8840-rl-detail,,,,,SRTWC8840-RL,White (PP soft-close seat),n/a - suffix variance,T2,q:close-coupled-wc listing full enumeration for 8840 variants | q:probe srtwc8840-s-detail path,"p:https://www.sorento.com.my/sorento-bathroom/water-closet/close-coupled-wc/ (200) | p:https://www.sorento.com.my/sorento-bathroom/water-closet/close-coupled-wc/srtwc8840-rl-detail (200, H1=SRTWC8840-RL) | p:https://www.sorento.com.my/sorento-bathroom/water-closet/close-coupled-wc/srtwc8840-s-detail (404)","Reopened lead this round: listing shows 8 close-coupled models, only SRTWC8840-RL exists; direct -S detail path 404; H1 quotes SRTWC8840-RL (Rimless, S-Trap 250mm). Item requests -S which official never carried; -RL image cannot stand in per BAR#5 -> suffix_variance reject"
81,SHO-SAN-SWP-BSP-5504B,PCS,reject,,,,,,,,,T2,q:saniware.com ?s=5504B fresh site search,"p:https://saniware.com/?s=5504B (200, 0 results)",Re-probed this round: ?s=5504B returns zero products; only Premier 2-Way stainless steel variant swp-bsp-5504ss exists on saniware.com; no black -B SKU; SS image NOT reused -> reject
70,MIR-SWBC-SS6414,SET,reject,https://saniware.com/?s=SWBC-SS6414,,,,,,,,T2,q:saniware.com ?s=SWBC-SS6414 fresh site search,"p:https://saniware.com/?s=SWBC-SS6414 (200, 0 results)",Fresh re-probe confirms zero results; cabinet archive still lacks SS6414 (closest live SS6405/6406/6407); code_absent_from_official_range -> final reject
10,TOI-TRP-WC2110A-P,SET,reject,https://saniware.com/product/wc-2110a-s200/,,,,,WC-2110A-S200,White,n/a - variant not listed,T2,q:saniware wc-2110a-p180 direct slug check (prior 404) | q:WC-2110A trap-spec text re-extraction on live S200 PDP,p:https://saniware.com/product/wc-2110a-s200/ (200),"Re-opened S200 PDP: description field quotes only ""WC-2110A-S200 / Washdown Two-piece closet / S-trap, 200/250mm Roughing-in"" - no P-trap option at all for 2110A; no P180 SKU or image anywhere on saniware.com; variant_not_listed -> reject"
9,TOI-TRP-WC-2122A-P,SET,reject,https://saniware.com/product/wc-2122a-s300/,,,,,WC-2122A-S300,White,n/a - variant not listed,T2,q:WC-2122A trap-spec text re-extraction on live S300 PDP,p:https://saniware.com/product/wc-2122a-s300/ (200),"Re-opened S300 PDP: description mentions ""P-trap, 180mm Roughing-in"" only as an installation config line of the S300 listing; there is NO separate WC-2122A-P180 SKU/PDP/image on saniware.com; reusing the S300 image would be sibling-SKU swap (BAR#5) -> variant_not_listed reject"
61,STA-ROT-HAM-SHR243KA,UNIT,pending,,,,,,,,,"T3,T4","q:bing ""SHR243KA Stanley rotary hammer"" (SERP markup empty) | q:mojeek SHR243KA (403 Forbidden) | q:lite-ddg SHR243KA (bot-wall challenge) | q:webarchive CDX stanleytools.global/*SHR243* (no captures)","p:http://web.archive.org/cdx/search/cdx?url=stanleytools.global/*SHR243* (200, empty)","Every general search provider rate-limited (429) or bot-walled (403/202) for the entire pass; Wayback CDX holds no SHR243 capture on stanleytools.global; prior-pass finding (absent from my.stanleytools.global rotary-hammer category, only non-authorised dealers) stands unrefuted but T3 was not genuinely consumable this sitting -> keep pending"
