source_position,item_code,uom,display_name,category,detected_brand,detected_model,action,start_tier,tried,prior_decision,prior_page,prior_image,prior_reason,ledger_state
909,CUT-SCI-SK5-54113203,PCS,Nietz SK5 Scissors 54113203 8IN,Abrasives & Cutting,Nietz,SK5,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
964,BOS-2608-684-775,PCS,Hexagon Flat Chisel (17X280MM),Hand Tools,Bosch,17X280MM,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
488,"HOS-FLE-GLO-48""",PCS,Glotool Flexible Tube F1/2 X F12 X 48,Outdoor & Garden,Glotool,F1/2,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
748,BOS-2608-578-122,PCS,Masonry Drill Bit 12MM X,Power Tool Accessories,Bosch,90/150MM,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
498,TOR-ENE-LED-2AAW,PCK,Eveready Opp LED 2AA W Batt,Lighting,Eveready,2AA,reopen,2,,pending,,,Fail-closed: evidence insufficient for VERIFIED. Exact product image URL and source package not preserved.,open
998,NIETZ-MOU-FLA-WHE-57152120,PCS,Nietz Mounted Flap Wheel 57152120,Abrasives & Cutting,Nietz,50X25X6,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
954,DRI-SDS-GT02-13260,PCS,Glotool Sds Drill 13 X 260MM,Power Tool Accessories,Glotool,GT-A02,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
955,BOS-2608-578-159,PCS,Masonry Drill Bit 9MM X,Power Tool Accessories,Bosch,80/120MM,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
484,NIP-ECO-D,CAN,1L 811-5511 Phthalo Green D,Paint & Sundries,Nippon Paint,ECO100,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
515,NIP-QSH-EXT-5L-T,CAN,5L Nippon Q-shield Extra Tint Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
716,NIP-VIN-EAS-1L-A,CAN,1L Nippon Vinilex Easywash Accent Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
717,NIP-VIN-EAS-1L-T,CAN,1L Nippon Vinilex Easywash Tint Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
887,RUB-TAE11-M310,UNIT,Rubine Rch-sirocco-bl Cooker Hood,Kitchen & Sinks,Rubine,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
