source_position,item_code,uom,display_name,category,detected_brand,detected_model,action,start_tier,tried,prior_decision,prior_page,prior_image,prior_reason,ledger_state
466,NIP-QSH-EXT-20L-A,DRUM,18L Nippon Q-shield Extra Accent Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
485,NIP-QSH-EXT-20L-T,DRUM,18L Nippon Q-shield Extra Tint Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,Fail-closed: evidence insufficient for VERIFIED. Official page confirms family but not exact 18L Tint Base package/image.,open
494,NIP-QGL-15L-T,DRUM,15L Nippon Q-glo Tint Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
546,NIP-ECO-F,CAN,1L 811-1046 Red Oxide F,Paint & Sundries,Nippon Paint,ECO100,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
559,NIP-SAT-GLO-5L-T,CAN,5L Nippon Satin Glo Tint Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
593,NIP-ECO-C,CAN,1L 811-1810 Yellow Oxide C,Paint & Sundries,Nippon Paint,ECO100,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
611,NIP-VIN-EAS-5L-A,CAN,5L Nippon Vinilex Easywash Accent Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
763,NIP-9000-GF-1L-T,CAN,1L Nippon 9000 Gf Tint Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
835,DC-DCZC04-24EK,SET,Cordless Brushless Rotary Hammer 20V (4.0AH X2/4A),Power Tools,,X2/4A,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
428,NIP-WTRB-18L-P,DRUM,18L Nippon Weatherbond Quartz Pastel Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,Fail-closed: evidence insufficient for VERIFIED. Official page confirms family but not exact 18L Pastel Base package/image.,open
462,NIP-SAT-GLO-18L-P,DRUM,18L Nippon Satin Glo Pastel Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,Fail-closed: evidence insufficient for VERIFIED. Official page confirms family but not exact 18L Pastel Base package/image.,open
843,BOS-0601-9F3-0L3,UNIT,Gsb 120 Bat. Impact Drill,Power Tools,Bosch,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
