source_position,item_code,uom,display_name,category,detected_brand,detected_model,action,start_tier,tried,prior_decision,prior_page,prior_image,prior_reason,ledger_state
432,NIP-QGL-5L-A,CAN,5L Nippon Q-glo Accent Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,Fail-closed: evidence insufficient for VERIFIED. Official page confirms family but not exact 5L Accent Base package/image.,open
795,IND-TRO-NIE-80X450X0.6MM,PCS,Nietz Plastering Trowel 12/60 54643845,Hand Tools,Nietz,80X450X0.6MM,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
901,BOS-2608-608-T70-N,PCK,Velcro Disc 125MM Holes (5PCS/PCK) G220-8,Abrasives & Cutting,Bosch,5PCS/PCK,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
951,DRI-SDS-GT02-05160,PCS,Glotool Sds Drill 5 X 160MM,Power Tool Accessories,Glotool,GT-A02,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
841,SWI-T/SOC-TAI-2G5M,PCS,Taicon 2G Trailing Socket (2050),Electrical,Taicon,NEON-5M,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
723,PAI-SPR-SAM-040,PCS,Samurai Spray Paint Sparkling Gold,Paint & Sundries,Samurai,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
464,GLO-WEL-GT900/YEL,PAIR,Welding Glove - 900GT/YELLOW,Safety & Workwear,Glotool,900GT/YELLOW,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
417,"HOS-FLE-GLO-16""",PCS,Glotool Flexible Tube F1/2 X F12 X 16,Outdoor & Garden,Glotool,F1/2,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
918,DRI-SDS-GT02-65160,PCS,Glotool Sds Drill 6.5 X 160MM,Power Tool Accessories,Glotool,GT-A02,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
454,NIP-PHG-5L-MWHI,CAN,5L Platone High Gloss 8102 Matt White,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,Fail-closed: evidence insufficient for VERIFIED. Family image only; exact colour/package image not preserved.,open
461,NIP-PHG-5L-T,CAN,5L Platone High Gloss Tint Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,Fail-closed: evidence insufficient for VERIFIED. Official family image only; exact tint-base package/image not preserved.,open
514,NIP-MAT-15245-7L,CAN,7L Super Matex 15245 Maxtwhite,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
615,NIP-UND-9000-1L,CAN,1L Nippon 9000 Undercoat White,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
