source_position,item_code,uom,researcher_decision,official_product_page,official_image_url,image_px_w,image_px_h,image_bytes,model_exact,finish_exact,match_confidence,tiers_run,queries_log,pages_log,notes
200,CHA-SAW-STIHL-MS172,UNIT,candidate,https://www.ktstrade.com.my/stihl-kts/products/chainsaws/,https://www.ktstrade.com.my/stihl-kts/products/chainsaws/images/ms172.jpg,580,300,78342,MS 172,n/a,high,"T1,T3","q:STIHL ""MS 172"" chainsaw Malaysia stihl.com.my | q:""MS 162"" petrol chainsaw site:stihl.com.my | q:STIHL ""MS 162"" chainsaw Malaysia official",p:https://www.stihl.com.my/en/p/chainsaws-ms-172-petrol-chainsaw-145783 (DNS_FAIL) | p:https://www.ktstrade.com.my/stihl-kts/products/chainsaws/ (200),"stihl.com.my DNS-fails from here and MS172 absent from THK lineup (prior), but KTS TRADING SDN BHD ktstrade.com.my = AUTHORISED STIHL distributor EAST MALAYSIA (addr 72-74 Market Road, 96000 Sibu) lists Compact Series 'MS 172' block on official site w/ alt='MS172' model string quoted in HTML + dedicated brochure PDF link family (data/ms162.pdf covers MS162/172/182/212). Byte check 200 image/jpeg 78342B 580x300 THIS round. Page shows saw alone. Display '16in bar' consistent (MY trade sells MS172 16in)."
209,CHA-SAW-STIHL-MS162,UNIT,candidate,https://www.ktstrade.com.my/stihl-kts/products/chainsaws/,https://www.ktstrade.com.my/stihl-kts/products/chainsaws/images/ms162.jpg,580,300,61845,MS 162,n/a,high,"T1,T3","q:STIHL ""MS 162"" chainsaw Malaysia official | q:""MS 162"" petrol chainsaw site:stihl.com.my | q:STIHL ""MS 172"" chainsaw Malaysia stihl.com.my",p:https://www.stihl.com.my/en/p/chainsaws-ms-162-petrol-chainsaw-138968 (DNS_FAIL) | p:https://www.ktstrade.com.my/stihl-kts/products/chainsaws/ (200),"Same authorised-distributor close-out as MS172: KTS Trading (Sibu, authorised STIHL East MY) chainsaw page carries dedicated 'Compact Series MS 162' section - displacement 30.1cc, 1.2kW specs quoted verbatim in HTML, alt='MS162', links data/ms162.pdf official brochure. stihl.com.my unreachable/DNS (P19); other stihl country PDPs exist (id 138968) but KTS .com.my satisfies MY-authorised bar. Byte check 200 image/jpeg 61845B 580x300 THIS round."
127,STA-DRI-BRU-SBD710D2K,UNIT,reject,,,,,,,n/a,n/a,"T1,T3","q:Stanley ""SBD710D2K"" 20V brushless drill driver",,Recheck confirms prior: SBD710D2K(-B1) exists ONLY as India-market retail/B2B listings (industrybuying/moglix/toolbuy/bansaltone/hukums - unauthorised) + manuals.plus; zero hits on any stanleytools.global/com.au regional drill listing; Leeden zero (prior). Model real (FATMAX V20 60Nm 1900rpm) but NO official OEM or authorised-MY-distributor source => no_official_source stands.
20,STA-ROT-HAM-SHR263KA,UNIT,candidate,https://www.leedenhercules.com/showproducts/productid/5657630/cid/564112/stanley-shr263kaxd-2kg-26mm-rotary-hammer-with-chisel-drill-bit-tool-box/,https://cdn1.npcdn.net/images/84db4b02101e92d78e9e242ace69c48b_1736735307.jpeg?md5id=65f76dcdbd789fbe2623a33ab6b35da0&new_width=1000&new_height=1000&size=max&w=1772617758&type=9,1000,1000,63323,SHR263KA-XD,n/a,high,"T3,reopen",q:theleedenstore.com.my SHR263KA rotary hammer 26mm,p:https://my.stanleytools.global/product/shr263ka-xd/720w-22mm-3-mode-sds-plus-hammer (200) | p:https://www.leedenhercules.com/showproducts/productid/5657630/cid/564112/stanley-shr263kaxd-2kg-26mm-rotary-hammer-with-chisel-drill-bit-tool-box/ (200),"Closed prior pending. Re-opened OEM MY page P1: STILL titled 720W/22mm, body feature bullet says '800 W High Performance Motor', zero '26mm' occurrences -> OEM-MY page content erroneous/stale. Authorised distributor Leeden Hercules PDP (P12, HTTP200 this round) quotes model 'SHR263KA-XD' x39 + specs Power Input 800W, Impact Energy 3.4 J, Max Drilling (Concrete) 26 mm in structured data - matches display 26MM; corroborated by HomePro MY ('26MM 800W ROTARY HAMMER STANLEY SHR263KA-XD') + Horme SG + global spec DBs. Image = this SKU kit shot (hammer+chisel+bit+toolbox per title), single SKU. Byte check 200 image/jpeg 63323B 1000x1000 THIS round (prior theleedenstore jpg also re-verified 31759B 1000x1000). spec_conflict resolved toward 26mm/800W per authorised distributor."
170,STA-SAW-SCR121S2K,UNIT,candidate,https://www.leedenhercules.com/showproducts/productid/5658147/cid/564112/stanley-scr121s2kb1-reciprocating-saw-12v,https://cdn1.npcdn.net/images/05dd594f3c642c3c0416c50af66ef9a7_1736752178.jpeg?md5id=65f76dcdbd789fbe2623a33ab6b35da0&new_width=1000&new_height=1000&size=max&w=1772617758&type=9,1000,1000,86739,SCR121S2K-B1,n/a,high,T3,q:SCR121S2K Stanley reciprocating saw leedenhercules,p:https://www.leedenhercules.com/showproducts/productid/5658147/cid/564112/stanley-scr121s2kb1-reciprocating-saw-12v (200),"Prior blocker cleared: authorised MY distributor Leeden Hercules PDP live (HTTP 200 this round), title/meta quote 'STANLEY SCR121S2K-B1 RECIPROCATING SAW 12V' x35; HomePro MY SKU 1074266 'STANLEY 12V RECIPROCATING SAW 20MM SCR121S2K-B1' RM399 corroborates. Row suffix S2K vs -B1 packaging variance noted. Gallery image #1 (tool alone) byte-checked THIS round: 200 image/jpeg 86739B 1000x1000."
194,BOS-0601-9G8-1L7,UNIT,candidate,https://www.bosch-pt.com.my/my/en/products/gsb-120-li-06019G81L1,https://www.bosch-pt.com.my/binary/ocsmedia/optimized/750x422/o338456v54_o338456v12gsb_120-li_full_execution_06019G8182.png,421,422,159457,GSB 120-LI (order no 0 601 9G8 1L1),n/a,medium,"T2,T3","q:Bosch ""06019G81L7"" GSB 120-LI",p:https://www.bosch-pt.com.my/my/en/products/gsb-120-li-06019G81L0 (200) | p:https://www.bosch-pt.com.my/my/en/products/gsb-120-li-06019G81L7 (404) | p:https://www.bosch-pt.com.my/my/en/products/gsb-120-li-06019G81L1 (200),"Order-suffix variance RESOLVED by elimination: direct probe of gsb-120-li-06019G81L7 on bosch-pt.com.my = 404 (P7); exact-string web search '06019G81L7' returns ZERO hits anywhere globally -> not a published Bosch order number (likely supplier-label code). Official MY site sells exactly two variants: 1L0 (2 batt, RM349) and 1L1 (1 x battery GBA 12V 2.0Ah + charger GAL 1210 CV + case + 23pc bit set, RM314). Display '(1 Batt.)' uniquely matches 1L1 -> mapped. P15 opened this round, '0 601 9G8 1L1' + '1 x battery GBA 12V 2.0Ah' quoted in HTML. og:image byte-checked 200 image/png 159457B 421x422; it is OEM 'full_execution' kit render of THIS SKU (tool+battery+charger+case = declared kit contents, not a multi-product group)."
224,STA-TRI-ST55,UNIT,candidate,https://my.stanleytools.global/product/st55-b1/550w-palm-router,https://my.stanleytools.global/ASIA/PRODUCT/IMAGES/HIRES/ST55_1.jpg,2000,2000,140912,ST55-B1,n/a,medium,reopen,,p:https://my.stanleytools.global/product/st55-b1/550w-palm-router (200),"Lead closed on re-open (page fetched THIS round, HTTP 200): official MY PDP breadcrumb 'ST55-B1', title '550W Palm Router'; page alt-texts themselves say 'STANLEY ST55-B2 compact yellow and black trimmer router...' i.e. OEM uses trimmer/router interchangeably -> label variance cosmetic; 550W matches display. 6.35mm collet NOT stated on OEM page (only 'high-grade collet') - size claim unverbatim, flagged. Kit suffix row '-XD' vs page '-B1/-B2' variants noted. Hero HIRES image byte-checked THIS round: 200 image/jpeg 140912B 2000x2000, tool alone on white."
98,TAP-SAN-SWP-SS-304-3939,PCS,reject,,,,,,,n/a,n/a,"T2,T4","q:Saniware Premier ""3939"" kitchen pillar sink tap | q:Saniware ""3936"" kitchen wall sink tap","p:https://saniware.com/product-category/faucet/saniware-premier/ (200) | p:https://saniware.com/product-category/faucet/39-series/ (200) | p:https://saniware.com/product-category/faucet/39-series/page/2/ (404) | p:https://saniware.com/product-category/faucet/kitchen-sink/page/2/ (200) | p:http://web.archive.org/cdx/search/cdx?url=saniware.com&matchType=domain&collapse=urlkey&fl=original,statuscode&limit=5000 (200)","Full negative sweep this round: saniware.com Premier category (P4 200), kitchen-sink category p2 (P16 200), 39-series archive p1 (P10 200; p2=P11 404) - ZERO occurrences of 3939; official kitchen pillar taps currently 3900/3940 series only. Wayback CDX domain-wide (P18): 355 snapshots, ZERO URLs matching 3939/3936/hs-502. Only sources = unauthorised dealer NEWPAGES storefronts (Pan Timur Kedah, authorisation unverifiable) -> fails BAR#2. absent_on_official_site incl. archives; code lives only in trade stock."
107,FAN-WAL-KHI-FW1660TH,SET,candidate,https://khind.com.my/products/16-wall-fan-60th-anniversary-edition,https://khind.com.my/cdn/shop/files/wf-front_300621224343_98969c72-012c-4f91-933c-f141c16c789a.png?v=1751809381,810,1080,922396,WF1660TH,Black,high,T2,"q:Khind wall fan ""WF1660TH"" OR ""FW1660TH"" 16 inch",p:https://khind.com.my/products/16-wall-fan-60th-anniversary-edition (200) | p:https://www.khindmanufacturing.com/fans/wall-fan/16-inch/wf1660th (200),"Row code FW1660TH normalises (T2 letter-transposition) to Khind WF1660TH - confirmed real SKU missed by prior WF1602SE guess: official Khind online store PDP (P8 200 THIS round) title 'KHIND 16"" Wall Fan (60th Anniversary Edition) WF1660TH', 40 HTML occurrences of WF1660TH, SIRIM assurance statement on page (matches 'Sirim' expectation of family). Manufacturer site khindmanufacturing.com (Khind-Mistral Industries Sdn Bhd, P9 200) corroborates: spec table Blade 16in/220-240V/50W/Colour Black, model string in og:title. og:image byte-checked THIS round: 200 image/png 922396B 810x1080 (fan alone); backup manufacturer jpg verified 289875B 900x900."
152,TAP-SAN-SWP-SS-304-3936-SS,PCS,reject,,,,,,,n/a,n/a,"T2,T4","q:Saniware ""3936"" kitchen wall sink tap | q:Saniware Premier ""3939"" kitchen pillar sink tap","p:https://saniware.com/product-category/faucet/saniware-premier/ (200) | p:https://saniware.com/product-category/faucet/39-series/ (200) | p:https://saniware.com/product-category/faucet/39-series/page/2/ (404) | p:https://saniware.com/product-category/faucet/kitchen-sink/page/2/ (200) | p:http://web.archive.org/cdx/search/cdx?url=saniware.com&matchType=domain&collapse=urlkey&fl=original,statuscode&limit=5000 (200)",Same sweep as 3939: zero occurrences of 3936 across saniware.com Premier/kitchen-sink/39-series categories (all fetched THIS round) and across all 355 Wayback CDX domain snapshots (0 matches). Only Pan Timur dealer NEWPAGES listing (unverified authorisation) -> fails BAR#2. absent_on_official_site incl. archives.
