source_position,item_code,uom,display_name,category,detected_brand,detected_model,action,start_tier,tried,prior_decision,prior_page,prior_image,prior_reason,ledger_state
669,SHO-SAN-SWP-SA-150,PCS,Saniware Premier Shower Arm,Bathroom,Saniware,SWP-SA-150,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
930,TOO-NIE-BIT-SCKT-1/2IN-T50,PCS,Nietz Drive Long Str Bit 50244150 T50,Power Tools,Nietz,T50,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
920,"NIE-SOC-IMP-1/2""-26MM",PCS,Nietz Dr Impact Socket (6PT) 50140026 26MM,Power Tools,Nietz,6PT,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
978,TOO-NIE-BIT-SCKT-1/2IN-T30,PCS,Nietz Drive Long Str Bit 50244130 T30,Power Tools,Nietz,T30,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
977,TOO-NIE-BIT-SCKT-1/2IN-T25,PCS,Nietz Drive Long Str Bit 50244125 T25,Power Tools,Nietz,T25,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
990,"NIE-SOC-IMP-1/2""-22MM",PCS,Nietz Dr Impact Socket (6PT) 50140022 22MM,Power Tools,Nietz,6PT,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
997,"NIE-SOC-IMP-1/2""-19MM",PCS,Nietz Dr Impact Socket (6PT) 50140019 19MM,Power Tools,Nietz,6PT,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
803,ELE-D/L-MEG-YTG45Z1-5W-3000K,PCS,Megaman G45 E27 LED Bulb YTG45Z1/5W 5W/3000K,Lighting,Megaman,G45,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
527,NIP-WTRB-18L-D,DRUM,18L Nippon Weatherbond Quartz Deep Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
594,NIP-VIN-EAS-15L-T,DRUM,15L Nippon Vinilex Easywash Tint Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
603,NIP-ODO-5L,TIN,5L Nippon Odourlite Soft Matt - A (5L),Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
614,NIP-SAT-GLO-15L-A,DRUM,15L Nippon Satin Glo Accent Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
698,NIP-ROOF-20L-A,UNIT,20L Nippon Roof Coating Accent Base,Building Materials,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
673,X-RUB-TAE11-M321,UNIT,Rubine Rch-thora-ss Cooker Hood,Kitchen & Sinks,Rubine,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
728,BOS-0600-8A7-7L0,UNIT,Aquatak 150 High P/ Cleaner,Chemicals & Adhesives,Bosch,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
766,BOS-0601-B19-1L0,UNIT,Gcm 8 Sjl Mitre Saw,Power Tools,Bosch,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
959,DC-DJC23,SET,Magnetic Drill (1500W),Power Tools,,DJC23,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
811,BOS-0601-9H9-0L1,UNIT,Gws 180 Batt. Angle Grinder (set),Power Tools,Bosch,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
831,BOS-0600-8A7-DL0,UNIT,Aquatak 140 High P/cleaner,Chemicals & Adhesives,Bosch,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
812,BOS-0611-337-0L0,UNIT,Gsh 5 Demolition Hammer,Power Tools,Bosch,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
993,DC-ZC02-28-H2K,SET,Cordless Brushless Rotary Hammer 20V (6.0AH X2/4A),Power Tools,,X2/4A,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
832,BOS-0601-B45-0L0,SET,Gts 254 Table Saw,Power Tools,Bosch,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
518,WEL-MAC-STW-250G,UNIT,Nietz Welding Machine Acc,Welding,Nietz,MMA250G,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
906,BOS-0611-254-76C,UNIT,Gbh 2-26 Dfr Rotary Hammer,Power Tools,Bosch,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
372,BOS-0601-9G6-1L0,UNIT,Gds Batt. Impact Wrench 250-LI,Power Tools,Bosch,250-LI,reopen,2,,pending,,,Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer image/rights not preserved; dealer image package is not a publication approval.,open
