source_position,item_code,uom,display_name,category,detected_brand,detected_model,action,start_tier,tried,prior_decision,prior_page,prior_image,prior_reason,ledger_state
103,ELE-D/L-MEG-YTPDGLE5-70W,PCS,Megaman E27 Led-t Bulb,Lighting,Megaman,E27,reopen,2,,reject,https://megaman.com.my/product/high-lumen-t-bulb/,https://megaman.com.my/wp-content/uploads/2020/12/1-2.jpg,Q: opened high-lumen-t-bulb page: YTPDGLE5-70W is PLC-cap 6500K-only; row claims E27 -> cap mismatch; no official E27 70W variant.,open
260,BOS-0611-272-1L4,UNIT,Gbh 2-24 Dre Rotary Hammer Set,Power Tools,Bosch,,reopen,2,,pending,https://www.bosch-pt.com.my/my/en/products/gbh-2-24-dre-06112721L0,https://www.bosch-pt.com.my/my/en/ocsmedia/246408-82/product-image/166x164/rotary-hammer-with-sds-plus-pro-gbh-2-24-dre-06112721l0.png,Q: gbh-2-24-dre-06112721L0 page live; MY lists 1L0/1L9 only - row order 1L4 set variant unlisted (404 verified).,open
261,NIP-WTRB-18L-WHITE,CAN,18L Nippon Weatherbond Quartz 145 White,Paint & Sundries,Nippon Paint,,reopen,2,,pending,https://www.nipponpaint.com.my/product/weatherbond-quartz/,https://www.nipponpaint.com.my/wp-content/uploads/2024/12/weatherbond-quartz-best-in-class.webp,Q: weatherbond-quartz line page live; pack size/base/colour-code variants not printed on page.,open
238,NIP-SEA-5170-20L,DRUM,20L Nippon Acrylic 5170 Wall Sealer,Paint & Sundries,Nippon Paint,,reopen,2,,pending,https://www.nipponpaint.com.my/product/acrylic-5170-wall-sealer/,,Q: acrylic-5170 line page live; 20L pack not printed.,open
263,NIP-WTRB-WHI-15004,CAN,18L Nippon Weatherbond Quartz 15004 Ws White,Paint & Sundries,Nippon Paint,,reopen,2,,pending,https://www.nipponpaint.com.my/product/weatherbond-quartz/,https://www.nipponpaint.com.my/wp-content/uploads/2024/12/weatherbond-quartz-best-in-class.webp,Q: weatherbond-quartz line page live; pack size/base/colour-code variants not printed on page.,open
259,BOS-0611-338-5L0,UNIT,Gsh 500 Demolition Hammer,Power Tools,Bosch,,reopen,2,,reject,https://www.bosch-pt.com.my/my/en/products/gsh-500-06113386L0,,Q: gsh-500 pages 404; MY demolition-hammers category lists 9 products with NO GSH 500 (now GSH 5 HX / GSH5MX); prior 'GEN II 6L0' entry also gone.,open
33,TOI-TRP-WC2098RL-S,SET,Saniware Washdown One Piece Closet-rimless,Bathroom,Saniware,WC2098RL-S250MM,reopen,2,,pending,https://saniware.com/product/wc-2098-s300/,https://saniware.com/wp-content/uploads/2021/03/WC-2098-S300-600x600.jpg,Q/probes: /product/wc-2098rl-s250/=404; ?s=WC-2098 opens only WC-2098-S300 + cistern fitting; websearch rimless RL variant -> nothing. rimless_variant_not_listed.,open
273,MIR-SBC-600603A,SET,S600 Bathroom Cabinet Set (610X475X450MM),Bathroom,,S600,reopen,2,,pending,,,"Q: ""S600 bathroom cabinet 610x475x450"" searches: unbranded OEM cabinet, no manufacturer site. unbranded_commodity.",open
32,JOV-WAT-HEA-SL30IP-WHI-AWB,PCS,Joven (white) Instant Water Heater SL30IP-AWB,Home Appliances,Joven,SL30IP-AWB,reopen,2,,reject,https://www.joven-electric.com/my/products/instant-water-heater/sl30-series.html,,"Q: ""SL30IP-AWB"" site:.com.my; official Malaysia; filetype:pdf; ""SL30iP WB"". AWB appears ONLY on third-party dealer inquiry listings; official international WB-bracket variant is coded SL30iP-WB. AWB is dealer-side nomenclature, not an official Joven ordering code.",open
145,FAN-WAL-TAICON-TC-11006,SET,Taicon 16 Wall Fan Sirim-whi,Fans & Ventilation,Taicon,5BLADE,reopen,2,,reject,,,Q: Taicon official-site check (DNS NXDOMAIN taicon.com.my; taicon.com unrelated capacitor maker; marketplace/wholesaler presence only). no_official_taicon_website.,open
244,NIP-WTRB-18L-A,DRUM,18L Nippon Weatherbond Quartz Accent Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,https://www.nipponpaint.com.my/product/weatherbond-quartz/,https://www.nipponpaint.com.my/wp-content/uploads/2024/12/weatherbond-quartz-best-in-class.webp,Q: weatherbond-quartz line page live; pack size/base/colour-code variants not printed on page.,open
245,NIP-WTRB-18L-T,DRUM,18L Nippon Weatherbond Quartz Tint Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,https://www.nipponpaint.com.my/product/weatherbond-quartz/,https://www.nipponpaint.com.my/wp-content/uploads/2024/12/weatherbond-quartz-best-in-class.webp,Q: weatherbond-quartz line page live; pack size/base/colour-code variants not printed on page.,open
200,CHA-SAW-STIHL-MS172,UNIT,Stihl Chainsaw 16 Stihl Chain & Guide BAR,"Rope, Chain & Netting",STIHL,MS172,reopen,2,,reject,,,Q: THK petrol-chainsaws category recheck: lineup MS170/180/210/230/250/260/361/382/462/651/070/720/881 - MS172 absent.,open
209,CHA-SAW-STIHL-MS162,UNIT,Stihl Chainsaw 14 Stihl Chain & Guide BAR,"Rope, Chain & Netting",STIHL,MS162,reopen,2,,reject,,,Q: THK category recheck: MS162 not in West-MY lineup.,open
127,STA-DRI-BRU-SBD710D2K,UNIT,Stanley Fatmax 20V Max Brushless Drill Driver,Power Tools,Stanley,SBD710D2K,reopen,2,,reject,,,Q: SBD710D2K stanleytools.global (absent from all regional drill listings); Leeden search zero; only unauthorised listings. no_official_source.,open
20,STA-ROT-HAM-SHR263KA,UNIT,Stanley Rotary Hammer 26MM,Power Tools,Stanley,SHR263KA,reopen,2,,pending,https://my.stanleytools.global/product/shr263ka-xd/720w-22mm-3-mode-sds-plus-hammer,https://theleedenstore.com.my/wp-content/uploads/2023/04/STENLEY-CONCRETE-DRILL-SERIES_STANLEY-SHR-263KA-XD-2KG-26MM-ROTARY-HAMMER-WITH-CHISELDRILL-BITTOOL-BOX-PHOTO-1.jpg,"Q: SHR263KA stanleytools.global; .com.my searches. Opened OEM MY page: LIVE but title/category say 720W 22mm (body text contradicts w/ 800W); no 26mm on OEM page. Opened Leeden (authorised MY distributor): 26mm/800W/3.4J kit, og:image live. Regional split: in=26mm, cca=22mm/720W. spec_conflict unresolved.",open
170,STA-SAW-SCR121S2K,UNIT,Stanley 12V Reciprocating Saw,Power Tools,Stanley,SCR121S2K,reopen,2,,pending,,,"Q: SCR121S2K absent from all stanleytools.global domains; Leeden store zero results; model real (HomePro RM399, leedenhercules listing) but no authorised image source.",open
194,BOS-0601-9G8-1L7,UNIT,Gsb 121B Batt. Impact Drill (1 Batt.),Power Tools,Bosch,121B,reopen,2,,pending,https://www.bosch-pt.com.my/my/en/products/gsb-120-li-06019G81L0,,Q: gsb-120-li page live; row order suffix 1L7 variant not listed on MY page - variance.,open
224,STA-TRI-ST55,UNIT,Stanley 550W 6.35MM Corded Trimmer,Power Tools,Stanley,ST55-XD,reopen,2,,pending,https://my.stanleytools.global/product/st55-b1/550w-palm-router,https://my.stanleytools.global/ASIA/PRODUCT/IMAGES/HIRES/ST55_1.jpg,Q: official MY page = ST55-B1 '550W Palm Router'; row labels it Corded Trimmer and claims 6.35mm collet (not stated on page). Label + collet variance.,open
98,TAP-SAN-SWP-SS-304-3939,PCS,Saniware Premier Double Spout Kitchen Pillar Sink Tap,Kitchen & Sinks,Saniware,SWP-SS-304-3939,reopen,2,,pending,https://saniware.com/?s=SWP-SS-304-3939,,Q: ?s=3939 saniware -> 0 results (prior pass probe stands). absent_on_official_site.,open
107,FAN-WAL-KHI-FW1660TH,SET,16 Wall Fan,Fans & Ventilation,Khind,WF1602SE-KHIND,reopen,2,,pending,https://khind.com.my/products/khind-16-wall-fan-wf1602se,,Q: khind.com.my/products/khind-16-wall-fan-wf1602se HTTP 200 (rechecked); official model WF1602SE vs row code FW1660TH - suffix variance; display '16 Wall Fan' matches product family.,open
152,TAP-SAN-SWP-SS-304-3936-SS,PCS,Saniware Premier Kitchen Wall Sink Tap-ss,Kitchen & Sinks,Saniware,SWP-SS-304-3936,reopen,2,,pending,https://saniware.com/product-category/faucet/saniware-premier/,,Q: ?s=3936 saniware -> 0 results. absent_on_official_site.,open
175,FAN-WAL-TAICON-TC-11007,SET,Taicon 16 Wall Fan Sirim-blk,Fans & Ventilation,Taicon,5BLADE,reopen,2,,reject,,,Q: Taicon official-site check (DNS NXDOMAIN taicon.com.my; taicon.com unrelated capacitor maker; marketplace/wholesaler presence only). no_official_taicon_website.,open
171,FAN-TAB-KHI-TF1210SE-LAV,SET,Khind - 12 Table Fan (sweet Lavender),Fans & Ventilation,Khind,TF1210SE,reopen,2,,pending,https://khind.com.my/products/12-table-fan,,Q: khind 12-table-fan page HTTP 200 (rechecked); TF1210SE confirmed; sweet-lavender finish not verbatim on page (prior pass flag stands).,open
47,SHO-HAN-SWP-HS-502,SET,Saniware Premier Hand Shower With Flexible Hose SWP-HS-502,Bathroom,Saniware,SWP-HS-502,reopen,2,,reject,,,Q/probes: ?s=HS-502 -> 0 results; official family = HS-512/513/514/515/516 (+503/504/511 p2); 502 absent from lineup; dealers still list code so it existed in trade but is dropped from official site. code_likely_discontinued.,open
