source_position,item_code,uom,researcher_decision,official_product_page,official_image_url,image_px_w,image_px_h,image_bytes,model_exact,finish_exact,match_confidence,tiers_run,queries_log,pages_log,notes
7717,OUT-CON-RUB-BLACK-60MM,PCS,reject,,,,,,,,,T1,"q:""60mm"" rubber cone plumbing black white",,"Generic EPDM/rubber pipe cone; only non-MY generic hits (Deks Pan Cone AU model 40990/41010, Brymec UK grommet); no Malaysian OEM or authorised-distributor PDP; whi/blk dual-colour item cannot resolve to one single-SKU official image."
6967,HOS-CLE-01930-MTR,MTR,reject,,,,,,,,,T1,q:clear PVC hose 19mm x 30m Malaysia,,Commodity clear PVC tubing with no brand/model string anywhere; eWarehouse.my aggregator listing and Hsing Lung / Lipta manufacturer family catalogue pages are not SKU-exact OEM pages and carry no model code to quote.
7639,GAR-SPR-CR8458F,PCS,reject,,,,,,,,,T1,"q:""CR8458F"" filter water pump | q:""CR8458",,Model string unidentifiable: CR8458F/CR8458 returns zero product matches worldwide (only unrelated US Medicare Change Request 8458 docs); Rosedale CR8-series industrial vessels use different numbering and are not this garden/pump filter; no OEM page exists.
7764,TOO-DRV-MAG-BES,PCS,reject,,,,,,,,,T1,"q:""Bestir"" magnetic socket 10mm 65mm | q:aurous.com.my Bestir magnetic nut setter 10mm | q:site:aurous.com.my nut setter | q:""Bestir"" magnetic socket bit 65mm",p:https://aurous.com.my/product/magnetic-nut-setter-8mm-x-45mm-8mm-x-65mm-bit-holder-1-piece/ (200),"Aurous/Tick Hong Hardware is a stocking Bestir MY dealer but their Bestir magnetic nut setter PDP covers 8MMx45MM and 8MMx65MM only; no official page anywhere offers a 10MMx65MM Bestir magnetic socket SKU, so bar #1 fails on size."
7585,X-FLO-MOC-3030191-GGY,PCS,reject,,,,,,,,,T1,"q:""Suanhawa"" OR ""Zurich"" OR ""Madrid"" ceramic floor tiles 12x12 Malaysia",,Model 3030191 / colour code GGY has no traceable tile OEM; no manufacturer site carries this SKU; decorative local tile names sold loose without official PDPs.
5554,HOS-GAS-BLA45,MTR,reject,,,,,,,,,T1,,,"Unbranded black LPG/gas hose roll (item tokens decode to BLAck, 45M length); no manufacturer identity in code or name, so no official-source candidate is possible; any match found would be a banned marketplace listing."
7620,LIG-IND-APT-P22,PCS,reject,,,,,,,,,"T1,T3","q:APT P22 indicator light pilot lamp | q:""P22"" pilot lamp indicator light Malaysia APT | q:""APT"" ""P22"" indicator LED lamp 22mm",,APT brand is real (Siemens-acquired Chinese LV maker) but its indicator series are AD16-22x / PL1-D - no P22 series exists; IDEC AP22 pilot lights are a different brand; item code likely mislabelled and no official page quotes brand+model together.
4793,HOS-AIR-TOK-10MM,MTR,candidate,https://www.sonichardware.com.my/categories-listing/product/2319-toko-yellow-air-hose-100mtr,https://www.sonichardware.com.my/images/com_hikashop/upload/11_1944409715.jpg,592,449,218947,"Yellow Air Hose - 100Mtr (Toko), variant Coil 10MM",yellow PU air hose coil,medium,"T1,T2","q:""Tokyo Toko air hose"" | q:""Toko"" air hose yellow polyurethane coil Malaysia | q:""TOKO"" air hose 10mm x 100m yellow",p:https://www.sonichardware.com.my/categories-listing/product/2319-toko-yellow-air-hose-100mtr (200),Sonic Hardware (Sarawak) Sdn Bhd MY dealer PDP opened this round; page HTML title/meta quote 'Yellow Air Hose - 100Mtr (Toko)' with 10MM / Coil 10MM size variant matching item code; byte check 200 image/jpeg 218947 bytes >=20000; single-product hero shot of the yellow coil alone; Toko factory authorisation not verifiable online so confidence medium
7017,HOS-CLE-01630-MTR,MTR,reject,,,,,,,,,T1,q:clear PVC hose 19mm x 30m Malaysia,,Same commodity family as 19mm sibling: 16mm clear PVC hose has no brand/model string; no OEM SKU page exists to satisfy bar #6.
7616,X-FLO-MOC-SUANHAWA-BLUE,PCS,reject,,,,,,,,,T1,"q:""Suanhawa"" OR ""Zurich"" OR ""Madrid"" ceramic floor tiles 12x12 Malaysia",,"'Suanhawa' has zero web presence as a tile brand or product line; no OEM, no PDP, no image source possible."
7643,X-FLO-MOC-ZURICH-GREEN,PCS,reject,,,,,,,,,T1,"q:""Suanhawa"" OR ""Zurich"" OR ""Madrid"" ceramic floor tiles 12x12 Malaysia",,No 'Zurich' green 12x12 tile from any identifiable OEM; only unrelated overseas products surfaced; no official source.
7737,FLO-MOC-MARID.GRY,PCS,reject,,,,,,,,,T1,"q:""Suanhawa"" OR ""Zurich"" OR ""Madrid"" ceramic floor tiles 12x12 Malaysia",,"'Madrid' tile hits are unrelated products (Jubin Cantik Madrid Blush Pink 100x100 wall tile, Jamaica Madrid 22x22, Natucer Istanbul); no Madrid Grey 12x12 from any OEM; no official source."
7679,BNW-BOL-HTM-M14-75MM,PCS,reject,,,,,,,,,T1,q:high tensile bolt M14x75 Malaysia manufacturer product page,,"Commodity unbranded HT hex bolt; Malaysian supplier results (Uniware Melaka, Eastern Unity Penang, Everlast Balakong) are family/category-level pages with no M14x75 SKU PDP or SKU-alone image; bar #5/#6 unsatisfiable."
