source_position,item_code,uom,display_name,category,detected_brand,detected_model,action,start_tier,tried,prior_decision,prior_page,prior_image,prior_reason,ledger_state
256,ELE-CAB-FLE-P40163CW-ROLL,ROLL,Taicon 40/016 X Flexible Cable,Electrical,Taicon,3CORE,reopen,2,,pending,,,Q: Taicon has no official website (DNS NXDOMAIN; established twice). cable unbranded-online. no_official_taicon_website.,open
141,NIP-SEA-5100-20L,DRUM,18L Nippon Vinilex 5100 Wall Sealer,Paint & Sundries,Nippon Paint,,reopen,2,,pending,https://www.nipponpaint.com.my/product/5100-wall-sealer/,,Q: 5100-wall-sealer line page live; 18L pack not printed on page.,open
248,NIP-PHG-5L-D,CAN,5L Platone High Gloss Deep Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,https://www.nipponpaint.com.my/product/platone-high-gloss/,https://www.nipponpaint.com.my/wp-content/uploads/2024/11/platone.webp,Q: platone-high-gloss line page live; pack size/base/colour-code variants not printed on page.,open
190,ELE-D/L-MEG-YTP45B1-15W-4000K,PCS,Megaman LED Stick Bulb Plc YTP45B1 15W/4000K,Lighting,Megaman,YTP45B1,reopen,2,,pending,https://megaman.com.my/product/led-stick/,https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8-2.jpg,Q: PLC 15W official code YTP45BA; row YTP45B1 absent; 4000K confirmed under BA.,open
282,DL5-WAT-FIL-0942-GRY,UNIT,DL5 Dalqua 9''X42 Water Filt Sys-fiber Tank Gry,Other,,DL5,reopen,2,,reject,,,Q: Dalqua DL5 9x42 searches: zero online presence anywhere. no_trace.,open
274,ELE-CAB-FLE-7076,ROLL,Yazaki 70/076 3C Flexible Cable White,Electrical,Yazaki,,reopen,2,,pending,,,Q: Yazaki Cable (M) Sdn Bhd has no product website (automotive yazaki-group.com only); white 70/076 variant unverifiable officially. no_brand_product_site.,open
242,NIP-PHG-5L-MBLK,CAN,5L Platone High Gloss 8103 Matt Black,Paint & Sundries,Nippon Paint,,reopen,2,,pending,https://www.nipponpaint.com.my/product/platone-high-gloss/,https://www.nipponpaint.com.my/wp-content/uploads/2024/11/platone.webp,Q: platone line page silent on 8103 Matt Black and 5L pack.,open
162,ELE-D/L-TC-2260-22W,PCS,Taicon 24W Adjusted LED Dl Rnd,Lighting,Taicon,6000K,reopen,2,,reject,,,Q: Taicon official-site check (DNS NXDOMAIN taicon.com.my; taicon.com unrelated capacitor maker; marketplace/wholesaler presence only). no_official_taicon_website.,open
69,ELE-BUL-E27-10W-RED,PCS,Taicon E27 Stick Bulb Red 10W,Lighting,Taicon,E27,reopen,2,,reject,,,Q: Taicon query set re-run; DNS NXDOMAIN; Lazada/Shopee carry sticks but barred sources. no_official_taicon_website.,open
139,ELE-D/L-TC-3260-32W-RND-4000K,PCS,Taicon V3 32W Adjusted LED Dl Round (TC-3260),Lighting,Taicon,TC-3260,reopen,2,,reject,,,Q: Taicon official-site check (DNS NXDOMAIN taicon.com.my; taicon.com unrelated capacitor maker; marketplace/wholesaler presence only). no_official_taicon_website.,open
199,ELE-BUL-B22-3W-YEL,PCS,Taicon B22 3W LED Color Bulb - Yellow,Lighting,Taicon,B22,reopen,2,,reject,,,Q: Taicon official-site check (DNS NXDOMAIN taicon.com.my; taicon.com unrelated capacitor maker; marketplace/wholesaler presence only). no_official_taicon_website.,open
275,ELE-CAB-FAJ-2.5MM-80M,ROLL,Fajar 2C X 2MM Twin Flat Wire,Electrical,Fajar,,reopen,2,,pending,,,Q: fajarcables.com.my PDF-datasheets only; twin flat wire 2Cx2mm not on a model page. datasheet_only_brand_site.,open
243,NIP-SAT-GLO-5L-145,CAN,5L Nippon Satin Glo 145 White,Paint & Sundries,Nippon Paint,,reopen,2,,pending,https://www.nipponpaint.com.my/product/satin-glo/,https://www.nipponpaint.com.my/wp-content/uploads/2024/11/Satin-Glo.webp,Q: satin-glo line page silent on 145 White/5L.,open
183,BOS-0601-9F7-0L0,UNIT,Gsr Battery Screwdriver,Hand Tools,Bosch,120-LI,reopen,2,,pending,https://www.bosch-pt.com.my/my/en/products/gsr-120-li-06019G80L0,,Q: gsr-120-li-06019G80L0 page live; row order suffix 0L4 (single-battery Gen2 variant) not listed on MY page - variance.,open
198,BOS-0601-9G8-0L4,UNIT,Gsr 121B Batt. Screwdriver (1 Batt.),Hand Tools,Bosch,121B,reopen,2,,pending,https://www.bosch-pt.com.my/my/en/products/gsr-120-li-06019G80L0,,Q: gsr-120-li page live; row order 0L4 variant not on MY page - variance.,open
