source_position,item_code,uom,researcher_decision,official_product_page,official_image_url,image_px_w,image_px_h,image_bytes,model_exact,finish_exact,match_confidence,tiers_run,queries_log,pages_log,notes
7508,IND-SCP-WOO100,PCS,pending,,,,,,,,T1,,,"search-channel outage this sitting: websearch MCP 429 persistent (~20min, retried x6); DDG html/lite timeout; Mojeek/Ecosia/Brave 403-429; Yandex captcha; Bing HTML+RSS served unrelated junk. No usable web-search engine; direct fetches only. Generic wood/paint scraper, no brand/model string in item_code; needs tier-1 query when search restored.",
7662,X-FLO-MOC-ARDESIA-BLUE,PCS,pending,,,,,,,,T1,"q:""Ardesia"" blue floor tile Malaysia | q:Ardesia blue floor tile 300x300 Malaysia | q:Ardesia blue 30x30 ceramic floor tile Malaysia",p:https://www.guocera.com/my/en/products (403),"search-channel outage this sitting: websearch MCP 429 persistent (~20min, retried x6); DDG html/lite timeout; Mojeek/Ecosia/Brave 403-429; Yandex captcha; Bing HTML+RSS served unrelated junk. No usable web-search engine; direct fetches only. All Ardesia queries failed on engine errors/junk; Guocera (largest MY tile OEM probe target) bot-walled 403. Row parked.",
7663,X-FLO-MOC-PRE-WHI,PCS,pending,,,,,,,,T1,"q:Guocera ""Premium White"" floor tile 300x300 Malaysia | q:""premium white"" ceramic floor tile 300x300 Malaysia Guocera | q:Guocera premium white floor tile 300x300",p:https://www.guocera.com/my/en/products (403),"search-channel outage this sitting: websearch MCP 429 persistent (~20min, retried x6); DDG html/lite timeout; Mojeek/Ecosia/Brave 403-429; Yandex captcha; Bing HTML+RSS served unrelated junk. No usable web-search engine; direct fetches only. Bing-RSS returned unrelated junk; guocera.com homepage/products both 403 bot-wall. Parked pending working search channel.",
7667,DOR-TOW-BOL65,PCS,pending,,,,,,,,T1,,,"search-channel outage this sitting: websearch MCP 429 persistent (~20min, retried x6); DDG html/lite timeout; Mojeek/Ecosia/Brave 403-429; Yandex captcha; Bing HTML+RSS served unrelated junk. No usable web-search engine; direct fetches only. Aluminium tower bolt 2.5"" is commodity fastener; no query executable this sitting.",
7497,RIG-TUR-08MM,PCS,pending,,,,,,,,T1,,,"search-channel outage this sitting: websearch MCP 429 persistent (~20min, retried x6); DDG html/lite timeout; Mojeek/Ecosia/Brave 403-429; Yandex captcha; Bing HTML+RSS served unrelated junk. No usable web-search engine; direct fetches only. Galvanised turnbuckle 8mm generic rigging item; needs tier-1 query next pass.",
7750,BRU-COP-204,PCS,pending,,,,,,,,T1,,,"search-channel outage this sitting: websearch MCP 429 persistent (~20min, retried x6); DDG html/lite timeout; Mojeek/Ecosia/Brave 403-429; Yandex captcha; Bing HTML+RSS served unrelated junk. No usable web-search engine; direct fetches only. ""204"" may be a brush size/model but unverifiable without search; parked.",
7766,"BNW-BOL-U-ZP5/16X1.1/2""",PCS,pending,,,,,,,,T1,,,"search-channel outage this sitting: websearch MCP 429 persistent (~20min, retried x6); DDG html/lite timeout; Mojeek/Ecosia/Brave 403-429; Yandex captcha; Bing HTML+RSS served unrelated junk. No usable web-search engine; direct fetches only. Zinc-plated U-bolt commodity fastener; no OEM PDP expected, but confirm next pass.",
7741,IND-SCP-WOO50,PCS,pending,,,,,,,,T1,,,"search-channel outage this sitting: websearch MCP 429 persistent (~20min, retried x6); DDG html/lite timeout; Mojeek/Ecosia/Brave 403-429; Yandex captcha; Bing HTML+RSS served unrelated junk. No usable web-search engine; direct fetches only. duplicate_listing of IND-SCP-WOO100 (Gd Scraper family); resolve together once search restored.",
7725,X-BNW-BOL-HTM-M12-90MM,PCS,pending,,,,,,,,T1,,,"search-channel outage this sitting: websearch MCP 429 persistent (~20min, retried x6); DDG html/lite timeout; Mojeek/Ecosia/Brave 403-429; Yandex captcha; Bing HTML+RSS served unrelated junk. No usable web-search engine; direct fetches only. High-tensile bolt M12x90 commodity; BNW=fastener trade code not a brand PDP target.",
7751,BRU-PLA-E838,PCS,pending,,,,,,,,T1|T2,"q:""E838"" brush plastic | q:""E838"" brush plastic Malaysia | q:""E838"" brush",,"search-channel outage this sitting: websearch MCP 429 persistent (~20min, retried x6); DDG html/lite timeout; Mojeek/Ecosia/Brave 403-429; Yandex captcha; Bing HTML+RSS served unrelated junk. No usable web-search engine; direct fetches only. E838 looks like a real mould/tool number worth T2 retry; every engine attempt errored or returned unrelated junk (bing-RSS hit ""good books"" idioms).",
