source_position,item_code,uom,display_name,category,detected_brand,detected_model,action,start_tier,tried,prior_decision,prior_page,prior_image,prior_reason,ledger_state
652,NIP-QGL-1L-P,TIN,1L Nippon Q-glo Pastel Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
524,PAI-SPR-SAM-KP1,PCS,Samurai Spray Paint KP1 Putty Primer,Paint & Sundries,Samurai,KP1,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
825,PAI-SPR-SAM-054,PCS,Samurai Spray Paint Fluorescent Green,Paint & Sundries,Samurai,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
823,MEA-TAP-STA-TYL-5.0M,PCS,5M/16 X 19MM Stanley Tylon Short Tape Rules,Hand Tools,Stanley,5M/16,reopen,2,,pending,,,Fail-closed: evidence insufficient for VERIFIED. NOT_PRESERVED,open
863,PAI-SPR-SAM-Y012,PCS,Samurai Spray Paint Candy Brown,Paint & Sundries,Samurai,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
864,PAI-SPR-SAM-Y112,PCS,Samurai Spray Paint Candy Red,Paint & Sundries,Samurai,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
886,PAI-SPR-SAM-Y111,PCS,Samurai Spray Paint Candy Blue,Paint & Sundries,Samurai,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
499,"HOS-FLE-GLO-08""",PCS,Glotool Flexible Tube F1/2 X F12 X 8,Outdoor & Garden,Glotool,F1/2,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
953,DRI-SDS-GT02-12160,PCS,Glotool Sds Drill 12 X 160MM,Power Tool Accessories,Glotool,GT-A02,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
724,"SAN-SCO-KN411-4""-RED",PCK,Round Sanding Scotch 4 Red (2PCS/PCK),Abrasives & Cutting,Saniware,2PCS/PCK,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
409,NIP-ECO-KX,CAN,1L 811-0018 White Kx,Paint & Sundries,Nippon Paint,ECO100,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
418,NIP-WTRB-5L-A,CAN,5L Nippon Weatherbond Quartz Accent Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,Fail-closed: evidence insufficient for VERIFIED. Official page confirms family but not exact 5L Accent Base package/image.,open
480,NIP-QLA-5L-A,CAN,5L Nippon Q-lac Accent Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,Fail-closed: evidence insufficient for VERIFIED. Official page confirms family but not exact 5L Accent Base package/image.,open
