source_position,item_code,uom,display_name,category,detected_brand,detected_model,action,start_tier,tried,prior_decision,prior_page,prior_image,prior_reason,ledger_state
591,NIE-HAN-T-3/4,PCS,Nietz Dr Sliding T-handle (CR-MO)50067422 20IN,Doors & Hardware,Nietz,3/4IN,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
389,X-PSN-NI-25A1-BK1,PCS,Panasonic Non-stick 1.6KG Candy Blue Iron,Home Appliances,Panasonic,415EWT-BT,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
620,SHO-SOR-SRTSS5726-BL,PCS,Sorento Hand Shwr Flex Hose&holder-matt Blk,Outdoor & Garden,Sorento,SRTSS5726-BL,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
421,TOW-SAN-SWP-BF-3709,PCS,Saniware Premier Single Towel BAR (48X88X800MM),Bathroom,Saniware,48X88X800MM,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
865,SHE-SOR-SRT2500,UNIT,Sorento Glass Shelf,Building Materials,Sorento,50CMX12CM,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
602,"NIE-SOC-IMP-3/4""-54MM",PCS,Nietz Dr Impact Socket (6PT) 50160054 54MM,Power Tools,Nietz,6PT,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
420,SHO-SOR-SRTSS5726,PCS,Sorento ABS Hand Shower 3FUNCTIONS SRTSS5726,Bathroom,Sorento,3FUNCTIONS,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
458,GRA-SAN-SWFG-SS304-6605,PCS,Saniware Floor Grating (150X150MM) SWFG-SS-304-6605 SUS304,Bathroom,Saniware,150X150MM,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
854,BAS-SOR-SRT7016-GM,PCS,Sorento Basket (350X100X80MM)-GM,Housewares,Sorento,350X100X80MM,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
419,SHO-SOR-SRTSH2623-GRY,PCS,Sorento 225MM ABS Rain Shower Head Gry,Bathroom,Sorento,SRTSH2623-GRY,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
448,TOW-SAN-SWP-BF-3713,PCS,Saniware Double Towel BAR (630X148X48MM),Bathroom,Saniware,630X148X48MM,reopen,2,,pending,,,Fail-closed: evidence insufficient for VERIFIED. NOT_PRESERVED,open
853,BAS-SOR-SRT7014-GM,PCS,Sorento Corner Basket (250X250X80MM)-GM,Housewares,Sorento,250X250X80MM,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
434,SHO-SOR-SRTSS3150,PCS,Sorento 3 Functions Hand Shower,Bathroom,Sorento,SRTSS3150,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
