source_position,item_code,uom,display_name,category,detected_brand,detected_model,action,start_tier,tried,prior_decision,prior_page,prior_image,prior_reason,ledger_state
970,BOS-2608-578-117,PCS,Masonry Drill Bit 5.5MM X,Power Tool Accessories,Bosch,50/85MM,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
782,"SAN-SCO-KN411-4""-GRE",PCK,Round Sanding Scotch 4 Green (2PCS/PCK),Abrasives & Cutting,Saniware,2PCS/PCK,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
645,NIP-9000-GF-1L-D,CAN,1L Nippon 9000 Gf Deep Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
791,NIP-WTRB-WHI-15004-5L,CAN,5L Nippon Weatherbond 15004 Ws White,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
574,NIP-SEA-5200-05L,CAN,5L Nippon Vinilex 5200 Wall Sealer,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
607,LOC-YALE-Y124B-60-1,UNIT,Yale Satin Chrome Boron Shackle Padlock Y124B-60-1,Lifting & Rigging,Yale,Y124B-60-1,reopen,2,,pending,,,Fail-closed: evidence insufficient for VERIFIED. NOT_PRESERVED,open
894,COC-BIB-SRTWT2215,PCS,Sorento 1/2 Hose Bib Tap - SRTWT2215,Plumbing,Sorento,SRTWT2215,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
710,BOS-2608-585-903,PCS,Hss-g Cobal Bit 12.0MM,Power Tools,Bosch,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
973,SWI-T/SOC-TAI-5G5M,PCS,Taicon 5G Trailing Socket (5050),Electrical,Taicon,NEON-5M,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
551,SWI-T/SOC-40/016-4G,PCS,Taicon 4G 40/016 Nut Box,Fasteners & Fixings,Taicon,EXTENSION-5M,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
616,SWI-T/SOC-40/016-2G,PCS,Taicon 2G 40/016 Nut Box,Fasteners & Fixings,Taicon,EXTENSION-5M,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
815,BOS-2608-585-896,PCS,Hss-g Cobal Bit 9.0MM,Power Tools,Bosch,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
