source_position,item_code,uom,researcher_decision,official_product_page,official_image_url,image_px_w,image_px_h,image_bytes,model_exact,finish_exact,match_confidence,tiers_run,queries_log,pages_log,notes
7694,SHH-LASTIK-KAYU,PCS,reject,,,,,,,,,T1,,,"Unbranded wooden slingshot (lastik kayu = Malay wooden catapult); no OEM/official page plausible. Search providers down this sitting (parallel.ai websearch HTTP 429 throughout, DDG/Mojeek/Ecosia/Brave/Google bot-walled, Bing returning unrelated results) so no live T1 query executed; commodity handicraft would only surface marketplace listings which are excluded by policy."
4579,GAS-REF-120ML,PCS,reject,,,,,,,,,T1,"q:""Vance"" gas refill 120ml Malaysia (bing, 200 but results irrelevant: JD Vance/VanceAI)",p:http://www.vancebioenergy.com (200),"Only ""Vance"" entity findable in Malaysia is Vance Bioenergy Sdn Bhd (oleochemicals, Johor) - unrelated to butane lighter gas. No OEM PDP expected for white-label 120ml butane refill cans; Shopee-only brand. Engines degraded this sitting so treat as low-confidence reject rather than absolute."
4714,HOS-SPR-TOKO-25MX50M,MTR,pending,,,,,,,,,T1,"q:""Toko"" spring hose Malaysia (ecosia, HTTP 403 blocked) | q:""Toko"" spring hose Malaysia (brave, HTTP 429 rate-limited)",,Named house-brand TOKO (garden spring/PVC hose). Both query attempts blocked by bot-walls; no OEM page could be checked. Parked for next sitting when search provider recovers.
7091,SHH-HOO-21P6,PCS,reject,,,,,,,,,T1,"q:Pontoon21 treble hook official site (yandex, 200 - found pontoon21.info official factory site + EU retailers) | q:Pontoon21 treble hooks official (websearch, HTTP 429) | q:Pontoon21 Gouken treble hook size 6 (websearch, HTTP 429)",,"Brand is real (Pontoon21, pontoon21.info seen in SERP but PDP never opened) yet display_name carries NO series/model code: 21P6/6G is internal shorthand (likely size 6, unknown finish). Bar 1/6 unsatisfiable without store confirming exact series; loose bulk trebles are commonly repackaged."
3133,HOS-NET-MIK-32MM,MTR,reject,,,,,,,,,T1,"q:""Mikasa"" ""net hose"" 32mm Malaysia (bing, 200 but results irrelevant: anime/dinnerware/sports-ball Mikasa brands)",,No hose manufacturer named Mikasa exists online; MIKASA here is a local importer house-brand stamped on layflat/net PVC hose. OEM PDP does not exist; marketplaces only.
7698,OIL-FUN-7010,PCS,pending,,,,,,,,,T1,"q:Betterware liquid funnel Malaysia (yandex, captcha-blocked no results)",p:https://www.betterware.com.my/ (transport error/domain dead) | p:https://www.betterware.co.uk/catalogsearch/result/?q=liquid+funnel (404),"Betterware is a real direct-selling housewares brand; betterware.com.my is dead and UK catalog search path 404s. Named brand leaves live leads (betterware.co.uk proper catalog, archive.org of betterware2u) - park for next sitting."
7577,TOO-DRV-KT100+,PCS,pending,,,,,,,,,T1,"q:""King Top"" KT100+ screwdriver (bing, 200 garbage results) | q:""King Top"" ""KT-100+"" screwdriver (google, JS-wall) | q:""King Top"" screwdriver ""KT100"" (mojeek, 403) | q:""King Top"" KT100 screwdriver Malaysia (bing, 200 garbage results)",,"Display name reads as 4-inch King Top Phillips (+) screwdriver, model KT100+. Brand not resolvable to any manufacturer site this sitting (all engines degraded/blocked); possible identities: KINGTOP hand tools or mislabelled King Toyo. Needs clean T1/T2 next sitting before rejecting."
7754,"BRU-WIR-BRA-5""",PCS,reject,,,,,,,,,T1,,,Generic unbranded 5-inch brass wire brush. No detected brand/model; commodity item sourced from wholesale bins - no OEM page exists by definition.
7030,"BRA-SHE-8""x10""",PAIR,reject,,,,,,,,,,,,"action=duplicate_listing per batch file - duplicate of an existing catalogue SKU; sourcing suppressed, not a research failure."
7566,"HOI-PUL-SIN-1.1/2""",PCS,reject,,,,,,,,,,,,"action=duplicate_listing per batch file - duplicate of an existing catalogue SKU; sourcing suppressed, not a research failure."
7687,IND-GAL-WIRE-20#-500G,PKG,reject,,,,,,,,,T1,,,"Generic galvanised iron wire 20 gauge, 500g ball (PKG). No detected brand/model; commodity item - no OEM page exists by definition."
6388,TOO-RUL-STE-250,PCS,reject,,,,,,,,,T1,,,Steel angle square/try square 250mm = 10 inch. No detected brand/model (item code STE-250 is internal sizing); commodity measuring tool - no OEM page exists by definition.
