source_position,item_code,uom,display_name,category,detected_brand,detected_model,action,start_tier,tried,prior_decision,prior_page,prior_image,prior_reason,ledger_state
605,NIP-WTRB-1L-P,CAN,1L Nippon Weatherbond Quartz Pastel Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
460,NIP-9000-GF-5L-A,CAN,5L Nippon 9000 Gf Accent Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,Fail-closed: evidence insufficient for VERIFIED. Official page confirms family but not exact 5L Accent Base package/image.,open
431,NIP-MAT-ULTRA-18L,DRUM,18L Nippon Matex Gold Ultra White,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
622,NIP-9000-GF-1L-P,CAN,1L Nippon 9000 Gf Pastel Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
671,NIP-QSH-EXT-1L-D,CAN,1L Nippon Q-shield Extra Deep Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
533,SWI-T/SOC-70/076-5M1G,PCS,Taicon 1G 70/076 Nut Box,Fasteners & Fixings,Taicon,EXTENSION-5M,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
961,NIP-TIM-FIN-1L-TY,CAN,1L Nippon Timber Finish T/yellow Base,Building Materials,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
982,ELE-D/L-LSM-72W-3CLR,PCS,LED Source Module 72W-3CLR,Lighting,,72W-3CLR,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
814,BOS-2608-585-894,PCS,Hss-g Cobal Bit 8.0MM,Power Tools,Bosch,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
664,BOS-2608-578-160,PCS,Masonry Drill Bit 16MM X,Power Tool Accessories,Bosch,90/150MM,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
896,CUT-HSF-GLO-HS703,PCS,Glotool Hacksaw Frame - HS703,Hand Tools,Glotool,HS703,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
771,BOS-2608-578-121,PCS,Masonry Drill Bit 10MM X,Power Tool Accessories,Bosch,80/120MM,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
