source_position,item_code,uom,display_name,category,detected_brand,detected_model,action,start_tier,tried,prior_decision,prior_page,prior_image,prior_reason,ledger_state
669,SHO-SAN-SWP-SA-150,PCS,Saniware Premier Shower Arm,Bathroom,Saniware,SWP-SA-150,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
930,TOO-NIE-BIT-SCKT-1/2IN-T50,PCS,Nietz Drive Long Str Bit 50244150 T50,Power Tools,Nietz,T50,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
920,"NIE-SOC-IMP-1/2""-26MM",PCS,Nietz Dr Impact Socket (6PT) 50140026 26MM,Power Tools,Nietz,6PT,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
978,TOO-NIE-BIT-SCKT-1/2IN-T30,PCS,Nietz Drive Long Str Bit 50244130 T30,Power Tools,Nietz,T30,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
977,TOO-NIE-BIT-SCKT-1/2IN-T25,PCS,Nietz Drive Long Str Bit 50244125 T25,Power Tools,Nietz,T25,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
990,"NIE-SOC-IMP-1/2""-22MM",PCS,Nietz Dr Impact Socket (6PT) 50140022 22MM,Power Tools,Nietz,6PT,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
997,"NIE-SOC-IMP-1/2""-19MM",PCS,Nietz Dr Impact Socket (6PT) 50140019 19MM,Power Tools,Nietz,6PT,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
803,ELE-D/L-MEG-YTG45Z1-5W-3000K,PCS,Megaman G45 E27 LED Bulb YTG45Z1/5W 5W/3000K,Lighting,Megaman,G45,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
527,NIP-WTRB-18L-D,DRUM,18L Nippon Weatherbond Quartz Deep Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
594,NIP-VIN-EAS-15L-T,DRUM,15L Nippon Vinilex Easywash Tint Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
603,NIP-ODO-5L,TIN,5L Nippon Odourlite Soft Matt - A (5L),Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
614,NIP-SAT-GLO-15L-A,DRUM,15L Nippon Satin Glo Accent Base,Paint & Sundries,Nippon Paint,,reopen,2,,pending,,,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",open
