source_position,item_code,uom,official_product_page,official_image_url,researcher_decision,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,reason,human_action
1100,AGR-NET-SUN-GLO-50%,MTR,https://sonichardware.com.my/hikashop-menu-for-module-194/product/2377-glotool-sun-shade-netting-50,https://sonichardware.com.my/images/com_hikashop/upload/01_2065340411.jpg,pending,B,yes,n/a,catalogue MTR (per-metre) vs source sold per 30m/40m roll - uom mismatch noted,needs_permission,"q:""Glotool"" sun shade netting 50% Malaysia -> p:sonichardware.com.my/hikashop-menu-for-module-194/product/2377-glotool-sun-shade-netting-50 title quote 'Sun Shade Netting 50% (Glotool): Roll 40Mtr'; Shopee MY corroborates 'Glotool Sun Shade Netting 50% UV Protection Made in Thailand' black HDPE 1.8m; page+image fetched 200 OK but image 01_2065340411.jpg measures only 468x398px (<500px long edge). blocker: low_res_image. uom note stands: catalogue MTR vs source sold per 30/40m roll.",request larger Glotool asset from supplier or shoot in-house
1787,PAI-SPR-PMT-040,CAN,,,pending,C,no,no,CAN ok,unknown,"q:""Paint Master"" spray paint No.40 white Malaysia aerosol -> p:aikka.com.my/aerosol-spray-paint ('Aikka The Paints Master') official aerosol range has no numbered No.40 white general spray; Lazada 'Aerosol Paint Master Malaysia Official Online Store' (brand store) exists but No.40-white SKU page not surfaced; separate local 'Spray Master' brand adds confusion. blocker: sku_page_not_found_brand_store_only.",request Paint Master colour-number chart or shoot can artwork
2656,"TOO-DRV-STA-PH0-1/8""X4""-9960651580",PCS,,,pending,C,no,no,PCS ok,unknown,item prefix TOO-DRV-STA + long numeric 9960651580 imply a Stanley cushion-grip screwdriver PH0 100mm; Stanley official assets exist but this SKU was not queried/fetched before budget cut. blocker: sku_unverified_brand_real.,verify Stanley part number on packaging; pull stanley tools asset next round
2678,GUM-HAR-205,SET,,,pending,C,no,no,SET ok (dual syringe epoxy),unknown,'Clear Epoxy Hardex 5 Min HE-205' - Hardex is real Malaysian adhesive brand; HE-205 product page not located/fetched this session (shared budget constraint with pos 3031). blocker: sku_unverified_brand_real.,fetch Hardex HE-205 entry or photograph syringe pack
2825,SINK-PROTECTOR-A90,PCS,,,reject,R,no,no,PCS ok,no_asset,"Sink Protector A90 - plastic sink grid/mat commodity, 'A90' is an internal size code; no brand/model online; generic_unbranded. no OEM asset exists.",shoot in-house photo
2864,IND-WHE-TYR-SOLI,PCS,,,pending,C,no,no,PCS ok,no_asset,ST22 Solid Wheel - solid rubber wheelbarrow/trolley wheel commodity; ST22 code unattributable to any brand online; no queries surfaced an OEM. generic_unbranded-leaning.,shoot wheel + hub branding
2886,HOL-GAT-10MM,PCS,,,pending,C,no,no,PCS ok,no_asset,Gate Holder 10MM (T92) - gate/door hold-back hook commodity; T92 code unattributable online; no branded match surfaced. generic_unbranded-leaning.,shoot in-house photo
2906,FAS-SCR-DS520HW-MET,BOX,,,reject,R,no,no,BOX 500PCS noted,no_asset,'10 X 3/4 Self Drilling Screw (500PCS/BOX)' - tek/drywall screw bulk box commodity; DS520HW reads as internal code; no brand; generic_unbranded (sibling 2990 shares class). no OEM asset exists.,shoot in-house photo of box label
2964,CUT-DIS-HIT-14X25.4MM,PCS,,,reject,R,no,no,PCS ok,no_asset,Cut Off Wheel 14in (355x2.8x25.4mm) - chop-saw cutting wheel commodity sold under many unbranded/white-label marks; no brand/model in display; generic_unbranded. no OEM asset exists.,shoot in-house photo
2971,IND-SCP-FR9788-2-1/2,PCS,,,pending,C,no,no,PCS ok,unknown,"q:""FR9788"" scraper Faris (shared with pos 3134) -> Shopee MY 'FARIS HANDY TOOLS Model: 9788 Scraper wooden handle, sizes 1"", 1.5"", 2.5""' covers this 2.5-inch sibling; marketplace-only, FARIS Handy Tools no OEM site. blocker: marketplace_only_no_oem_site.",shoot in-house photo
2990,FAS-SCR-DS665HW-MET,BOX,,,reject,R,no,no,BOX 250PCS noted,no_asset,'12 X 2.1/2 Self Drilling Screw (250PCS/BOX)' - tek screw bulk box commodity; DS665HW internal code; no brand; generic_unbranded (sibling class of pos 2906). no OEM asset exists.,shoot box label
3028,DOR-LOC-CAM-30MMX90,PCS,,,pending,C,no,no,PCS ok,no_asset,"q:camlock 30mm door lock ""Degree"" OR ""Excel"" Malaysia -> only hose camlock coupling specs and unrelated E.Excel hits returned; 30mm-x-90 furniture/door cam-lock is an unbranded commodity; 'Degree Excel' reads as supplier naming not OEM brand. generic_unbranded-leaning.",check carton branding; else shoot in-house photo
3031,HAR-SHOE-HE450-20G,PCS,,,pending,C,no,no,PCS ok,unknown,Hardex is a known Malaysian adhesive brand family but HE-450 shoe-adhesive product page was not located/fetched before budget cut. blocker: sku_unverified_brand_real.,fetch Hardex catalogue entry or photograph tube artwork
3038,SELF-HOO-SIN-GS304SH,PCS,,,reject,R,no,no,PCS ok,no_asset,No Drill Self Adhesive Single Hook SUS304 - adhesive hook commodity sold unbranded across Shopee/Lazada; no brand/model in display beyond material claim; generic_unbranded. no OEM asset exists.,shoot in-house photo
3042,WAL-PLU-JWP-8MM,PCK,,,reject,R,no,no,PCK 10PCS/PCK noted,no_asset,Jaw Wall Plug 8MM (10PCS/PCK) - universal wall-plug commodity; 'JWP' internal code; no attributable brand; generic_unbranded. no OEM asset exists.,shoot in-house photo
3044,AUT-POL-AUT-MET75ML,PCS,,,pending,C,no,no,PCS ok,unknown,Autosol Metal Polish 75ml - Autosol is a well-known German metal-polish brand (autosol.de) but its product pages were not queried/fetched this session before budget cut. blocker: sku_unverified_brand_real.,pull Autosol official 75ml tube asset next round or photograph tube
3046,CUT-SAW-STA-MINI-992020807,PCS,,,pending,C,no,no,PCS ok,unknown,"'Mini Hacksaw (220MM/8-3/4"")' with TOO-STA prefix + numeric 992020807 implying Stanley mini hacksaw; Stanley assets exist but SKU unverified this session (budget cut, same class as pos 2656). blocker: sku_unverified_brand_real.",confirm Stanley code on card; fetch official asset next round
3053,"HOS-CON-EG-314-13MM-1/2""",PCS,http://www.eaglegarden.cn/copy_cp_164116_4555681.html,https://cdn.yun.sooce.cn/4/63571/jpg/1637552478546308904664cbda2e5.jpg,candidate,A,yes,yes,PCS ok,needs_permission,"q:""Eagle"" ""EG-314"" hose connector adapter -> p:eaglegarden.cn/copy_cp_164116_4555681.html OFFICIAL Eagle-garden OEM page (Foshan Haobaisen) title quote '1/2"" Hose Connector EG-314', body quote 'Product model: EG-314-1 quick connector 4 bayonet connector', 'suitable for 13MM(1/2 water pipe)', 'Eagle brand garden *EG-314-1@4 bayonet quick water connector'; display 'Eagle (EG-314) Hose Connecter Adapter 13MM/1/2' aligns; cdn.yun.sooce.cn product jpg gallery on page. global OEM manufacturer site.",confirm permission or request packshot from Foshan supplier
3101,"IND-CAS-SWI-INS-BRA-2""",PCS,,,reject,R,no,no,PCS ok,no_asset,"'2 inch insertion-rod swivel caster w brake, DL5' - plate/swivel brake caster commodity; DL5 unattributable to any brand online; generic_unbranded. no OEM asset exists.",shoot in-house photo
3114,"TOO-CLA-F-BLI-12""",PCS,https://www.blimax.com.my/our-products/hand-tools/,,pending,C,no,no,PCS ok,unknown,"q:""Blimax"" tools Malaysia clamp screwdriver -> blimax.com.my OFFICIAL Blimax Supply Sdn Bhd hand-tools category confirmed (clamps shown in category imagery) but 'Quick Release F CLAMP-12' sku page not located this session. blocker: sku_not_on_official_site_fetched. sibling of pos 5180.",request Blimax Supply F-clamp 12in page/image
3134,IND-SCP-FR9788-1,PCS,,,pending,C,no,no,PCS ok,unknown,"q:""FR9788"" scraper Faris -> Shopee MY listings 'FARIS HANDY TOOLS Model: 9788 Scraper with wooden handle, 3 sizes available 1"", 1.5"", 2.5"" Stainless Steel Blade' matching display '1 Faris W Handle Finishing Scraper' (1-inch size); marketplace-only, FARIS Handy Tools has no official site found. blocker: marketplace_only_no_oem_site. sibling rows FR9788-2-1/2 (pos 2971) share this finding.",shoot in-house photo or request Faris importer artwork
