source_position,item_code,uom,official_product_page,official_image_url,researcher_decision,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,reason,human_action
4693,SHH-SINKER-HOLE-NO.3,PCK,,,reject,R,no,no,PCK ok (5PCS/PCK),no_asset,"q:""hole sinker No.3 fishing Malaysia"" -> only Wikipedia fishing-sinker types, BassPro/BulletWeights US catalogues, Lazada/Shopee tag pages; no branded hole-sinker No.3 SKU anywhere; lead sinkers are cast unbranded commodities sold by pack. generic_unbranded; no OEM asset exists.",shoot in-house photo of sinker pack
5906,"FIT-YG225-BUSH-3/8""X1/4""-BRA",PCS,,,reject,R,no,no,PCS ok,no_asset,"q:""YG225"" brass bushing reducer -> YG225 resolves only to Thinki Semiconductor fast-recovery diode datasheet (alldatasheet.com); zero plumbing-brass hits; brass reducing bush 3/8x1/4 is a commodity fitting sold under many house brands (BlastOne FBB0604, RS PRO). YG225 reads as internal supplier code. generic_unbranded.",shoot in-house photo
4192,"CLI-HOS-GP-3""",PCS,https://www.tecoline.com.my/index.php?ws=showproducts&products_id=1706280,https://cdn1.npcdn.net/image/150060314861bceb858d043a3e6844ac2f5f43cacb.jpg?md5id=f894ee87a0ac2b9ee2cce99ea0659ef4&new_width=1000&new_height=1000&size=max&w=1704863889,candidate,B,n/a,no,PCS ok,needs_permission,"q:stainless steel hose clip wire type 52-76mm Malaysia -> p:tecoline.com.my/index.php?ws=showproducts&products_id=1706280 'Teco Stainless Steel Hose Clip 100% (AMERICAN) TYPE' stock-code table quote: TECO-HAS-76 | 52 - 76 | exact size-range match to catalogue CLIP-3 (52-76MM); same page lists TECO-HAS-51 27-51 covering sibling pos 4575 CLIP-2. Image = family shot of SS clip line, 1000x1000 max CDN asset; page+image byte-fetched this session via fetcher. model_exact=no: CLIP-3 internal code matched by size range not literal string.",verify TECO-HAS-76 vs Ekoway supplier part; request usage permission from Tecoline Sdn Bhd
6329,"MET-WAT-WASHER-1/2""",PCK,,,reject,R,no,no,PCK ok (2PCS/PCK),no_asset,"q:water meter washer 1/2 inch rubber Malaysia -> chghardware/wujin.com.my sell water-meter washers as commodity spares (fibre/rubber 15/20/25mm), no brand/model anywhere. generic_unbranded; no OEM asset exists.",shoot in-house photo
4928,CEI-ROSE-408A-131-CR3,PCS,https://www.excelectrical.com.my/showproducts/productid/6683999/cid/558317/,https://cdn1.npcdn.net/images/f623caa6bfd7959ab0fa7750c2c68ec0_1786591562.webp?md5id=83d8be72f731a9977c2ac9e41807ac0d&new_width=1000&new_height=1000&size=max&w=1735277640&from=png&type=9,candidate,B,no,yes,PCS ok,needs_permission,"q:""408A"" ceiling rose lamp holder Malaysia -> p:excelectrical.com.my/showproducts/productid/6683999/cid/558317/ page title+h1 quote: 'HKW 408A 3 TERMINAL CEILING ROSE', brand field HKW, description bullet: White; schema image cdn1.npcdn.net ...new_width=1000&new_height=1000&size=max full-size webp. Corroborated by zhongtrading.com.my 'ceiling-rose-408a' and sierraplus '408A 5A Ceiling Rose/Ceiling Switch (White)' spec CR408A-W. Catalogue model 408A literally proven; CR3/131 suffix not literally proven on any page (likely 3-terminal + colour code) so finish_exact=no. MY distributor EXC Electrical Trading Sdn Bhd (Selangor), in stock.",confirm CR3 suffix mapping (white/3-terminal?) and request image permission
4925,BNW-B&N-RBN-110,PCK,,,reject,R,no,no,PCK ok (7PCS/PCK),no_asset,Sr G.I Bolt & Nut 3/16 X 1 galvanised bolt-and-nut retail pack - commodity fastener packed by every hardware shop; RBN-110 internal pack code; no brand/model online. generic_unbranded (sibling class of pos 4702/5027/5220). no OEM asset exists.,shoot in-house photo of pack label
5587,"FAS-SCR-DRY-BLA-6#1-1/2""",PCK,,,pending,C,no,no,PCK ok (20PCS/PCK),unknown,"q:""Hunter"" drywall screw black Malaysia -> Hunter-brand drywall screws confirmed real: Shopee MY 'Hunter drywall screw 3/4 x 6#/box' + 'Chu Hunter Drywall Screw Black amd White' (sizes GP620 #6x3/4, GP632...) + Viborg Trading SG dealer page 'Hunter Drywall Screw available BLACK WHITE'; NO Hunter OEM/official site surfaced and exact 6#x1-1/2 pack-of-20 SKU absent. blocker: marketplace_only_no_oem_site + shopee js-walled cannot server-fetch.",check carton brand artwork; contact Hunter distributor for assets
3155,ELE-CAB-VDE-BLK,MTR,,,pending,C,yes,no,catalogue MTR (cut-to-length) vs roll ok,unknown,q:Taicon cable 23/0.15 VDE Malaysia -> Taicon brand confirmed real: Shopee MY listing quote 'TAICON 23/015 X 2C PVC MULTIFUNCTION Twin Flat VDE CABLE WIRE (BLACK)' and '!!23/015 VDE CABLE (TAICON/FAJAR)'; identical spec also sold as Iwachi (samajaya) and unbranded (fastlite/flhome/aikhuat) so Taicon is a house brand over the same Malaysian mill cable; NO Taicon OEM site surfaced. blocker: marketplace_only_no_oem_site + shopee js-walled. finish(black) corroborated by listing title but pixels unfetchable.,source Taicon drum label photo or shoot cable print-mark close-up
3284,GUN-T-7006-MINI,PCS,,,pending,C,no,no,PCS ok,unknown,"q:""Fiesto"" tufting gun Malaysia + q:Fiesto T-7006 litaventure -> Fiesto brand confirmed real via litaventure.com.my pages 'FIESTO BRAND SCREW TYPE TUFTING NAIL TN8108 TN8110' and 'FIESTO BRAND U CLIP TUFTING NAIL TN7216 TN7220 TN7225' (Penang one-stop hardware supplier); but no T-7006 mini tufting gun product page anywhere (search returns only AK-I/KRD/ZQ generic tufting-gun content). blocker: sku_page_not_found_brand_real.",ask Litaventure/Fiesto for T-7006 datasheet; else shoot in-house
2823,RAI-BOO-KRK-Y38#,PAIR,,,pending,C,no,no,PAIR ok,no_asset,q:rain shoes 7000 yellow size 38 rubber boots Malaysia -> only Western Hunter/HISEA fashion boots returned; Malaysian korako work rainshoes (prefix RAI-BOO-KRK; sibling pos 3293 named Korakoh Rain Shoes Blk M9000) have no OEM web presence; 7000YLW reads as factory style+colour code. generic_unbranded-leaning; no OEM asset.,photograph boot + heel/cuff brand marking
