source_position,item_code,uom,display_name,category,official_product_page,official_image_url
4192,"CLI-HOS-GP-3""",PCS,,,https://www.tecoline.com.my/index.php?ws=showproducts&products_id=1706280,https://cdn1.npcdn.net/image/150060314861bceb858d043a3e6844ac2f5f43cacb.jpg?md5id=f894ee87a0ac2b9ee2cce99ea0659ef4&new_width=1000&new_height=1000&size=max&w=1704863889
4928,CEI-ROSE-408A-131-CR3,PCS,,,https://www.excelectrical.com.my/showproducts/productid/6683999/cid/558317/,https://cdn1.npcdn.net/images/f623caa6bfd7959ab0fa7750c2c68ec0_1786591562.webp?md5id=83d8be72f731a9977c2ac9e41807ac0d&new_width=1000&new_height=1000&size=max&w=1735277640&from=png&type=9
3852,SWI-SOC-ULT-M20AMG,PCS,,,https://www.retouch.my/showproducts/productid/5818230/ultra-rimless-doublepole-switches/,https://cdn1.npcdn.net/images/ac449bce7494dd2c71d808e5350b69bf_1745917538.webp?md5id=44ca89856009f6417c6cb01d81746535&new_width=1000&new_height=1000&size=max&w=1737947568&from=png&type=9
3543,SAF-HEL-YEL,PCS,,,https://m.mrmarks.com/index.php?ws=showproducts&products_id=4005631,https://cdn1.npcdn.net/images/165390499925fbb6dd2c40af655934694bedc8b3ed.jpg?md5id=40a115d736494ae0bf5b6b65c715868d&new_width=1200&new_height=1200&w=1534135529
3052,GAR-SPR-E93/G851,PCS,,,https://www.elianware.com/product/e-93-1000cc-water-sprayer/,https://www.elianware.com/wp-content/uploads/2024/07/E-93_white.jpg
5185,BIB-G501B,PCS,,,https://truflo.com.my/product/sample-3,https://truflo.com.my/wp-content/uploads/2019/09/TF-Bib-tap-1.jpg
3454,HOS-CON-MEN-40200012,PCS,,,https://www.skhardware.com.my/hardware/ecogreen-eg4035-hose-mender-1-2,https://www.skhardware.com.my/image/skhardware/image/cache/data/all_product_images/product-458/HM-600x600.png
3446,"BRU-CUP-3""-MR.MARK",PCS,,,https://m.mrmarks.com/?ws=showproducts&products_id=2160750&cat=Cutting-Wheel-Grinding-Wheel-Accesories,https://cdn1.npcdn.net/images/1560922860f48732cecbdbe14e5f8c13226889ee33.jpg?md5id=40a115d736494ae0bf5b6b65c715868d&new_width=1200&new_height=1200&w=1534135529
4575,"CLI-HOS-GP-2""",PCS,,,https://www.tecoline.com.my/index.php?ws=showproducts&products_id=1706280,https://cdn1.npcdn.net/image/150060314861bceb858d043a3e6844ac2f5f43cacb.jpg?md5id=f894ee87a0ac2b9ee2cce99ea0659ef4&new_width=1000&new_height=1000&size=max&w=1704863889
3851,SWI-SOC-MK-NEO-S4787,PCS,,,https://www.samajaya.com.my/showproducts/productid/5325762/cid/557382/mk-s4787nwhi-20a-dp-switch-socket-cw-neon/,https://cdn1.npcdn.net/images/01e61a0bf9b35a0cfd9ae76e996ed202_1731896247.webp?md5id=669d11d1eb158cd3de1baa5371b18296&new_width=1000&new_height=1000&size=max&w=-62170008925&from=jpeg&type=9
3984,SWI-ADA-3WAY-MK-692,PCS,,,https://www.jllelectrical.com.my/showproducts/productid/1866133/mk-692-13a-3-way-adaptor-white/,https://cdn1.npcdn.net/npimg/1638931995c123f4221a38905aa9695940d7406814.webp?md5id=d0866fb7fef7340334755089f89bdfeb&new_width=1000&new_height=1000&size=max&w=1784535547&from=jpg&type=9
4380,SWI-SOC-ULT-M022MG,PCS,,,https://www.retouch.my/showproducts/productid/5818228/ultra-rimless-16a-light-switches/,https://cdn1.npcdn.net/images/943605ea3f3110a1ef90df357b2ec38e_1745917409.webp?md5id=44ca89856009f6417c6cb01d81746535&new_width=1000&new_height=1000&size=max&w=1737947568&from=png&type=9
4652,COC-STO-JOP-2SC01W,PCS,,,https://www.lkkhardware.com/showproducts/productid/5996445/jopex-pvc-stopcock-white/,https://cdn1.npcdn.net/images/2d83bcf370e90f286e2a8f9bb1a33f5c_1768549396.webp?md5id=dcce3baa3d05a6ea93ccf94e05819312&new_width=1000&new_height=1000&size=max&w=1759821286&from=png&type=9
