source_position,item_code,uom,display_name,category,official_product_page,official_image_url
4976,"FAS-RIV-PAT-1/8""X3/8""-PCK",PCK,,,https://sonichardware.com.my/product/product/1442-jaguar-blind-rivet,https://sonichardware.com.my/images/com_hikashop/upload/04_1330088842.jpg
6227,FAS-RIV-PAT-3/16X1/2-PCK,PCK,,,https://sonichardware.com.my/product/product/1442-jaguar-blind-rivet,https://sonichardware.com.my/images/com_hikashop/upload/04_1330088842.jpg
3367,"CLI-HOS-GP-5""",PCS,,,https://www.tecoline.com.my/index.php?ws=showproducts&products_id=1706280&cat=Clip-Clamp,https://cdn1.npcdn.net/image/150060314861bceb858d043a3e6844ac2f5f43cacb.jpg?md5id=f894ee87a0ac2b9ee2cce99ea0659ef4&new_width=1000&new_height=1000&size=max&w=1704863889
3946,"CLI-HOS-GP-2.3/4""",PCS,,,https://www.tecoline.com.my/index.php?ws=showproducts&products_id=1706280&cat=Clip-Clamp,https://cdn1.npcdn.net/image/150060314861bceb858d043a3e6844ac2f5f43cacb.jpg?md5id=f894ee87a0ac2b9ee2cce99ea0659ef4&new_width=1000&new_height=1000&size=max&w=1704863889
5681,"ACE-NUTS-1/2""X38MM",PCS,,,https://m.chentat.com/index.php?ws=showproducts&products_id=4254590&cat=ACE-Brand,https://cdn1.npcdn.net/images/16695654923c20cade2dab2d08a0e473c455383710.jpg?md5id=b4c148b36ad0c21e46d1fc1f51d51585&new_width=1200&new_height=1200&w=1690123166
3132,HHD-FLU-M0676-L110W-40MM,PCS,,,https://techplas.com.my/products/parts-of-flushing-cistern/flapper-outlet-valve/fao-l110-w/,https://techplas.com.my/wp-content/uploads/2022/08/FAO-L110-W.jpg
3496,ELE-D/L-MGM-MQTL2048-4000K,PCS,,,https://megaman.com.my/product/eye-ball/,https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8-6.jpg
4166,GER-PLUG-BP8ES,PCS,,,https://estore.ngk.com.my/product/bp8es-ngk-standard-nickel-for-yamaha-rxz-135-suzuki-rg-sport-110-rgv-120-kawasaki-kr-150-krr-150-rr100-ninjavictor,https://erp-image.sgliteasset.com/_next/image?url=https%3A%2F%2Fcdn1.sgliteasset.com%2Fniterram%2Fimages%2Fproduct%2Fproduct-7876364%2Fcached%2FBrSvbsEV6a71ab9bb3ba9_1785834395_webstore_listing_image1.jpg&w=3840&q=75
5575,TOO-DRV-MAG-M845,PCS,,,https://m.machinerytools.com.my/index.php?ws=showproducts&products_id=4697984,https://cdn1.npcdn.net/images/1698115526601d64c64ef22b7bdfa08082960e5187.jpg?md5id=29ebacd5f103d32a0f2fda45fccd4a5c&new_width=1200&new_height=1200&w=1526956020
4225,CUT-DIS-MARK-12300-P120,PCS,,,https://www.mrmarks.com/index.php?ws=showproducts&products_id=2160710,https://cdn1.npcdn.net/image/156084571199cb84b713796168898828c90a9038f9.jpg?md5id=40a115d736494ae0bf5b6b65c715868d&new_width=1200&new_height=1200&size=max&w=1534135529
4123,SWI-SOC-ULT-M0813MG,PCS,,,https://www.retouch.my/showproducts/productid/5818255/cid/585128/ultra-rimless-13a-sockets/,https://cdn1.npcdn.net/images/ad1c1485aea0a8084c525d1f632e5a43_1745918270.webp?md5id=44ca89856009f6417c6cb01d81746535&new_width=1000&new_height=1000&size=max&w=1737947568&from=png&type=9
4121,SWI-SOC-ULT-M0813BMG,PCS,,,https://www.retouch.my/showproducts/productid/5818255/cid/585128/ultra-rimless-13a-sockets/,https://cdn1.npcdn.net/images/ad1c1485aea0a8084c525d1f632e5a43_1745918270.webp?md5id=44ca89856009f6417c6cb01d81746535&new_width=1000&new_height=1000&size=max&w=1737947568&from=png&type=9
4462,SWI-ADA-MS-PT09,PCS,,,https://www.yuanming.com.my/product/morries-travel-adaptor-2/,
4405,BAT-PSN-LIT3V-CR-1616/5BE,PCS,,,https://esales.com.my/product/maxell-cr1616-lithium-battery/,
3008,DOR-HAN-CH608-NA-R,PCS,,,https://www.ibx.com.my/product/ch-608/,
1719,PAI-SPR-PMT-004,CAN,,,https://sonichardware.com.my/product/product/1214-paint-master-spray-paint,
3034,HOS-CON-EG4111-40200017,PCS,,,https://skhardware.com.my/index.php?route=product/product&product_id=457,
2793,CUT-DEW-DW4790,PCS,,,https://www.dewalt.com/en-us/product/dw4790/4-x-0060-wetdry-cutting-tile-diamond-blade,
3726,CUT-ELE-EDM-4060,PCS,,,https://www.homepro.com.my/m/p/1028542,
3183,GUM-HAR-30,SET,,,https://m.hardexworld.com/index.php?ws=showproducts&products_id=2550086&cat=EPOXY-COMPOUND,https://cdn1.npcdn.net/images/1559554866c8ce4f9850b971df0783bf7606d3b69f.png?md5id=ec97b3455d25310a00e49c9abf0633a1&new_width=1200&new_height=1200&w=1567133447
2734,HAR-BON-NAIL-RS880-75G,PCS,,,https://jthhardware.com/shop/hardex/solution-specialist/rs-880-bonding-nail/,
