source_position,item_code,uom,official_product_page,official_image_url,researcher_decision,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,reason,human_action
3513,BNW-B&N-RBN-230,PCK,,,reject,R,no,no,PCK ok (10PCS/PCK),no_asset,q:G.I bolt and nut 1/4 x 3 galvanised pack Malaysia hardware -> p:nanya.com.my/showproducts/productid/3622643/bolt-nut commodity list 'Bolt & Nut Mild Steel (Hot Dip Galvanized) Sizes...' no brand; Shopee/Lazada '100 pcs Galvanised Steel Roofing Bolt & Nut 1/4 dan 3/16 Skru GI' unbranded pan-head packs; kinda.com.my galvanized bolts-and-nuts category page generic. Sr G.I Boit & Nut retail packs are commodity fasteners packed by every hardware shop; RBN-230 internal pack code (sibling class of round-2 shard-06 rejects pos 4925/4702/5027/5220). generic_unbranded; no OEM asset exists.,shoot in-house photo of pack label
4033,PLA-BAG-W500-1114,PCK,,,reject,R,no,no,PCK ok (WHITE/500G weight-pack),no_asset,"q:plastic bag ""15 x 18"" white 500g hardware Malaysia T-bag (class query shared with sibling pos 4034) -> packaginghub.my WS PP singlet-bag range incl sibling sizes 12x15/18x20 sold per pkt weight, plastikgsh.com.my carry bags unbranded, Shopee '500 gram PP Bags' multi-size. 11 X 14 white T-bag AA ~500g pack is a commodity packaging item; WHITE/500G internal pack code; no brand/model online. generic_unbranded; no OEM asset exists.",shoot in-house photo of bag bundle
4034,PLA-BAG-W500-1518,PCK,,,reject,R,no,no,PCK ok (WHITE/500G weight-pack),no_asset,"q:plastic bag ""15 x 18"" white 500g hardware Malaysia T-bag -> p:packaginghub.my/plastic-bag-group/ws-pp-clear-15x18-381x457mm/ 'WHITE SINGLET PLASTIC BAG | WS PP CLEAR 15X18"" (250g) (26's)' RM4.50/pkt - commodity white T-shirt/singlet bag sold by packet weight; p:plastikgsh.com.my 'Plastic Carry Bag 15x18' unbranded; Shopee MY '500 gram PP Bags 10x13/12X15/13X16/15X18' sold by weight. WHITE/500G is an internal pack-weight code, no brand/model anywhere. generic_unbranded; no OEM asset exists.",shoot in-house photo of bag bundle
4107,APR-PVC-YEL,PCS,,,pending,C,no,no,PCS ok,unknown,"q:PVC apron yellow 24x36 inch 0.18mm Malaysia hardware -> p:mkhardware.com.my/showproducts/productid/3391038/thin-pvc-apron/ 'THIN PVC APRON' Man Kian retailer, NO brand field; Lazada 'Pvc Apron 0.18mm thick / Bush cutter apron' material PVC colour yellow thickness 0.18mm size 2ft x 3ft = exact spec but marketplace-only unbranded; q:Glotool PVC apron yellow -> Glotool brand real via sonichardware.com.my 'PVC Yellow Apron (Glotool)' + innovestengineering.com/product/glotool-pvc-apron BUT their SKU is 28"" X 43"" heavy nitrile vs catalogue thin 24x36in 0.18mm - size/weight mismatch so cannot adopt Glotool pixels. blocker: marketplace_only_no_oem_site + brand_on_item_unverified + shopee/lazada js-walled.",check apron neck label for maker mark; if Glotool confirm exact thin-24x36 variant then re-source
4210,SHH-HOOK-SC4063,PKT,https://www.catchbay.com/hook-surecatch-sepitbiru-ringed-prawn-406,,pending,B,no,yes,PKT ok (20's matches market 20's/pkt),unknown,"q:Surecatch hook 406 biru fishing Malaysia -> SureCatch brand real: p:surecatchworld.com fetched, quote 'SureCatch World Private Limited is one of Southeast Asia's leading manufacturers and wholesalers of modern day sport fishing tackle' but Wix brochure site with JS nav, NO product catalog server-side; p:catchbay.com/hook-surecatch-sepitbiru-ringed-prawn-406 fetched OK title 'Hook SureCatch SepitBiru Ringed Prawn 406' variants Sz2/Sz3; Lazada MY 'SureCatch 406 Sepit Biru Shrimp Hook/Prawn Hook/Mata Udang Galah (1/2/3/4/5/6)' Brand: Surecatch (JS shell, no image asset extracted); Shopee 'Extreme sharp ringed prawn Hook (20's/pkt) Sepit Biru No.406 Size available: 1,2,3,4,5,6'. Model 406 literally proven multi-channel; No.3 within offered range; 20's pack matches. blocker: oem_site_js_walled_no_sku_page + shopee/lazada image bytes unfetchable server-side. finish (biru/blue) named not pixel-proven.",browser-screenshot catchbay/Shopee listing or request 406 pack shot from SureCatch World distributor
4426,SHH-HOOK-45708-NO.11,PKT,https://sugseller.com/product/hook-eupro-mata-udang-prawn-baitholder-hook-2908/,,pending,B,no,yes,PKT ok (15'S),unknown,"q:Eupro prawn hook 2908 No.6 Malaysia -> Eupro brand real: p:eupro.com/index.php?p=hook official site fetched twice, hook index lists only 3829BN/3255BN/3918BN/3988BN/3168BN/7930BN - model 2908 Mata Udang NOT in current online catalog; p:sugseller.com/product/hook-eupro-mata-udang-prawn-baitholder-hook-2908/ (Sinar Utama Group MY dealer) fetched OK: SKU 'EUPRO MATA UDANG/PRAWN BAITHOLDER HOOK (2908)', spec table SIZE #1,#2,#3,#4,#5 QTY/PK 15PCS, bullets 'High Carbon Steel / Custom Design Hook / Made In Korea', desc 'Mata Udang (Prawn Hook) boasts the widest gap design...'; Shopee/Lazada listings show 'SIZE AVAILABLE: 1..6 (15pcs)' covering No.6=15'S match. Catalogue display '2908 No.6 Eupro Prawn Hook (15'S)' consistent; NOTE item_code says 45708/NO.11 while display says 2908/NO.6 - internal code mismatch logged. blockers: sku_absent_from_oem_online_catalog + dealer_size_table_stops_at_no5 + shopee js-walled for No.6 pixels.",confirm No.6 stock with Eupro dealer; request 2908 pack shot from eupro.com contact
5389,CAB-LUG-10-8,PCK,,,reject,R,no,no,PCK ok (10PCS/PCK),no_asset,q:cable lug 10mm 8mm stud pack 10pcs Malaysia -> Lazada/Shopee '(10pcs per pkt) Cable Lug 10MM 16MM 25MM M8 or M10' unbranded; p:samajaya.com.my/showproducts/productid/5887703/10mm-m8-cable-lug/ generic retailer listing no brand; TLC UK BH LUG10/8 '10mm Crimp Cable Lugs - 8mm Stud Hole' same commodity in UK. Bare tinned-copper crimp lugs are size-coded commodities (10mm2 cable / 8mm stud); CAB-LUG-10-8 internal code. generic_unbranded; no OEM asset exists.,shoot in-house photo of lug pack
5477,"FIT-SS225-BUS-3/4""X1/2""-SUS304",PCS,,,reject,R,no,no,PCS ok,no_asset,"q:stainless steel hex bushing 3/4 x 1/2 SUS304 pipe fitting Malaysia -> supplyhouse Merit Brass K414-1208 'T304 3/4"" X 1/2"" Stainless Steel Hex Bushing' US commodity class-150; mscdirect Value Collection 4HB3/4*1/2 304SS; p:ewarehouse.my SS304 Hexagon Bushing BSP male-x-female spec generic; mkhardware.com.my 'STAINLESS STEEL HEX BUSHING' retailer listing no brand; Shopee SUS304 reducing bush unbranded. SUS304 hex reducing bushings are pure commodities sold under dozens of brands; FIT-SS225-BUS internal supplier code; no brand/model in display. generic_unbranded; no OEM asset exists.",shoot in-house photo
5569,SWI-SOC-ULT-M011W,PCS,https://www.retouch.my/showproducts/productid/5815654/cid/585126/ultra-rimless-16a-light-switches/,https://cdn1.npcdn.net/images/54014b4461d69dbb19c8b2b8bcc64d98_1745814790.webp?md5id=44ca89856009f6417c6cb01d81746535&new_width=1000&new_height=1000&size=max&w=1737947568&from=png&type=9,candidate,A,yes,yes,PCS ok,needs_permission,"q:""M011W"" ultra switch 16A Malaysia -> OFFICIAL p:retouch.my/showproducts/productid/5815654/cid/585126/ultra-rimless-16a-light-switches/ fetched this session: breadcrumb Switch&Sockets > Ultra Rimless Series > White, h1 'ULTRA RIMLESS 16A Light Switches', description code table quote 'CODE M011W - 1 GANG 1 WAY / M012W - 1 GANG 2 WAY', footer '2024-2026 Broadlink Marketing Sdn Bhd 201401022405' = OEM owner (same maker as sibling pos 3852 M20AMG candidate); main image cdn1.npcdn.net 54014b44...webp new_width=1000&new_height=1000&size=max full-size. Corroborated by gluckhardware variation list 'M011W 1 GANG 1 WAY', eezee.com.my 'Retouch M011W Ultra Rimless 16A 1 Gang 1 Way (white)', Lazada 'ReTouch Ultra 16A 1 Gang 1 Way (M011W)', Shopee SIRIM listing 'List of Item M011W - 1 Gang 1 Way'. Brand RETOUCH Ultra Rimless = catalogue 'Ultra'; model M011W literally proven; white finish proven (page category White + W suffix). Page+image byte-fetched this session.",request usage permission from Broadlink Marketing Sdn Bhd (retouch.my)
5582,CAB-LUG-25-8,PCK,,,reject,R,no,no,PCK ok (4PCS/PCK),no_asset,q:cable lug 10mm 8mm stud pack 10pcs Malaysia (class query shared with sibling pos 5389) -> Lazada/Shopee '(10pcs per pkt) Cable Lug 10MM 16MM 25MM M8 or M10' explicitly covers 25MM M8 variant unbranded; samajaya.com.my generic. Bare copper lugs 25mm2/8mm stud are size-coded commodities; RBN-style internal code; no brand/model online. generic_unbranded; no OEM asset exists.,shoot in-house photo of lug pack
