ordinal,source_position,item_code,uom,display_name,category,detected_brand,detected_model,prior_page
7434,1986,NIETZ-MOU-FLA-WHE-57110100,PCS,Nietz Mounted Flap Wheel 57110100,Abrasives & Cutting,Nietz,20X15X6,
7435,2378,FAN-ACC-SPI,PCS,Spinner 12/16 Auto Fan (khind),Fans & Ventilation,Khind,,
7439,1031,NIP-TIM-5L-D 4/6/19,CAN,5L Nippon Timbershade Deep Base,Paint & Sundries,Nippon Paint,,
7440,1122,NIP-ROOF-5L-D,CAN,5L Nippon Roof Coating Deep Base,Building Materials,Nippon Paint,,
7441,1142,NIP-ROOF-5L-T,CAN,5L Nippon Roof Coating Tint Base,Building Materials,Nippon Paint,,
7442,1175,NIP-ROOF-5L-A,CAN,5L Nippon Roof Coating Accent Base,Building Materials,Nippon Paint,,
7443,1280,NIP-ECO-CB,CAN,1L 811-7338 Eco 100 Cobalt Blue Cb,Paint & Sundries,Nippon Paint,,
7444,1334,NIP-ECO-LR,CAN,1L 811-0736 Eco 200 Red Lr,Paint & Sundries,Nippon Paint,,
7445,1472,NIP-FLO-5L-D,CAN,5L Nippon Floor Coating Deep Base,Paint & Sundries,Nippon Paint,,
7446,1568,NIP-ECO-OG,CAN,1L 811-5554 Eco 100 Oxide Green Og,Paint & Sundries,Nippon Paint,,
7447,1684,NIP-SPO-LES-5L-P,CAN,5L Nippon Spot-less Plus Pastel Base,Paint & Sundries,Nippon Paint,,
7448,1988,NIP-ODOURLITE-1L-T,CAN,1L Nippon Odourlite Soft Matt Tint Base,Paint & Sundries,Nippon Paint,,
7449,2173,NIP-ODOURLITE-1L-P,CAN,1L Nippon Odourlite Soft Matt Pastel Base,Paint & Sundries,Nippon Paint,,
7450,2300,GAS-BUT-GT230G,CAN,Glogas Butane Gas Cartridge,Home Appliances,,,
7451,2225,HHD-TOI-SQU-SIPHON,PCS,Square PVC Cistern Siphon,Bathroom,,,
7452,2240,GUM-PVC-OCI-100G,TIN,Sr Oci PVC Gum 100G,Chemicals & Adhesives,,,
7453,2411,KGR-ADH-0100ML,TIN,Kangaroo Brand 505 Super Adhesive 100ML,Chemicals & Adhesives,,,
7454,2459,HHD-TOI-COV-WHI,SET,Toilet Seat Cover:l/d PVC White Full,Bathroom,,,
7455,2310,WOO-PLY-5.2MM,PCS,Plywood 5.2MM X 4 X 8,Building Materials,,,
7456,2347,BOA-GYP-04.5MM,PCS,4 X 8 X 4.5MM Prima Flat Sheet,Building Materials,,,
7457,2472,IND-FIL-3.0KG,ROLL,Stretch Film 2.5KG X 23 Micron X 500MM,Building Materials,,,
7458,2337,BOA-GYP-06MM,PCS,4 X 8 X 6.0MM Prima Flat Sheet,Building Materials,,,
7459,2412,KGR-OXI-57A1LIT,TIN,Stove Brand 57A Black Oxide Paint 1 Litre,Paint & Sundries,,,
7460,2360,THI-KOYA-622,TIN,Gold Pyramid 2KG Thinner,Paint & Sundries,,,
7461,2497,HHD-CIS-LOW,PCS,Weser Plastic Low Level Cristern,Bathroom,,,
7462,2342,PAI-HAN-CRI-3M,PCS,3M Cristin Telescope,Paint & Sundries,,,
7463,2442,PAI-HAN-CRI-2M,PCS,2M Cristin Telescope,Paint & Sundries,,,
7464,2287,PAI-HAN-CRI-4M,PCS,4M Cristin Telescope,Paint & Sundries,,,
7465,2609,ADH-TAP-ADH-GT100,PCS,Globand Adhesive Tape 100MM X 10M,Chemicals & Adhesives,,,
7466,2279,CIMA-2933/2,SET,2933-2 L/ceiling Lamp (32W DL)+(32W Ww) W Ic Control,Lighting,,,
