ordinal,source_position,item_code,uom,display_name,category,detected_brand,detected_model,prior_page
6983,1956,"TOO-NIE-SOC-HAN-1/2""-15MM",PCS,Nietz Dr Chrome Socket (12PT)50043015 15MM,Electrical,Nietz,12PT,
6984,1449,NIETZ-MOU-FLA-WHE-57122080,PCS,Nietz Mounted Flap Wheel 57122080,Abrasives & Cutting,Nietz,25X25X6,
6985,1450,NIETZ-MOU-FLA-WHE-57122120,PCS,Nietz Mounted Flap Wheel 57122120,Abrasives & Cutting,Nietz,25X25X6,
6986,1459,NIETZ-MOU-FLA-WHE-57110060,PCS,Nietz Mounted Flap Wheel 57110060,Abrasives & Cutting,Nietz,20X15X6,
6987,2013,"TOO-NIE-SOC-HAN-1/2""-9MM",PCS,Nietz Dr Chrome Socket (12PT)50043009 9MM,Electrical,Nietz,12PT,
6988,2517,TOO-NIE-ALL-KEY-04MM,PCS,Nietz E/long Ball Point Satin Wrch 53252040 4MM,Power Tools,Nietz,,https://nietz.com.my/
6989,2389,TOO-COM-GLO-10MM,PCS,Glotool Combination Wrench 10MM,Hand Tools,Glotool,,
6990,1089,NIP-SPO-LES-5L-T,CAN,5L Nippon Spot-less Plus Tint Base,Paint & Sundries,Nippon Paint,,
6991,2561,INS-IS6099,NOS,One Piece Wash Down WC S-TRAP-250MM IS6099,Plumbing,,S-TRAP-250MM,https://saniware.com/product/wc-2076-s250/
6992,2025,VAC-DEC-ROB-BRVA425B00-B1,UNIT,Black+decker Robovac + Mop Blk,Housewares,,BRVA425B00,
6993,1486,PUM-WTR-JHP3-40,UNIT,Water Pump Complete Set JHP3-40,Pumps & Water,,JHP3-40,
6994,1648,DC-JZ2060iEK,SET,Cordless Brushless Driver/hammer Drill 20V (4.0AH X2/4A) / DCJZ2060I,Power Tools,,X2/4A,
6995,1209,SIN-SKS-230-8545L-S600-SIL,PCS,Handmade S/s Dbl Bowl K/sink,Kitchen & Sinks,,SKS-230-8545L-SS,
6996,1623,PUM-WTR-MARLINO-CPM190,UNIT,Marlino Centrifugal Pump,Pumps & Water,,CPM190,
6997,1647,DC-DCPL208EK-20V,SET,Cordless Brushless Impact Driver (20V) (4.0AH X2/4A),Power Tools,,X2/4A,
6998,1067,"FAN-CEI-KDK-K12UX-48""",PCS,Kdk 48 LED Ceiling Fan Remote Control,Fans & Ventilation,,K12UX,
6999,1527,PUM-WTR-JHP2-30,UNIT,Water Pump Complete Set JHP2-30,Pumps & Water,,JHP2-30,
7000,1640,X-STA-HAM-EVO185B1,UNIT,Black+decker Multi Evo Tools + 3 Heads,Power Tools,,EVO185B1,
7001,1755,DL5-WAT-FIL-1042/M,PCS,1042 Outdoor Sand Filter Matt,Pumps & Water,,SUS304,
7002,1158,BATH-CBFAL66633-WHI,PCS,Cab Alum. 5IN1 Bathroom Furnit. Se-whi,Bathroom,,5IN1,
7003,1159,BATH-CBFAL66634-BLK,PCS,Cab Alum. 5IN1 Bathroom Furnt. Set-blk,Bathroom,,5IN1,
7004,1210,TOI-TRP-WC-CWC7603-S-SH(250MM),PCS,Cab One Piece Water Closet Washdown Flush Tech,Bathroom,,CWC7603-S-SH,
7005,1171,BATH-CBFAL66627-BLK,PCS,Cab 5IN1 Alum. Bath Furn. Set (blk),Bathroom,,5IN1,
7006,1172,BATH-CBFAL66628-WHI,PCS,Cab 5IN1 Alum. Bath Furn. Set (whi),Bathroom,,5IN1,
7007,1761,TOO-DRI-20V,UNIT,Mr. Mark 20V Brushless Impact Drill (2X3.0AH Batt.),Power Tools,,2X3.0AH,
7008,2196,FRE-MID-MD-RC207FZB01,PCS,Midea Chest FREEZER-142L MD-RC207FZB01,Other,,FREEZER-142L,
7009,1224,SHO-CAB-CSH1071,UNIT,"Cabana Brass Shower Set (12"")",Bathroom,,CSH1071,
7010,1267,TOI-TRP-WC-CWC7601-RL-S(250MM),PCS,Cab One Piece Water Closet Washdown W Rimless Flush Tech,Bathroom,,CWC7601-RL-S,
7011,2353,LAD-H/D-STRO-DS10,UNIT,Strongman D/s H/d Ladder DSHD10 10STEP,Ladders & Access,,DSHD10,
7012,2384,LAD-H/D-STRO-DS09,UNIT,Strongman D/s H/d Ladder DSHD09 9STEP,Ladders & Access,,DSHD09,
