ordinal,source_position,item_code,uom,display_name,category,detected_brand,detected_model,prior_page
7404,1333,"NIE-HAN-L-1/2""",PCS,Nietz Dr L Hdl (CR-MO)50047610 10IN,Hand Tools,Nietz,1/2IN,
7405,1016,"NIE-SOC-IMP-3/4""-30MM",PCS,Nietz Dr Impact Socket (6PT) 50160030 30MM,Power Tools,Nietz,6PT,
7406,2315,BOS-2608-603-309,PCS,Diamond Cutting Blade Segmented,Power Tools,Bosch,,
7407,1922,NIE-SOC-HAN-DEE-12P-1/2-27MM,PCS,Nietz Dr Deep Cr Socket (12PT) 50045027 27MM,Electrical,Nietz,12PT,
7408,2366,BOS-1619-P09-252,PCS,Ggs 3000L Straight Grinder (nut Only),Power Tools,Bosch,,
7409,1048,"NIE-SOC-IMP-3/4""-24MM",PCS,Nietz Dr Impact Socket (6PT) 50160024 24MM,Power Tools,Nietz,6PT,
7410,2092,SAN-SWPW-SS-W81A,PCS,Waste With Overflow SWPW-SS-W81A,Plumbing,Saniware,SWPW-SS-W81A,
7411,2393,BOS-2609-120-398,SET,Carbon Brush Gho 6500,Power Tools,Bosch,,
7412,2135,SAN-SWPW-SS-W81B,PCS,Waste Without Overflow SWPW-SS-W81B,Plumbing,Saniware,SWPW-SS-W81B,
7413,2480,BOS-2608-680-797,PCS,Multi Purpose D/bit 12 X 90 X 150MM,Power Tools,Bosch,,
7414,1098,TOO-NIE-BIT-SCKT-1/2IN-T55,PCS,Nietz Drive Long Str Bit 50244155 T55,Power Tools,Nietz,T55,
7415,2139,TOO-COM-GLO-28MM,PCS,Glotool Combination Wrench 28MM,Hand Tools,Glotool,,
7416,2020,NIE-SOC-HAN-DEE-12P-1/2-24MM,PCS,Nietz Dr Deep Cr Socket (12PT) 50045024 24MM,Electrical,Nietz,12PT,
7417,1155,TOO-NIE-BIT-SCKT-1/2IN-T45,PCS,Nietz Drive Long Str Bit 50244145 T45,Power Tools,Nietz,T45,
7418,1154,TOO-NIE-BIT-SCKT-1/2IN-T40,PCS,Nietz Drive Long Str Bit 50244140 T40,Power Tools,Nietz,T40,
7419,2114,NIE-SOC-HAN-DEE-12P-1/2-22MM,PCS,Nietz Dr Deep Cr Socket (12PT) 50045022 22MM,Electrical,Nietz,12PT,
7420,2160,NIE-SOC-HAN-DEE-06P-1/2-21MM,PCS,Nietz Dr Deep Cr Socket (6PT) 50042021 21MM,Electrical,Nietz,6PT,
7421,1196,BOS-1619-P10-063,PCS,Carbon Brush For Gks 66X / Gks 7000 / Gks 600 / Gdm 13-34,Power Tools,Bosch,66X,
7422,2172,NIE-SOC-HAN-DEE-12P-1/2-19MM,PCS,Nietz Dr Deep Cr Socket (12PT) 50045019 19MM,Electrical,Nietz,12PT,
7423,2246,VAL-SAN-SW-SS-AV-78,PCS,Saniware Angle Valve-blue,Plumbing,Saniware,SW-SS-AV-78,
7424,2171,NIE-SOC-HAN-DEE-06P-1/2-19MM,PCS,Nietz Dr Deep Cr Socket (6PT) 50042019 19MM,Electrical,Nietz,6PT,
7425,2201,NIE-SOC-HAN-DEE-12P-1/2-17MM,PCS,Nietz Dr Deep Cr Socket (12PT) 50045017 17MM,Electrical,Nietz,12PT,
7426,2262,"TOO-NIE-SOC-HAN-1/2""-27MM",PCS,Nietz Dr Chrome Socket (12PT)50043027 27MM,Electrical,Nietz,12PT,
7427,2273,"TOO-NIE-SOC-HAN-1/2""-26MM",PCS,Nietz Dr Chrome Socket (12PT)50043026 26MM,Electrical,Nietz,12PT,
7428,2269,NIE-SOC-HAN-DEE-12P-1/2-11MM,PCS,Nietz Dr Deep Cr Socket (12PT) 50045011 11MM,Electrical,Nietz,12PT,
7429,1233,"NIE-SOC-IMP-1/2""-12MM",PCS,Nietz Dr Impact Socket (6PT) 50140012 12MM,Power Tools,Nietz,6PT,
7430,2348,BOS-2608-634-505,PCS,Jigsaw Blade T118AF,Power Tool Accessories,Bosch,T118AF,
7431,1519,DRI-SDS-GT02-16260,PCS,Glotool Sds Drill 16 X 260MM,Power Tool Accessories,Glotool,GT-A02,
7432,2464,TOO-NIE-PLU-COU-40PH,PCS,Nietz Quick Coupler Plug 40PH,Electrical,Nietz,40PH,
7433,1898,NIETZ-MOU-FLA-WHE-57131060,PCS,Nietz Mounted Flap Wheel 57131060,Abrasives & Cutting,Nietz,30X20X6,
