ordinal,source_position,item_code,uom,display_name,category,detected_brand,detected_model,prior_page
6833,1963,PUM-I-PUMP-QB80I,UNIT,I-pump Peripheral Pump 1.0HP,Pumps & Water,,1.0HP,
6834,1359,TAP-CAB-CB4944-CR,PCS,Cabana High Basin Cold Tap,Bathroom,,CB4944-CR,
6835,2499,HOS-GAR-SET-ECO30M1123,SET,Ecogreen- Iron Hose Reel Set / 1121 / 30M,Fishing & Tackle,,EG1123,
6836,1008,BOS-0600-8C1-H70,UNIT,Easy Grasscut 23 Grass Trimmer,Power Tools,Bosch,,
6837,2359,SUMO-VAC-CLE-SM-1600,UNIT,Sumo Vacuum Cleaner (20L),Chemicals & Adhesives,,SM-1600,
6838,1394,TAP-CAB-CB5132,UNIT,Cabana Wall-mounted Sink Filter Tap,Kitchen & Sinks,,CB5132,
6839,1430,MIR-GLO-S-RR50160A281S(BK),PCS,500X1600(RECTANGULAR) Alum. Frame Mirror Rc-blk (bk),Bathroom,,500X1600,
6840,1352,"FAN-WALL-KDK-KU408-16""",PCS,Kdk Wall FAN-16 KU408,Fans & Ventilation,,FAN-16,
6841,1436,SHO-SAN-SSP-6005502SS,PCS,S600 2WAY Bath Shower Set For Water Heater,Bathroom,,S600,
6842,1451,TAP-SAN-SWP-SS-304-3938,PCS,Double Spout Kitchen Wall Sink Tap,Kitchen & Sinks,,SWP-SS-304-3938,
6843,1365,"FAN-VEN-KDK-20WUD-8""",PCS,8 Kdk Glass Mount Ventilator Fan,Fans & Ventilation,,20WUD,
6844,2605,"TOO-PE-CLMP-CT6-20MM 1/2""",PCS,PE Clamp Tools CT6 20MM 1/2,Hand Tools,,CT6,
6845,2606,"TOO-PE-CLMP-CT7-25MM 3/4""",PCS,PE Clamp Tools: CT7 25MM 3/4,Hand Tools,,CT7,
6846,1462,TAP-CAB-CB5189,UNIT,Cabana Pillar-mounted Sink Tap CB5189,Kitchen & Sinks,,CB5189,
6847,1114,NIP-FLO-5L-A,CAN,5L Nippon Floor Coating Accent Base,Paint & Sundries,Nippon Paint,,
6848,1682,FOL-TAB-CNYX-Z152,PCS,5FT Folding Table (wooden Slats),Other,,5FT,
6849,2127,DC-SIM-FF10-100,SET,Angle Grinder / DSM10-100,Power Tools,,DSM10-100,
6850,2594,MF-PO-30-SOL-FAN,PCS,Solar Fan MF-PO-30,Other,,MF-PO-30,
6851,1428,GAS-STO-BGC-868/305,SET,Butterfly SS Double Gas Cooker,Home Appliances,,BGC-868/305,
6852,1480,FAN-CEI-SIB-SA42,SET,Siberiair Ceiling Fan Black - SA42,Fans & Ventilation,,SA42,
6853,1514,SIN-CAB-CKS819,PCS,Cabana S/s Kitchen Sink 600*450*225MM,Kitchen & Sinks,,600*450*225MM,
6854,1593,LEO-SUS304-TWI-L2301WF,PCS,Leon Twins Sink SUS-304 TAP-L2301WF,Kitchen & Sinks,,SUS-304,
6855,1417,"FAN-VEN-KDK-30AQM8-12""",PCS,Kdk Ventilator FAN-12,Fans & Ventilation,,FAN-12,
6856,2311,WOR-CUT-WK-PWT-5510,UNIT,Worker 1200W 4 Cutting,Power Tools,,MACHINE-5510,
6857,1765,BOX-ICE-35LTR-BLUE,PCS,Insulated Ice Box (ks) Blue,Housewares,,35LTR,
6858,1482,"FAN-VEN-KDK-20TGQF-8""",PCS,Kdk Ceiling V-FAN-8,Fans & Ventilation,,V-FAN-8,
6859,1556,TAP-CAB-CB3803,UNIT,Cabana Pillar-mounted Sink Tap CB3803,Kitchen & Sinks,,CB3803,
6860,1481,"FAN-VEN-KDK-15WUD-6""",PCS,6 Kdk Glass Mount Ventilator Fan,Fans & Ventilation,,15WUD,
6861,1502,FAN-TAB-DEKKA-FNBF-16,PCS,Dekka D/c Fan,Fans & Ventilation,,BF-16,
6862,1583,SIN-CAB-CKS806,PCS,Cabana S/s Kitchen Sink 500*450*210MM,Kitchen & Sinks,,500*450*210MM,
