ordinal,source_position,item_code,uom,display_name,category,detected_brand,detected_model,prior_page
7194,2061,GUN-CAU-GT903,PCS,Glotool Caulking Gun 903Y,Fasteners & Fixings,Glotool,903Y,
7195,1567,NIETZ-MOU-FLA-WHE-57131080,PCS,Nietz Mounted Flap Wheel 57131080,Abrasives & Cutting,Nietz,30X20X6,
7196,1596,NIETZ-MOU-FLA-WHE-57131100,PCS,Nietz Mounted Flap Wheel 57131100,Abrasives & Cutting,Nietz,30X20X6,
7197,2584,TOO-NIE-ALL-KEY-06MM,PCS,Nietz E/long Ball Point Satin Wrch 53252060 6MM,Power Tools,Nietz,,https://nietz.com.my/product-catalogue/
7198,2230,"TOO-NIE-SOC-HAN-1/2""-11MM",PCS,Nietz Dr Chrome Socket (12PT)50043011 11MM,Electrical,Nietz,12PT,
7199,2488,TOO-COM-GLO-12MM,PCS,Glotool Combination Wrench 12MM,Hand Tools,Glotool,,
7200,1622,NIP-ECO-OR,CAN,1L 811-1025 Eco 100 Red Oxide Or,Paint & Sundries,Nippon Paint,,
7201,2077,NIP-ODO-SFT-MATT-5L-T,CAN,5L Nippon Odourlite Soft Matt - T,Paint & Sundries,Nippon Paint,,
7202,2041,WEL-MAC-IWE-MIG-220I,UNIT,I-weld MIG Welding Machine MIG 220I,Welding,,220I,
7203,1562,COMPRESSOR-ABKS-AB3.0HP-100L,UNIT,Abks 3.0HP 100L Air Compressor,Power Tools,,3.0HP,
7204,2137,SUMO-SM200WI,UNIT,Sumo Inverter Gasoline Welder/gene. 6.5HP,Welding,,6.5HP,
7205,1646,DC-20V-XA+,SET,"20V DCZC04-24Z,DCJZ2060IZ -sets Xa+ /DC-20V",Power Tools,,DCZC04-24Z,
7206,1610,PUM-WTR-CHM4-2H,UNIT,Prodn Intelligent Inverter Water Pump (wifi),Pumps & Water,,CHM4-2H,
7207,1716,KING KONG-HR150-1500L,UNIT,King Kong S/steel Water Tank 1500L,Pumps & Water,,HR150,
7208,1667,PUM-WTR-ADELINO-AWJ4-4,UNIT,Adelino S/s Multi Stage Centrifugal Auto. Pump (1HP),Pumps & Water,,1HP,
7209,1700,SUMO-SM-158,UNIT,Sumo High Pressure Washer 150 BAR,Power Tools,,SM-158,
7210,1728,PUM-WTR-ADELINO-ACM200,UNIT,Adelino Centrifugal Pump,Pumps & Water,,ACM200,
7211,1804,TOO-WRE-AIR-RT5770,UNIT,Rotake 1 Air Impact WRENCH-RT5770,Power Tools,,WRENCH-RT5770,
7212,2354,MKX-2021-BRUS-3IN1,SET,Mark-x Brushless 3 IN 1 Combination Set,Other,,MKX-2021-3IN1,
7213,1266,SINK-CAB-CKS7548-BL,PCS,Cabana Multifunctional Kitchen Sink,Kitchen & Sinks,,CKS7548-BL,
7214,1739,SUMO-LT2500N-6,UNIT,Sumo Gasoline Generator LT2500N-6,Outdoor & Garden,,LT2500N-6,
7215,1235,SAF-BOX-YSS520,UNIT,Yale Yss 520 Standard Safe (large),Locks & Security,Yale,,
7216,1110,DC-DJC30,SET,Magnetic Drill (900W),Power Tools,,DJC30,
7217,1810,PUM-SHOWFOU-SC-0512,UNIT,Showfou Pump SC-0512,Pumps & Water,,SC-0512,
7218,1830,SUMO-SM-1575,UNIT,Sumo Engine Pressure Cleaner 6.5HP,Power Tools,,6.5HP,
7219,1547,DC-Z1G-FF-15,SET,Percussion Hammer,Hand Tools,,DZG15,
7220,1890,DC-DCSM04-100FK,SET,Cordless Brushless Angle Grinder (5.0AH X2/4A),Power Tools,,X2/4A,
7221,1322,SAF-BOX-YSS380,UNIT,Yale Yss 380 Standard Safe ( File),Hand Tools,Yale,,
7222,1912,TOO-WRE-AIR-RT5563,UNIT,Rotake 1 Air Impact WRENCH-RT5563,Power Tools,,WRENCH-RT5563,
7223,1948,DC-DCKIT10BK,SET,+ (4.0AH X2/4A) DCZC22BK DCSM03-100Z,Power Tools,,X2/4A,
